lemma,form,paradigm_slot
egeşmek,egeşmek,V;NFIN
egeşmek,egeşti,V;PST;3;SG
ekşimek,ekşiy,V;PRS;3;SG
ekşimek,ekşi,V;IMP;2;SG
ekşimek,ekşigen,V;V.PTCP
ekşimek,ekşimek,V;NFIN
ekşimek,ekşidi,V;PST;3;SG
erişmek,erişe,V;PRS;3;SG
erişmek,eriş,V;IMP;2;SG
erişmek,erişken,V;V.PTCP
erişmek,erişmek,V;NFIN
erişmek,erişti,V;PST;3;SG
