lemma,form,paradigm_slot,form_freq,lemma_freq
aangroei,aangroei,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aangroei,aangroei,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aangryns,aangryns,V;INF,0.0,0.0
aangryns,aangryns,V;PRS,0.0,0.0
aangryp,aangryp,V;INF,0.00012,0.00012
aangryp,aangryp,V;PRS,0.00012,0.00012
aanhaak,aanhaak,V;INF,0.0,0.0
aanhaak,aanhaak,V;PRS,0.0,0.0
aanhaal,aanhaal,V;INF,0.00016666666666666666,0.00016666666666666666
aanhaal,aanhaal,V;PRS,0.00016666666666666666,0.00016666666666666666
aanhang,aanhang,V;INF,0.00011333333333333333,0.00011333333333333333
aanhang,aanhang,V;PRS,0.00011333333333333333,0.00011333333333333333
aanhardloop,aanhardloop,V;INF,1.3333333333333333e-05,1.3333333333333333e-05
aanhardloop,aanhardloop,V;PRS,1.3333333333333333e-05,1.3333333333333333e-05
aanhê,aanhê,V;INF,6.666666666666667e-06,6.666666666666667e-06
aanhê,aanhê,V;PRS,6.666666666666667e-06,6.666666666666667e-06
aanhef,aanhef,V;INF,4e-05,4e-05
aanhef,aanhef,V;PRS,4e-05,4e-05
aanheg,aanheg,V;INF,6.666666666666667e-06,6.666666666666667e-06
aanheg,aanheg,V;PRS,6.666666666666667e-06,6.666666666666667e-06
aanhelp,aanhelp,V;INF,3.6666666666666666e-05,3.6666666666666666e-05
aanhelp,aanhelp,V;PRS,3.6666666666666666e-05,3.6666666666666666e-05
aanhink,aanhink,V;INF,0.0,0.0
aanhink,aanhink,V;PRS,0.0,0.0
aanhits,aanhits,V;INF,1e-05,1e-05
aanhits,aanhits,V;PRS,1e-05,1e-05
aanhol,aanhol,V;INF,0.0,0.0
aanhol,aanhol,V;PRS,0.0,0.0
aanhoor,aanhoor,V;INF,0.00013333333333333334,0.00013333333333333334
aanhoor,aanhoor,V;PRS,0.00013333333333333334,0.00013333333333333334
aanhou,aanhou,V;INF,0.00078,0.00078
aanhou,aanhou,V;PRS,0.00078,0.00078
aanhuppel,aanhuppel,V;INF,0.0,0.0
aanhuppel,aanhuppel,V;PRS,0.0,0.0
aanja,aanja,V;INF,0.0,0.0
aanja,aanja,V;PRS,0.0,0.0
aanjaag,aanjaag,V;INF,5e-05,5e-05
aanjaag,aanjaag,V;PRS,5e-05,5e-05
aanjae,aanjae,V;INF,0.0,0.0
aanjae,aanjae,V;PRS,0.0,0.0
aanjanter,aanjanter,V;INF,0.0,0.0
aanjanter,aanjanter,V;PRS,0.0,0.0
aankap,aankap,V;INF,0.0,0.0
aankap,aankap,V;PRS,0.0,0.0
aankarring,aankarring,V;INF,1.3333333333333333e-05,1.3333333333333333e-05
aankarring,aankarring,V;PRS,1.3333333333333333e-05,1.3333333333333333e-05
aankeer,aankeer,V;INF,1.6666666666666667e-05,1.6666666666666667e-05
aankeer,aankeer,V;PRS,1.6666666666666667e-05,1.6666666666666667e-05
aankla,aankla,V;INF,5.6666666666666664e-05,5.6666666666666664e-05
aankla,aankla,V;PRS,5.6666666666666664e-05,5.6666666666666664e-05
aanklaag,aanklaag,V;INF,0.0,0.0
aanklaag,aanklaag,V;PRS,0.0,0.0
aanklae,aanklae,V;INF,0.0,0.0
aanklae,aanklae,V;PRS,0.0,0.0
aanklam,aanklam,V;INF,0.0,0.0
aanklam,aanklam,V;PRS,0.0,0.0
aanklamp,aanklamp,V;INF,0.0,0.0
aanklamp,aanklamp,V;PRS,0.0,0.0
aanklee,aanklee,V;INF,0.0,0.0
aanklee,aanklee,V;PRS,0.0,0.0
aankleë,aankleë,V;INF,0.0,0.0
aankleë,aankleë,V;PRS,0.0,0.0
aankleed,aankleed,V;INF,0.0,0.0
aankleed,aankleed,V;PRS,0.0,0.0
aankleef,aankleef,V;INF,1.6666666666666667e-05,1.6666666666666667e-05
aankleef,aankleef,V;PRS,1.6666666666666667e-05,1.6666666666666667e-05
aanklewe,aanklewe,V;INF,0.0,0.0
aanklewe,aanklewe,V;PRS,0.0,0.0
aanklink,aanklink,V;INF,0.0,0.0
aanklink,aanklink,V;PRS,0.0,0.0
aanklop,aanklop,V;INF,4e-05,4e-05
aanklop,aanklop,V;PRS,4e-05,4e-05
aanknoop,aanknoop,V;INF,4.6666666666666665e-05,4.6666666666666665e-05
aanknoop,aanknoop,V;PRS,4.6666666666666665e-05,4.6666666666666665e-05
aankom,aankom,V;INF,0.00048333333333333334,0.00048333333333333334
aankom,aankom,V;PRS,0.00048333333333333334,0.00048333333333333334
aankondig,aankondig,V;INF,8.333333333333333e-05,8.333333333333333e-05
aankondig,aankondig,V;PRS,8.333333333333333e-05,8.333333333333333e-05
aankool,aankool,V;INF,0.0,0.0
aankool,aankool,V;PRS,0.0,0.0
aankoop,aankoop,V;INF,0.00028,0.00028
aankoop,aankoop,V;PRS,0.00028,0.00028
aankoppel,aankoppel,V;INF,0.0,0.0
aankoppel,aankoppel,V;PRS,0.0,0.0
aankors,aankors,V;INF,0.0,0.0
aankors,aankors,V;PRS,0.0,0.0
aankrui,aankrui,V;INF,0.0,0.0
aankrui,aankrui,V;PRS,0.0,0.0
aankruie,aankruie,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aankruie,aankruie,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aankruip,aankruip,V;INF,0.0,0.0
aankruip,aankruip,V;PRS,0.0,0.0
aankry,aankry,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aankry,aankry,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aankuier,aankuier,V;INF,0.0,0.0
aankuier,aankuier,V;PRS,0.0,0.0
aankweek,aankweek,V;INF,6.666666666666667e-06,6.666666666666667e-06
aankweek,aankweek,V;PRS,6.666666666666667e-06,6.666666666666667e-06
aankyk,aankyk,V;INF,6.333333333333333e-05,6.333333333333333e-05
aankyk,aankyk,V;PRS,6.333333333333333e-05,6.333333333333333e-05
aanlaat,aanlaat,V;INF,0.0,0.0
aanlaat,aanlaat,V;PRS,0.0,0.0
aanlag,aanlag,V;INF,0.0,0.0
aanlag,aanlag,V;PRS,0.0,0.0
aanland,aanland,V;INF,2.3333333333333332e-05,2.3333333333333332e-05
aanland,aanland,V;PRS,2.3333333333333332e-05,2.3333333333333332e-05
aanlap,aanlap,V;INF,0.0,0.0
aanlap,aanlap,V;PRS,0.0,0.0
aanlas,aanlas,V;INF,1e-05,1e-05
aanlas,aanlas,V;PRS,1e-05,1e-05
aanlê,aanlê,V;INF,5.333333333333333e-05,5.333333333333333e-05
aanlê,aanlê,V;PRS,5.333333333333333e-05,5.333333333333333e-05
aanleer,aanleer,V;INF,0.00029,0.00029
aanleer,aanleer,V;PRS,0.00029,0.00029
aanlei,aanlei,V;INF,0.0,0.0
aanlei,aanlei,V;PRS,0.0,0.0
aanleun,aanleun,V;INF,0.0,0.0
aanleun,aanleun,V;PRS,0.0,0.0
aanlok,aanlok,V;INF,1e-05,1e-05
aanlok,aanlok,V;PRS,1e-05,1e-05
aanlonk,aanlonk,V;INF,0.0,0.0
aanlonk,aanlonk,V;PRS,0.0,0.0
aanloop,aanloop,V;INF,0.00011333333333333333,0.00011333333333333333
aanloop,aanloop,V;PRS,0.00011333333333333333,0.00011333333333333333
aanluister,aanluister,V;INF,0.0,0.0
aanluister,aanluister,V;PRS,0.0,0.0
aanlym,aanlym,V;INF,0.0,0.0
aanlym,aanlym,V;PRS,0.0,0.0
aanmaak,aanmaak,V;INF,3e-05,3e-05
aanmaak,aanmaak,V;PRS,3e-05,3e-05
aanmaan,aanmaan,V;INF,0.0,0.0
aanmaan,aanmaan,V;PRS,0.0,0.0
aanmatig,aanmatig,V;INF,6.666666666666667e-06,6.666666666666667e-06
aanmatig,aanmatig,V;PRS,6.666666666666667e-06,6.666666666666667e-06
aanmeet,aanmeet,V;INF,0.0,0.0
aanmeet,aanmeet,V;PRS,0.0,0.0
aanmekaarbind,aanmekaarbind,V;INF,0.0,0.0
aanmekaarbind,aanmekaarbind,V;PRS,0.0,0.0
aanmekaarflans,aanmekaarflans,V;INF,0.0,0.0
aanmekaarflans,aanmekaarflans,V;PRS,0.0,0.0
aanmekaargroei,aanmekaargroei,V;INF,0.0,0.0
aanmekaargroei,aanmekaargroei,V;PRS,0.0,0.0
aanmekaarheg,aanmekaarheg,V;INF,0.0,0.0
aanmekaarheg,aanmekaarheg,V;PRS,0.0,0.0
aanmekaarkleef,aanmekaarkleef,V;INF,0.0,0.0
aanmekaarkleef,aanmekaarkleef,V;PRS,0.0,0.0
aanmekaarklink,aanmekaarklink,V;INF,0.0,0.0
aanmekaarklink,aanmekaarklink,V;PRS,0.0,0.0
aanmekaarkoek,aanmekaarkoek,V;INF,0.0,0.0
aanmekaarkoek,aanmekaarkoek,V;PRS,0.0,0.0
aanmekaarlap,aanmekaarlap,V;INF,0.0,0.0
aanmekaarlap,aanmekaarlap,V;PRS,0.0,0.0
aanmekaarlas,aanmekaarlas,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aanmekaarlas,aanmekaarlas,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aanmekaarlym,aanmekaarlym,V;INF,0.0,0.0
aanmekaarlym,aanmekaarlym,V;PRS,0.0,0.0
aanmekaarplak,aanmekaarplak,V;INF,0.0,0.0
aanmekaarplak,aanmekaarplak,V;PRS,0.0,0.0
aanmekaarryg,aanmekaarryg,V;INF,0.0,0.0
aanmekaarryg,aanmekaarryg,V;PRS,0.0,0.0
aanmekaarsit,aanmekaarsit,V;INF,1.3333333333333333e-05,1.3333333333333333e-05
aanmekaarsit,aanmekaarsit,V;PRS,1.3333333333333333e-05,1.3333333333333333e-05
aanmekaarskakel,aanmekaarskakel,V;INF,0.0,0.0
aanmekaarskakel,aanmekaarskakel,V;PRS,0.0,0.0
aanmekaarskryf,aanmekaarskryf,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aanmekaarskryf,aanmekaarskryf,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aanmekaarskrywe,aanmekaarskrywe,V;INF,0.0,0.0
aanmekaarskrywe,aanmekaarskrywe,V;PRS,0.0,0.0
aanmekaarslaan,aanmekaarslaan,V;INF,1.6666666666666667e-05,1.6666666666666667e-05
aanmekaarslaan,aanmekaarslaan,V;PRS,1.6666666666666667e-05,1.6666666666666667e-05
aanmekaarsluit,aanmekaarsluit,V;INF,0.0,0.0
aanmekaarsluit,aanmekaarsluit,V;PRS,0.0,0.0
aanmekaarsmee,aanmekaarsmee,V;INF,0.0,0.0
aanmekaarsmee,aanmekaarsmee,V;PRS,0.0,0.0
aanmekaarsmelt,aanmekaarsmelt,V;INF,0.0,0.0
aanmekaarsmelt,aanmekaarsmelt,V;PRS,0.0,0.0
aanmekaarspring,aanmekaarspring,V;INF,0.0,0.0
aanmekaarspring,aanmekaarspring,V;PRS,0.0,0.0
aanmekaarsweis,aanmekaarsweis,V;INF,0.0,0.0
aanmekaarsweis,aanmekaarsweis,V;PRS,0.0,0.0
aanmekaartimmer,aanmekaartimmer,V;INF,0.0,0.0
aanmekaartimmer,aanmekaartimmer,V;PRS,0.0,0.0
aanmekaarvleg,aanmekaarvleg,V;INF,0.0,0.0
aanmekaarvleg,aanmekaarvleg,V;PRS,0.0,0.0
aanmekaarvoeg,aanmekaarvoeg,V;INF,0.0,0.0
aanmekaarvoeg,aanmekaarvoeg,V;PRS,0.0,0.0
aanmekaarvries,aanmekaarvries,V;INF,0.0,0.0
aanmekaarvries,aanmekaarvries,V;PRS,0.0,0.0
aanmekaarwerk,aanmekaarwerk,V;INF,0.0,0.0
aanmekaarwerk,aanmekaarwerk,V;PRS,0.0,0.0
aanmeld,aanmeld,V;INF,8.666666666666667e-05,8.666666666666667e-05
aanmeld,aanmeld,V;PRS,8.666666666666667e-05,8.666666666666667e-05
aanmeng,aanmeng,V;INF,0.0,0.0
aanmeng,aanmeng,V;PRS,0.0,0.0
aanmerk,aanmerk,V;INF,0.0,0.0
aanmerk,aanmerk,V;PRS,0.0,0.0
aanmoedig,aanmoedig,V;INF,0.00025,0.00025
aanmoedig,aanmoedig,V;PRS,0.00025,0.00025
aanmonster,aanmonster,V;INF,0.0,0.0
aanmonster,aanmonster,V;PRS,0.0,0.0
aanmunt,aanmunt,V;INF,0.0,0.0
aanmunt,aanmunt,V;PRS,0.0,0.0
aannaai,aannaai,V;INF,0.0,0.0
aannaai,aannaai,V;PRS,0.0,0.0
aanneem,aanneem,V;INF,0.0005066666666666667,0.0005066666666666667
aanneem,aanneem,V;PRS,0.0005066666666666667,0.0005066666666666667
aanpak,aanpak,V;INF,0.00043,0.00043
aanpak,aanpak,V;PRS,0.00043,0.00043
aanpap,aanpap,V;INF,0.0,0.0
aanpap,aanpap,V;PRS,0.0,0.0
aanpas,aanpas,V;INF,0.0002933333333333333,0.0002933333333333333
aanpas,aanpas,V;PRS,0.0002933333333333333,0.0002933333333333333
aanpeil,aanpeil,V;INF,0.0,0.0
aanpeil,aanpeil,V;PRS,0.0,0.0
aanpiekel,aanpiekel,V;INF,0.0,0.0
aanpiekel,aanpiekel,V;PRS,0.0,0.0
aanplak,aanplak,V;INF,1.3333333333333333e-05,1.3333333333333333e-05
aanplak,aanplak,V;PRS,1.3333333333333333e-05,1.3333333333333333e-05
aanplant,aanplant,V;INF,4.3333333333333334e-05,4.3333333333333334e-05
aanplant,aanplant,V;PRS,4.3333333333333334e-05,4.3333333333333334e-05
aanpleister,aanpleister,V;INF,0.0,0.0
aanpleister,aanpleister,V;PRS,0.0,0.0
aanpoer,aanpoer,V;INF,0.0,0.0
aanpoer,aanpoer,V;PRS,0.0,0.0
aanpoer-poer,aanpoer-poer,V;INF,0.0,0.0
aanpoer-poer,aanpoer-poer,V;PRS,0.0,0.0
aanpor,aanpor,V;INF,1.6666666666666667e-05,1.6666666666666667e-05
aanpor,aanpor,V;PRS,1.6666666666666667e-05,1.6666666666666667e-05
aanpraat,aanpraat,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aanpraat,aanpraat,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aanprys,aanprys,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aanprys,aanprys,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aanraai,aanraai,V;INF,5.6666666666666664e-05,5.6666666666666664e-05
aanraai,aanraai,V;PRS,5.6666666666666664e-05,5.6666666666666664e-05
aanraak,aanraak,V;INF,0.00012666666666666666,0.00012666666666666666
aanraak,aanraak,V;PRS,0.00012666666666666666,0.00012666666666666666
aanrand,aanrand,V;INF,1.6666666666666667e-05,1.6666666666666667e-05
aanrand,aanrand,V;PRS,1.6666666666666667e-05,1.6666666666666667e-05
aanreik,aanreik,V;INF,0.0,0.0
aanreik,aanreik,V;PRS,0.0,0.0
aanreken,aanreken,V;INF,0.0,0.0
aanreken,aanreken,V;PRS,0.0,0.0
aanrig,aanrig,V;INF,8.666666666666667e-05,8.666666666666667e-05
aanrig,aanrig,V;PRS,8.666666666666667e-05,8.666666666666667e-05
aanroei,aanroei,V;INF,0.0,0.0
aanroei,aanroei,V;PRS,0.0,0.0
aanroep,aanroep,V;INF,7.333333333333333e-05,7.333333333333333e-05
aanroep,aanroep,V;PRS,7.333333333333333e-05,7.333333333333333e-05
aanroer,aanroer,V;INF,2.3333333333333332e-05,2.3333333333333332e-05
aanroer,aanroer,V;PRS,2.3333333333333332e-05,2.3333333333333332e-05
aanrol,aanrol,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aanrol,aanrol,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aanruk,aanruk,V;INF,0.0,0.0
aanruk,aanruk,V;PRS,0.0,0.0
aanry,aanry,V;INF,2.3333333333333332e-05,2.3333333333333332e-05
aanry,aanry,V;PRS,2.3333333333333332e-05,2.3333333333333332e-05
aanryg,aanryg,V;INF,0.0,0.0
aanryg,aanryg,V;PRS,0.0,0.0
aansê,aansê,V;INF,2e-05,2e-05
aansê,aansê,V;PRS,2e-05,2e-05
aanseil,aanseil,V;INF,0.0,0.0
aanseil,aanseil,V;PRS,0.0,0.0
aansien,aansien,V;INF,0.0002466666666666667,0.0002466666666666667
aansien,aansien,V;PRS,0.0002466666666666667,0.0002466666666666667
aansit,aansit,V;INF,0.00018333333333333334,0.00018333333333333334
aansit,aansit,V;PRS,0.00018333333333333334,0.00018333333333333334
aanskaf,aanskaf,V;INF,0.00010333333333333333,0.00010333333333333333
aanskaf,aanskaf,V;PRS,0.00010333333333333333,0.00010333333333333333
aanskakel,aanskakel,V;INF,7e-05,7e-05
aanskakel,aanskakel,V;PRS,7e-05,7e-05
aanskiet,aanskiet,V;INF,0.0,0.0
aanskiet,aanskiet,V;PRS,0.0,0.0
aanskou,aanskou,V;INF,0.00034,0.00034
aanskou,aanskou,V;PRS,0.00034,0.00034
aanskroef,aanskroef,V;INF,0.0,0.0
aanskroef,aanskroef,V;PRS,0.0,0.0
aanskroewe,aanskroewe,V;INF,0.0,0.0
aanskroewe,aanskroewe,V;PRS,0.0,0.0
aanskryf,aanskryf,V;INF,0.0,0.0
aanskryf,aanskryf,V;PRS,0.0,0.0
aanskrywe,aanskrywe,V;INF,0.0,0.0
aanskrywe,aanskrywe,V;PRS,0.0,0.0
aanskuif,aanskuif,V;INF,1.6666666666666667e-05,1.6666666666666667e-05
aanskuif,aanskuif,V;PRS,1.6666666666666667e-05,1.6666666666666667e-05
aanskuiwe,aanskuiwe,V;INF,0.0,0.0
aanskuiwe,aanskuiwe,V;PRS,0.0,0.0
aanslaan,aanslaan,V;INF,2.3333333333333332e-05,2.3333333333333332e-05
aanslaan,aanslaan,V;PRS,2.3333333333333332e-05,2.3333333333333332e-05
aansleep,aansleep,V;INF,3.3333333333333333e-06,3.3333333333333333e-06
aansleep,aansleep,V;PRS,3.3333333333333333e-06,3.3333333333333333e-06
aanslenter,aanslenter,V;INF,0.0,0.0
aanslenter,aanslenter,V;PRS,0.0,0.0
aanslib,aanslib,V;INF,0.0,0.0
aanslib,aanslib,V;PRS,0.0,0.0
aanslik,aanslik,V;INF,0.0,0.0
aanslik,aanslik,V;PRS,0.0,0.0
aanslinger,aanslinger,V;INF,0.0,0.0
aanslinger,aanslinger,V;PRS,0.0,0.0
aanslof,aanslof,V;INF,0.0,0.0
aanslof,aanslof,V;PRS,0.0,0.0
aansluip,aansluip,V;INF,0.0,0.0
aansluip,aansluip,V;PRS,0.0,0.0
aansluit,aansluit,V;INF,0.0003733333333333333,0.0003733333333333333
aansluit,aansluit,V;PRS,0.0003733333333333333,0.0003733333333333333
aansmeer,aansmeer,V;INF,3e-05,3e-05
aansmeer,aansmeer,V;PRS,3e-05,3e-05
aansnel,aansnel,V;INF,0.0,0.0
aansnel,aansnel,V;PRS,0.0,0.0
aansny,aansny,V;INF,6.666666666666667e-06,6.666666666666667e-06
aansny,aansny,V;PRS,6.666666666666667e-06,6.666666666666667e-06
aansoek,aansoek,V;INF,0.0009366666666666667,0.0009366666666666667
aansoek,aansoek,V;PRS,0.0009366666666666667,0.0009366666666666667
aanspeel,aanspeel,V;INF,6.666666666666667e-06,6.666666666666667e-06
aanspeel,aanspeel,V;PRS,6.666666666666667e-06,6.666666666666667e-06
aanspeld,aanspeld,V;INF,0.0,0.0
aanspeld,aanspeld,V;PRS,0.0,0.0
aanspelde,aanspelde,V;INF,0.0,0.0
