lemma,form,paradigm_slot,form_freq,lemma_freq
bójaś,bójmy,V;PRS;1;PL,0.0,0.0
bójaś,bójśo,V;IMP;2;PL,0.0,0.0
bójaś,bójśo,V;PRS;2;PL,0.0,0.0
bójaś,bójš,V;PRS;2;SG,0.0,0.0
bójaś,bójtej,V;IMP;2;DU,0.0,0.0
bójaś,bójtej,V;PRS;2;DU,0.0,0.0
bójaś,bójtej,V;PRS;3;DU,0.0,0.0
bójaś,bój,V;IMP;2;SG,0.0,0.0
bójaś,bój,V;PRS;3;SG,0.0,0.0
bóleś,bólechmej,V;PST;1;DU,0.0,2.380952380952381e-05
bóleś,bólechmy,V;PST;1;PL,0.0,2.380952380952381e-05
bóleś,bólechu,V;PST;3;PL,0.0,2.380952380952381e-05
bóleś,bólech,V;PST;1;SG,0.0,2.380952380952381e-05
bóleś,bólešćo,V;PST;2;PL,0.0,2.380952380952381e-05
bóleś,bólešo,V;PST;2;SG,0.0,2.380952380952381e-05
bóleś,bólešo,V;PST;3;SG,0.0,2.380952380952381e-05
bóleś,bóleštej,V;PST;2;DU,0.0,2.380952380952381e-05
bóleś,bóleštej,V;PST;3;DU,0.0,2.380952380952381e-05
bóleś,bóle,V;PRS;3;PL,0.0005,2.380952380952381e-05
bóleś,bólimej,V;PRS;1;DU,0.0,2.380952380952381e-05
bóleś,bólim,V;PRS;1;SG,0.0,2.380952380952381e-05
bóleś,bólimy,V;PRS;1;PL,0.0,2.380952380952381e-05
bóleś,bóliśo,V;PRS;2;PL,0.0,2.380952380952381e-05
bóleś,bóliš,V;PRS;2;SG,0.0,2.380952380952381e-05
bóleś,bólitej,V;PRS;2;DU,0.0,2.380952380952381e-05
bóleś,bólitej,V;PRS;3;DU,0.0,2.380952380952381e-05
bóleś,bóli,V;PRS;3;SG,0.0,2.380952380952381e-05
bóleś,bólśo,V;IMP;2;PL,0.0,2.380952380952381e-05
bóleś,bóltej,V;IMP;2;DU,0.0,2.380952380952381e-05
bóleś,ból,V;IMP;2;SG,0.0,2.380952380952381e-05
braś,bjerjechmej,V;PST;1;DU,0.0,1.4285714285714287e-05
braś,bjerjechmy,V;PST;1;PL,0.0,1.4285714285714287e-05
braś,bjerjechu,V;PST;3;PL,0.0,1.4285714285714287e-05
braś,bjerjech,V;PST;1;SG,0.0,1.4285714285714287e-05
braś,bjerješćo,V;PST;2;PL,0.0,1.4285714285714287e-05
braś,bjerješo,V;PST;2;SG,0.0,1.4285714285714287e-05
braś,bjerješo,V;PST;3;SG,0.0,1.4285714285714287e-05
braś,bjerještej,V;PST;2;DU,0.0,1.4285714285714287e-05
braś,bjerještej,V;PST;3;DU,0.0,1.4285714285714287e-05
braś,bjerjomej,V;PRS;1;DU,0.0,1.4285714285714287e-05
braś,bjerjomy,V;PRS;1;PL,0.0,1.4285714285714287e-05
braś,bjerjośo,V;PRS;2;PL,0.0,1.4285714285714287e-05
braś,bjerjoš,V;PRS;2;SG,0.0001,1.4285714285714287e-05
braś,bjerjotej,V;PRS;2;DU,0.0,1.4285714285714287e-05
braś,bjerjotej,V;PRS;3;DU,0.0,1.4285714285714287e-05
braś,bjerjo,V;PRS;3;SG,0.0002,1.4285714285714287e-05
braś,bjeŕśo,V;IMP;2;PL,0.0,1.4285714285714287e-05
braś,bjeŕtej,V;IMP;2;DU,0.0,1.4285714285714287e-05
braś,bjeru,V;PRS;1;SG,0.0,1.4285714285714287e-05
braś,bjeru,V;PRS;3;PL,0.0,1.4285714285714287e-05
braś,bjeŕ,V;IMP;2;SG,0.0,1.4285714285714287e-05
bydliś,bydlachmej,V;PST;1;DU,0.0,9.047619047619046e-05
bydliś,bydlachmy,V;PST;1;PL,0.0,9.047619047619046e-05
bydliś,bydlachu,V;PST;3;PL,0.0,9.047619047619046e-05
bydliś,bydlach,V;PST;1;SG,0.0,9.047619047619046e-05
bydliś,bydlašćo,V;PST;2;PL,0.0,9.047619047619046e-05
bydliś,bydlašo,V;PST;2;SG,0.0,9.047619047619046e-05
bydliś,bydlašo,V;PST;3;SG,0.0,9.047619047619046e-05
bydliś,bydlaštej,V;PST;2;DU,0.0,9.047619047619046e-05
bydliś,bydlaštej,V;PST;3;DU,0.0,9.047619047619046e-05
bydliś,bydle,V;PRS;3;PL,0.0006,9.047619047619046e-05
bydliś,bydlimej,V;PRS;1;DU,0.0,9.047619047619046e-05
bydliś,bydlim,V;PRS;1;SG,0.0,9.047619047619046e-05
bydliś,bydlimy,V;PRS;1;PL,0.0,9.047619047619046e-05
bydliś,bydliśo,V;IMP;2;PL,0.0,9.047619047619046e-05
bydliś,bydliśo,V;PRS;2;PL,0.0,9.047619047619046e-05
bydliś,bydliš,V;PRS;2;SG,0.0001,9.047619047619046e-05
bydliś,bydlitej,V;IMP;2;DU,0.0,9.047619047619046e-05
bydliś,bydlitej,V;PRS;2;DU,0.0,9.047619047619046e-05
bydliś,bydlitej,V;PRS;3;DU,0.0,9.047619047619046e-05
bydliś,bydli,V;IMP;2;SG,0.0006,9.047619047619046e-05
bydliś,bydli,V;PRS;3;SG,0.0006,9.047619047619046e-05
chójźiś,chójźachmej,V;PST;1;DU,0.0,1.4285714285714284e-05
chójźiś,chójźachmy,V;PST;1;PL,0.0,1.4285714285714284e-05
chójźiś,chójźachu,V;PST;3;PL,0.0,1.4285714285714284e-05
chójźiś,chójźach,V;PST;1;SG,0.0,1.4285714285714284e-05
chójźiś,chójźašćo,V;PST;2;PL,0.0,1.4285714285714284e-05
chójźiś,chójźašo,V;PST;2;SG,0.0,1.4285714285714284e-05
chójźiś,chójźašo,V;PST;3;SG,0.0,1.4285714285714284e-05
chójźiś,chójźaštej,V;PST;2;DU,0.0,1.4285714285714284e-05
chójźiś,chójźaštej,V;PST;3;DU,0.0,1.4285714285714284e-05
chójźiś,chójźćo,V;IMP;2;PL,0.0,1.4285714285714284e-05
chójźiś,chójźe,V;PRS;3;PL,0.0,1.4285714285714284e-05
chójźiś,chójźimej,V;PRS;1;DU,0.0,1.4285714285714284e-05
chójźiś,chójźim,V;PRS;1;SG,0.0,1.4285714285714284e-05
chójźiś,chójźimy,V;PRS;1;PL,0.0,1.4285714285714284e-05
chójźiś,chójźiśo,V;PRS;2;PL,0.0,1.4285714285714284e-05
chójźiś,chójźiš,V;PRS;2;SG,0.0,1.4285714285714284e-05
chójźiś,chójźitej,V;PRS;2;DU,0.0,1.4285714285714284e-05
chójźiś,chójźitej,V;PRS;3;DU,0.0,1.4285714285714284e-05
chójźiś,chójźi,V;PRS;3;SG,0.0003,1.4285714285714284e-05
chójźiś,chójźtej,V;IMP;2;DU,0.0,1.4285714285714284e-05
chójźiś,chójź,V;IMP;2;SG,0.0,1.4285714285714284e-05
chyliś,chylachmej,V;PST;1;DU,0.0,4.761904761904762e-06
chyliś,chylachmy,V;PST;1;PL,0.0,4.761904761904762e-06
chyliś,chylachu,V;PST;3;PL,0.0,4.761904761904762e-06
chyliś,chylach,V;PST;1;SG,0.0,4.761904761904762e-06
chyliś,chylašćo,V;PST;2;PL,0.0,4.761904761904762e-06
chyliś,chylašo,V;PST;2;SG,0.0,4.761904761904762e-06
chyliś,chylašo,V;PST;3;SG,0.0,4.761904761904762e-06
chyliś,chylaštej,V;PST;2;DU,0.0,4.761904761904762e-06
chyliś,chylaštej,V;PST;3;DU,0.0,4.761904761904762e-06
chyliś,chyle,V;PRS;3;PL,0.0,4.761904761904762e-06
chyliś,chylimej,V;PRS;1;DU,0.0,4.761904761904762e-06
chyliś,chylim,V;PRS;1;SG,0.0,4.761904761904762e-06
chyliś,chylimy,V;PRS;1;PL,0.0,4.761904761904762e-06
chyliś,chyliśo,V;PRS;2;PL,0.0,4.761904761904762e-06
chyliś,chyliš,V;PRS;2;SG,0.0,4.761904761904762e-06
chyliś,chylitej,V;PRS;2;DU,0.0,4.761904761904762e-06
chyliś,chylitej,V;PRS;3;DU,0.0,4.761904761904762e-06
chyliś,chyli,V;PRS;3;SG,0.0001,4.761904761904762e-06
chyliś,chylśo,V;IMP;2;PL,0.0,4.761904761904762e-06
chyliś,chyltej,V;IMP;2;DU,0.0,4.761904761904762e-06
chyliś,chyl,V;IMP;2;SG,0.0,4.761904761904762e-06
chytaś,chytachmej,V;PST;1;DU,0.0,0.0
chytaś,chytachmy,V;PST;1;PL,0.0,0.0
chytaś,chytachu,V;PST;3;PL,0.0,0.0
chytaś,chytach,V;PST;1;SG,0.0,0.0
chytaś,chytajśo,V;IMP;2;PL,0.0,0.0
chytaś,chytajtej,V;IMP;2;DU,0.0,0.0
chytaś,chytaju,V;PRS;3;PL,0.0,0.0
chytaś,chytaj,V;IMP;2;SG,0.0,0.0
chytaś,chytamej,V;PRS;1;DU,0.0,0.0
chytaś,chytam,V;PRS;1;SG,0.0,0.0
chytaś,chytamy,V;PRS;1;PL,0.0,0.0
chytaś,chytašćo,V;PST;2;PL,0.0,0.0
chytaś,chytaśo,V;PRS;2;PL,0.0,0.0
chytaś,chytašo,V;PST;2;SG,0.0,0.0
chytaś,chytašo,V;PST;3;SG,0.0,0.0
chytaś,chytaštej,V;PST;2;DU,0.0,0.0
chytaś,chytaštej,V;PST;3;DU,0.0,0.0
chytaś,chytaš,V;PRS;2;SG,0.0,0.0
chytaś,chytatej,V;PRS;2;DU,0.0,0.0
chytaś,chytatej,V;PRS;3;DU,0.0,0.0
chytaś,chyta,V;PRS;3;SG,0.0,0.0
cuś,cujachmej,V;PST;1;DU,0.0,0.0
cuś,cujachmy,V;PST;1;PL,0.0,0.0
cuś,cujachu,V;PST;3;PL,0.0,0.0
cuś,cujach,V;PST;1;SG,0.0,0.0
cuś,cujašćo,V;PST;2;PL,0.0,0.0
cuś,cujašo,V;PST;2;SG,0.0,0.0
cuś,cujašo,V;PST;3;SG,0.0,0.0
cuś,cujaštej,V;PST;2;DU,0.0,0.0
cuś,cujaštej,V;PST;3;DU,0.0,0.0
cuś,cujomej,V;PRS;1;DU,0.0,0.0
cuś,cujomy,V;PRS;1;PL,0.0,0.0
cuś,cujośo,V;PRS;2;PL,0.0,0.0
cuś,cujoš,V;PRS;2;SG,0.0,0.0
cuś,cujotej,V;PRS;2;DU,0.0,0.0
cuś,cujotej,V;PRS;3;DU,0.0,0.0
cuś,cujo,V;PRS;3;SG,0.0,0.0
cuś,cujśo,V;IMP;2;PL,0.0,0.0
cuś,cujtej,V;IMP;2;DU,0.0,0.0
cuś,cuju,V;PRS;1;SG,0.0,0.0
cuś,cuju,V;PRS;3;PL,0.0,0.0
cuś,cuj,V;IMP;2;SG,0.0,0.0
cycaś,cycachmej,V;PST;1;DU,0.0,9.523809523809525e-06
cycaś,cycachmy,V;PST;1;PL,0.0,9.523809523809525e-06
cycaś,cycachu,V;PST;3;PL,0.0,9.523809523809525e-06
cycaś,cycach,V;PST;1;SG,0.0,9.523809523809525e-06
cycaś,cycajśo,V;IMP;2;PL,0.0,9.523809523809525e-06
cycaś,cycajtej,V;IMP;2;DU,0.0,9.523809523809525e-06
cycaś,cycaju,V;PRS;3;PL,0.0001,9.523809523809525e-06
cycaś,cycaj,V;IMP;2;SG,0.0,9.523809523809525e-06
cycaś,cycamej,V;PRS;1;DU,0.0,9.523809523809525e-06
cycaś,cycam,V;PRS;1;SG,0.0,9.523809523809525e-06
cycaś,cycamy,V;PRS;1;PL,0.0,9.523809523809525e-06
cycaś,cycašćo,V;PST;2;PL,0.0,9.523809523809525e-06
cycaś,cycaśo,V;PRS;2;PL,0.0,9.523809523809525e-06
cycaś,cycašo,V;PST;2;SG,0.0,9.523809523809525e-06
cycaś,cycašo,V;PST;3;SG,0.0,9.523809523809525e-06
cycaś,cycaštej,V;PST;2;DU,0.0,9.523809523809525e-06
cycaś,cycaštej,V;PST;3;DU,0.0,9.523809523809525e-06
cycaś,cycaš,V;PRS;2;SG,0.0,9.523809523809525e-06
cycaś,cycatej,V;PRS;2;DU,0.0,9.523809523809525e-06
cycaś,cycatej,V;PRS;3;DU,0.0,9.523809523809525e-06
cycaś,cyca,V;PRS;3;SG,0.0001,9.523809523809525e-06
cyniś,cynimej,V;PRS;1;DU,0.0,5.238095238095237e-05
cyniś,cynim,V;PRS;1;SG,0.0,5.238095238095237e-05
cyniś,cynimy,V;PRS;1;PL,0.0001,5.238095238095237e-05
cyniś,cyniśo,V;PRS;2;PL,0.0001,5.238095238095237e-05
cyniś,cyniš,V;PRS;2;SG,0.0,5.238095238095237e-05
cyniś,cynitej,V;PRS;2;DU,0.0,5.238095238095237e-05
cyniś,cynitej,V;PRS;3;DU,0.0,5.238095238095237e-05
cyniś,cyni,V;PRS;3;SG,0.0006,5.238095238095237e-05
cyniś,cynjachmej,V;PST;1;DU,0.0,5.238095238095237e-05
cyniś,cynjachmy,V;PST;1;PL,0.0,5.238095238095237e-05
cyniś,cynjachu,V;PST;3;PL,0.0,5.238095238095237e-05
cyniś,cynjach,V;PST;1;SG,0.0,5.238095238095237e-05
cyniś,cynjašćo,V;PST;2;PL,0.0,5.238095238095237e-05
cyniś,cynjašo,V;PST;2;SG,0.0,5.238095238095237e-05
cyniś,cynjašo,V;PST;3;SG,0.0,5.238095238095237e-05
cyniś,cynjaštej,V;PST;2;DU,0.0,5.238095238095237e-05
cyniś,cynjaštej,V;PST;3;DU,0.0,5.238095238095237e-05
cyniś,cynje,V;PRS;3;PL,0.0003,5.238095238095237e-05
cyniś,cyńśo,V;IMP;2;PL,0.0,5.238095238095237e-05
cyniś,cyńtej,V;IMP;2;DU,0.0,5.238095238095237e-05
cyniś,cyń,V;IMP;2;SG,0.0,5.238095238095237e-05
cytaś,cytachmej,V;PST;1;DU,0.0,1.4285714285714284e-05
cytaś,cytachmy,V;PST;1;PL,0.0,1.4285714285714284e-05
cytaś,cytachu,V;PST;3;PL,0.0,1.4285714285714284e-05
cytaś,cytach,V;PST;1;SG,0.0,1.4285714285714284e-05
cytaś,cytajśo,V;IMP;2;PL,0.0,1.4285714285714284e-05
cytaś,cytajtej,V;IMP;2;DU,0.0,1.4285714285714284e-05
cytaś,cytaju,V;PRS;3;PL,0.0,1.4285714285714284e-05
cytaś,cytaj,V;IMP;2;SG,0.0,1.4285714285714284e-05
cytaś,cytamej,V;PRS;1;DU,0.0,1.4285714285714284e-05
cytaś,cytam,V;PRS;1;SG,0.0,1.4285714285714284e-05
cytaś,cytamy,V;PRS;1;PL,0.0,1.4285714285714284e-05
cytaś,cytašćo,V;PST;2;PL,0.0,1.4285714285714284e-05
cytaś,cytaśo,V;PRS;2;PL,0.0,1.4285714285714284e-05
cytaś,cytašo,V;PST;2;SG,0.0,1.4285714285714284e-05
cytaś,cytašo,V;PST;3;SG,0.0,1.4285714285714284e-05
cytaś,cytaštej,V;PST;2;DU,0.0,1.4285714285714284e-05
cytaś,cytaštej,V;PST;3;DU,0.0,1.4285714285714284e-05
cytaś,cytaš,V;PRS;2;SG,0.0,1.4285714285714284e-05
cytaś,cytatej,V;PRS;2;DU,0.0,1.4285714285714284e-05
cytaś,cytatej,V;PRS;3;DU,0.0,1.4285714285714284e-05
cytaś,cyta,V;PRS;3;SG,0.0003,1.4285714285714284e-05
dawaś,dawachmej,V;PST;1;DU,0.0,3.3333333333333335e-05
dawaś,dawachmy,V;PST;1;PL,0.0,3.3333333333333335e-05
dawaś,dawachu,V;PST;3;PL,0.0,3.3333333333333335e-05
dawaś,dawach,V;PST;1;SG,0.0,3.3333333333333335e-05
dawaś,dawajśo,V;IMP;2;PL,0.0001,3.3333333333333335e-05
dawaś,dawajtej,V;IMP;2;DU,0.0,3.3333333333333335e-05
dawaś,dawaju,V;PRS;3;PL,0.0002,3.3333333333333335e-05
dawaś,dawaj,V;IMP;2;SG,0.0,3.3333333333333335e-05
dawaś,dawamej,V;PRS;1;DU,0.0,3.3333333333333335e-05
dawaś,dawam,V;PRS;1;SG,0.0,3.3333333333333335e-05
dawaś,dawamy,V;PRS;1;PL,0.0,3.3333333333333335e-05
dawaś,dawašćo,V;PST;2;PL,0.0,3.3333333333333335e-05
dawaś,dawaśo,V;PRS;2;PL,0.0,3.3333333333333335e-05
dawaś,dawašo,V;PST;2;SG,0.0001,3.3333333333333335e-05
dawaś,dawašo,V;PST;3;SG,0.0001,3.3333333333333335e-05
dawaś,dawaštej,V;PST;2;DU,0.0,3.3333333333333335e-05
dawaś,dawaštej,V;PST;3;DU,0.0,3.3333333333333335e-05
dawaś,dawaš,V;PRS;2;SG,0.0,3.3333333333333335e-05
dawaś,dawatej,V;PRS;2;DU,0.0,3.3333333333333335e-05
dawaś,dawatej,V;PRS;3;DU,0.0,3.3333333333333335e-05
dawaś,dawa,V;PRS;3;SG,0.0002,3.3333333333333335e-05
dejaś,dejachmej,V;PST;1;DU,0.0,0.00020476190476190477
dejaś,dejachmy,V;PST;1;PL,0.0,0.00020476190476190477
dejaś,dejachu,V;PST;3;PL,0.0,0.00020476190476190477
dejaś,dejach,V;PST;1;SG,0.0,0.00020476190476190477
dejaś,dejašćo,V;PST;2;PL,0.0,0.00020476190476190477
dejaś,dejašo,V;PST;2;SG,0.0,0.00020476190476190477
dejaś,dejašo,V;PST;3;SG,0.0,0.00020476190476190477
dejaś,dejaštej,V;PST;2;DU,0.0,0.00020476190476190477
dejaś,dejaštej,V;PST;3;DU,0.0,0.00020476190476190477
dejaś,deje,V;PRS;3;PL,0.0003,0.00020476190476190477
dejaś,dejmej,V;PRS;1;DU,0.0,0.00020476190476190477
dejaś,dejm,V;PRS;1;SG,0.0,0.00020476190476190477
dejaś,dejmy,V;PRS;1;PL,0.0,0.00020476190476190477
dejaś,dejśo,V;IMP;2;PL,0.0,0.00020476190476190477
dejaś,dejśo,V;PRS;2;PL,0.0,0.00020476190476190477
dejaś,dejš,V;PRS;2;SG,0.0,0.00020476190476190477
dejaś,dejtej,V;IMP;2;DU,0.0,0.00020476190476190477
dejaś,dejtej,V;PRS;2;DU,0.0,0.00020476190476190477
dejaś,dejtej,V;PRS;3;DU,0.0,0.00020476190476190477
dejaś,dej,V;IMP;2;SG,0.002,0.00020476190476190477
dejaś,dej,V;PRS;3;SG,0.002,0.00020476190476190477
deriś,derichmej,V;PST;1;DU,0.0,0.0
deriś,derichmy,V;PST;1;PL,0.0,0.0
deriś,derichu,V;PST;3;PL,0.0,0.0
deriś,derich,V;PST;1;SG,0.0,0.0
deriś,derijomej,V;PRS;1;DU,0.0,0.0
deriś,derijomy,V;PRS;1;PL,0.0,0.0
deriś,derijośo,V;PRS;2;PL,0.0,0.0
deriś,derijoš,V;PRS;2;SG,0.0,0.0
deriś,derijotej,V;PRS;2;DU,0.0,0.0
deriś,derijotej,V;PRS;3;DU,0.0,0.0
deriś,derijo,V;PRS;3;SG,0.0,0.0
deriś,deriju,V;PRS;1;SG,0.0,0.0
deriś,deriju,V;PRS;3;PL,0.0,0.0
deriś,derišćo,V;PST;2;PL,0.0,0.0
deriś,derištej,V;PST;2;DU,0.0,0.0
deriś,derištej,V;PST;3;DU,0.0,0.0
deriś,deri,V;PST;2;SG,0.0,0.0
deriś,deri,V;PST;3;SG,0.0,0.0
deriś,deŕśo,V;IMP;2;PL,0.0,0.0
deriś,deŕtej,V;IMP;2;DU,0.0,0.0
deriś,deŕ,V;IMP;2;SG,0.0,0.0
duś,dujachmej,V;PST;1;DU,0.0,4.761904761904762e-06
duś,dujachmy,V;PST;1;PL,0.0,4.761904761904762e-06
duś,dujachu,V;PST;3;PL,0.0,4.761904761904762e-06
duś,dujach,V;PST;1;SG,0.0,4.761904761904762e-06
duś,dujašćo,V;PST;2;PL,0.0,4.761904761904762e-06
duś,dujašo,V;PST;2;SG,0.0,4.761904761904762e-06
duś,dujašo,V;PST;3;SG,0.0,4.761904761904762e-06
duś,dujaštej,V;PST;2;DU,0.0,4.761904761904762e-06
duś,dujaštej,V;PST;3;DU,0.0,4.761904761904762e-06
duś,dujomej,V;PRS;1;DU,0.0,4.761904761904762e-06
duś,dujomy,V;PRS;1;PL,0.0,4.761904761904762e-06
duś,dujośo,V;PRS;2;PL,0.0,4.761904761904762e-06
duś,dujoš,V;PRS;2;SG,0.0,4.761904761904762e-06
duś,dujotej,V;PRS;2;DU,0.0,4.761904761904762e-06
duś,dujotej,V;PRS;3;DU,0.0,4.761904761904762e-06
duś,dujo,V;PRS;3;SG,0.0001,4.761904761904762e-06
duś,dujśo,V;IMP;2;PL,0.0,4.761904761904762e-06
duś,dujtej,V;IMP;2;DU,0.0,4.761904761904762e-06
duś,duju,V;PRS;1;SG,0.0,4.761904761904762e-06
duś,duju,V;PRS;3;PL,0.0,4.761904761904762e-06
duś,duj,V;IMP;2;SG,0.0,4.761904761904762e-06
dychaś,dychachmej,V;PST;1;DU,0.0,0.0
dychaś,dychachmy,V;PST;1;PL,0.0,0.0
dychaś,dychachu,V;PST;3;PL,0.0,0.0
dychaś,dychach,V;PST;1;SG,0.0,0.0
dychaś,dychajśo,V;IMP;2;PL,0.0,0.0
dychaś,dychajtej,V;IMP;2;DU,0.0,0.0
dychaś,dychaju,V;PRS;3;PL,0.0,0.0
dychaś,dychaj,V;IMP;2;SG,0.0,0.0
dychaś,dychamej,V;PRS;1;DU,0.0,0.0
dychaś,dycham,V;PRS;1;SG,0.0,0.0
dychaś,dychamy,V;PRS;1;PL,0.0,0.0
dychaś,dychašćo,V;PST;2;PL,0.0,0.0
dychaś,dychaśo,V;PRS;2;PL,0.0,0.0
dychaś,dychašo,V;PST;2;SG,0.0,0.0
dychaś,dychašo,V;PST;3;SG,0.0,0.0
dychaś,dychaštej,V;PST;2;DU,0.0,0.0
dychaś,dychaštej,V;PST;3;DU,0.0,0.0
dychaś,dychaš,V;PRS;2;SG,0.0,0.0
dychaś,dychatej,V;PRS;2;DU,0.0,0.0
dychaś,dychatej,V;PRS;3;DU,0.0,0.0
dychaś,dycha,V;PRS;3;SG,0.0,0.0
forměrowaś,forměrowachmej,V;PST;1;DU,0.0,0.0
forměrowaś,forměrowachmy,V;PST;1;PL,0.0,0.0
forměrowaś,forměrowachu,V;PST;3;PL,0.0,0.0
forměrowaś,forměrowach,V;PST;1;SG,0.0,0.0
forměrowaś,forměrowašćo,V;PST;2;PL,0.0,0.0
forměrowaś,forměrowašo,V;PST;2;SG,0.0,0.0
forměrowaś,forměrowašo,V;PST;3;SG,0.0,0.0
forměrowaś,forměrowaštej,V;PST;2;DU,0.0,0.0
forměrowaś,forměrowaštej,V;PST;3;DU,0.0,0.0
forměrowaś,forměrujomej,V;PRS;1;DU,0.0,0.0
forměrowaś,forměrujomy,V;PRS;1;PL,0.0,0.0
forměrowaś,forměrujośo,V;PRS;2;PL,0.0,0.0
forměrowaś,forměrujoš,V;PRS;2;SG,0.0,0.0
forměrowaś,forměrujotej,V;PRS;2;DU,0.0,0.0
forměrowaś,forměrujotej,V;PRS;3;DU,0.0,0.0
forměrowaś,forměrujo,V;PRS;3;SG,0.0,0.0
forměrowaś,forměrujśo,V;IMP;2;PL,0.0,0.0
forměrowaś,forměrujtej,V;IMP;2;DU,0.0,0.0
forměrowaś,forměruju,V;PRS;1;SG,0.0,0.0
forměrowaś,forměruju,V;PRS;3;PL,0.0,0.0
forměrowaś,forměruj,V;IMP;2;SG,0.0,0.0
