lemma,form,paradigm_slot,form_freq,lemma_freq,form_freq,lemma_freq
ajjees,ajjeestanii,"V;PL;3;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeesdhaa,"V;SG;1;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeesttaa,"V;SG;2;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeesttii,"V;FEM;SG;3;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeestaa,"V;MASC;SG;3;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeesnnaa,"V;PL;1;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeesttuu,"V;PL;2;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
ajjees,ni ajjeestanii,"V;PL;3;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanuu,"V;NFIN
",0.0008,4.0909090909090915e-05,0.0008,4.0909090909090915e-05
aman,amanaa jiraa,"V;SG;1;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanaa jirtaa,"V;SG;2;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanaa jirtii,"V;FEM;SG;3;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanaa jiraa,"V;MASC;SG;3;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanaa jiraa,"V;PL;1;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanaa jirtuu,"V;PL;2;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanaa jiranii,"V;PL;3;PRS
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amandhee,"V;SG;1;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanttee,"V;SG;2;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanttee,"V;FEM;SG;3;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amantee,"V;MASC;SG;3;PST
",0.0001,4.0909090909090915e-05,0.0001,4.0909090909090915e-05
aman,amannee,"V;PL;1;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amanttanii,"V;PL;2;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,amantanii,"V;PL;3;PST
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amandhaa,"V;SG;1;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amanttaa,"V;SG;2;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amanttii,"V;FEM;SG;3;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amantaa,"V;MASC;SG;3;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amannnaa,"V;PL;1;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amanttuu,"V;PL;2;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
aman,ni amantanii,"V;PL;3;FUT
",0.0,4.0909090909090915e-05,0.0,4.0909090909090915e-05
arga,argachuu,"V;NFIN
",0.0019,0.00019999999999999998,0.0019,0.00019999999999999998
arga,argachaa jiraa,"V;SG;1;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argachaa jirtaa,"V;SG;2;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argachaa jirtii,"V;FEM;SG;3;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argachaa jiraa,"V;MASC;SG;3;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argachaa jiraa,"V;PL;1;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argachaa jirtuu,"V;PL;2;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argachaa jiranii,"V;PL;3;PRS
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argadhee,"V;SG;1;PST
",0.0005,0.00019999999999999998,0.0005,0.00019999999999999998
arga,argattee,"V;SG;2;PST
",0.0002,0.00019999999999999998,0.0002,0.00019999999999999998
arga,argattee,"V;FEM;SG;3;PST
",0.0002,0.00019999999999999998,0.0002,0.00019999999999999998
arga,argatee,"V;MASC;SG;3;PST
",0.0012,0.00019999999999999998,0.0012,0.00019999999999999998
arga,arganee,"V;PL;1;PST
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,argattanii,"V;PL;2;PST
",0.0002,0.00019999999999999998,0.0002,0.00019999999999999998
arga,argatanii,"V;PL;3;PST
",0.0002,0.00019999999999999998,0.0002,0.00019999999999999998
arga,ni argadhaa,"V;SG;1;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,ni argattaa,"V;SG;2;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,ni argattii,"V;FEM;SG;3;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,ni argataa,"V;MASC;SG;3;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,ni argannaa,"V;PL;1;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,ni argattuu,"V;PL;2;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arga,ni argatanii,"V;PL;3;FUT
",0.0,0.00019999999999999998,0.0,0.00019999999999999998
arg,arguu,"V;NFIN
",0.0016,7.272727272727273e-05,0.0016,7.272727272727273e-05
arg,argaa jiraa,"V;SG;1;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argaa jirtaa,"V;SG;2;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argaa jirtii,"V;FEM;SG;3;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argaa jiraa,"V;MASC;SG;3;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argaa jiraa,"V;PL;1;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argaa jirtuu,"V;PL;2;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argaa jiranii,"V;PL;3;PRS
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argdhee,"V;SG;1;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argttee,"V;SG;2;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argttee,"V;FEM;SG;3;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argtee,"V;MASC;SG;3;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argnee,"V;PL;1;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argttanii,"V;PL;2;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,argtanii,"V;PL;3;PST
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argdhaa,"V;SG;1;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argttaa,"V;SG;2;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argttii,"V;FEM;SG;3;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argtaa,"V;MASC;SG;3;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argnnaa,"V;PL;1;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argttuu,"V;PL;2;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
arg,ni argtanii,"V;PL;3;FUT
",0.0,7.272727272727273e-05,0.0,7.272727272727273e-05
ba'a,ba'achuu,"V;NFIN
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jiraa,"V;SG;1;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jirtaa,"V;SG;2;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jirtii,"V;FEM;SG;3;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jiraa,"V;MASC;SG;3;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jiraa,"V;PL;1;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jirtuu,"V;PL;2;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'aaa jiranii,"V;PL;3;PRS
",0.0,0.0,0.0,0.0
ba'a,ba'adhee,"V;SG;1;PST
",0.0,0.0,0.0,0.0
ba'a,ba'attee,"V;SG;2;PST
",0.0,0.0,0.0,0.0
ba'a,ba'attee,"V;FEM;SG;3;PST
",0.0,0.0,0.0,0.0
ba'a,ba'atee,"V;MASC;SG;3;PST
",0.0,0.0,0.0,0.0
ba'a,ba'anee,"V;PL;1;PST
",0.0,0.0,0.0,0.0
ba'a,ba'attanii,"V;PL;2;PST
",0.0,0.0,0.0,0.0
ba'a,ba'atanii,"V;PL;3;PST
",0.0,0.0,0.0,0.0
ba'a,ni ba'adhaa,"V;SG;1;FUT
",0.0,0.0,0.0,0.0
ba'a,ni ba'attaa,"V;SG;2;FUT
",0.0,0.0,0.0,0.0
ba'a,ni ba'attii,"V;FEM;SG;3;FUT
",0.0,0.0,0.0,0.0
ba'a,ni ba'ataa,"V;MASC;SG;3;FUT
",0.0,0.0,0.0,0.0
ba'a,ni ba'annaa,"V;PL;1;FUT
",0.0,0.0,0.0,0.0
ba'a,ni ba'attuu,"V;PL;2;FUT
",0.0,0.0,0.0,0.0
ba'a,ni ba'atanii,"V;PL;3;FUT
",0.0,0.0,0.0,0.0
balleess,balleessuu,"V;NFIN
",0.0007,3.181818181818182e-05,0.0007,3.181818181818182e-05
balleess,balleessaa jiraa,"V;SG;1;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessaa jirtaa,"V;SG;2;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessaa jirtii,"V;FEM;SG;3;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessaa jiraa,"V;MASC;SG;3;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessaa jiraa,"V;PL;1;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessaa jirtuu,"V;PL;2;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessaa jiranii,"V;PL;3;PRS
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessdhee,"V;SG;1;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessttee,"V;SG;2;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessttee,"V;FEM;SG;3;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleesstee,"V;MASC;SG;3;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessnee,"V;PL;1;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleessttanii,"V;PL;2;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,balleesstanii,"V;PL;3;PST
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleessdhaa,"V;SG;1;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleessttaa,"V;SG;2;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleessttii,"V;FEM;SG;3;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleesstaa,"V;MASC;SG;3;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleessnnaa,"V;PL;1;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleessttuu,"V;PL;2;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
balleess,ni balleesstanii,"V;PL;3;FUT
",0.0,3.181818181818182e-05,0.0,3.181818181818182e-05
ban,banuu,"V;NFIN
",0.0001,9.090909090909091e-06,0.0001,9.090909090909091e-06
ban,banaa jiraa,"V;SG;1;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banaa jirtaa,"V;SG;2;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banaa jirtii,"V;FEM;SG;3;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banaa jiraa,"V;MASC;SG;3;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banaa jiraa,"V;PL;1;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banaa jirtuu,"V;PL;2;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banaa jiranii,"V;PL;3;PRS
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,bandhee,"V;SG;1;PST
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banttee,"V;SG;2;PST
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,banttee,"V;FEM;SG;3;PST
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,bantee,"V;MASC;SG;3;PST
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,bannee,"V;PL;1;PST
",0.0001,9.090909090909091e-06,0.0001,9.090909090909091e-06
ban,banttanii,"V;PL;2;PST
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,bantanii,"V;PL;3;PST
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni bandhaa,"V;SG;1;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni banttaa,"V;SG;2;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni banttii,"V;FEM;SG;3;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni bantaa,"V;MASC;SG;3;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni bannnaa,"V;PL;1;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni banttuu,"V;PL;2;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
ban,ni bantanii,"V;PL;3;FUT
",0.0,9.090909090909091e-06,0.0,9.090909090909091e-06
bara,barachuu,"V;NFIN
",0.0021,0.00016363636363636363,0.0021,0.00016363636363636363
bara,barachaa jiraa,"V;SG;1;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barachaa jirtaa,"V;SG;2;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barachaa jirtii,"V;FEM;SG;3;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barachaa jiraa,"V;MASC;SG;3;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barachaa jiraa,"V;PL;1;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barachaa jirtuu,"V;PL;2;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barachaa jiranii,"V;PL;3;PRS
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,baradhee,"V;SG;1;PST
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barattee,"V;SG;2;PST
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barattee,"V;FEM;SG;3;PST
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,baratee,"V;MASC;SG;3;PST
",0.0013,0.00016363636363636363,0.0013,0.00016363636363636363
bara,baranee,"V;PL;1;PST
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,barattanii,"V;PL;2;PST
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,baratanii,"V;PL;3;PST
",0.0002,0.00016363636363636363,0.0002,0.00016363636363636363
bara,ni baradhaa,"V;SG;1;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,ni barattaa,"V;SG;2;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,ni barattii,"V;FEM;SG;3;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,ni barataa,"V;MASC;SG;3;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,ni barannaa,"V;PL;1;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,ni barattuu,"V;PL;2;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
bara,ni baratanii,"V;PL;3;FUT
",0.0,0.00016363636363636363,0.0,0.00016363636363636363
barbaad,barbaaduu,"V;NFIN
",0.0008,3.6363636363636364e-05,0.0008,3.6363636363636364e-05
barbaad,barbaadaa jiraa,"V;SG;1;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadaa jirtaa,"V;SG;2;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadaa jirtii,"V;FEM;SG;3;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadaa jiraa,"V;MASC;SG;3;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadaa jiraa,"V;PL;1;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadaa jirtuu,"V;PL;2;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadaa jiranii,"V;PL;3;PRS
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaaddhee,"V;SG;1;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadttee,"V;SG;2;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadttee,"V;FEM;SG;3;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadtee,"V;MASC;SG;3;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadnee,"V;PL;1;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadttanii,"V;PL;2;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,barbaadtanii,"V;PL;3;PST
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaaddhaa,"V;SG;1;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaadttaa,"V;SG;2;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaadttii,"V;FEM;SG;3;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaadtaa,"V;MASC;SG;3;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaadnnaa,"V;PL;1;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaadttuu,"V;PL;2;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
barbaad,ni barbaadtanii,"V;PL;3;FUT
",0.0,3.6363636363636364e-05,0.0,3.6363636363636364e-05
baarreess,barreessuu,"V;NFIN
",0.0023,0.00010454545454545455,0.0023,0.00010454545454545455
baarreess,baarreessaa jiraa,"V;SG;1;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessaa jirtaa,"V;SG;2;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessaa jirtii,"V;FEM;SG;3;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessaa jiraa,"V;MASC;SG;3;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessaa jiraa,"V;PL;1;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessaa jirtuu,"V;PL;2;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessaa jiranii,"V;PL;3;PRS
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessdhee,"V;SG;1;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessttee,"V;SG;2;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessttee,"V;FEM;SG;3;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreesstee,"V;MASC;SG;3;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessnee,"V;PL;1;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreessttanii,"V;PL;2;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,baarreesstanii,"V;PL;3;PST
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreessdhaa,"V;SG;1;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreessttaa,"V;SG;2;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreessttii,"V;FEM;SG;3;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreesstaa,"V;MASC;SG;3;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreessnnaa,"V;PL;1;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreessttuu,"V;PL;2;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
baarreess,ni baarreesstanii,"V;PL;3;FUT
",0.0,0.00010454545454545455,0.0,0.00010454545454545455
barsiis,barsiisuu,"V;NFIN
",0.0005,2.272727272727273e-05,0.0005,2.272727272727273e-05
barsiis,barsiisaa jiraa,"V;SG;1;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisaa jirtaa,"V;SG;2;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisaa jirtii,"V;FEM;SG;3;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisaa jiraa,"V;MASC;SG;3;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisaa jiraa,"V;PL;1;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisaa jirtuu,"V;PL;2;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisaa jiranii,"V;PL;3;PRS
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisdhee,"V;SG;1;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisttee,"V;SG;2;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisttee,"V;FEM;SG;3;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiistee,"V;MASC;SG;3;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisnee,"V;PL;1;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiisttanii,"V;PL;2;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,barsiistanii,"V;PL;3;PST
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,ni barsiisdhaa,"V;SG;1;FUT
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
barsiis,ni barsiisttaa,"V;SG;2;FUT
",0.0,2.272727272727273e-05,0.0,2.272727272727273e-05
