lemma,form,paradigm_slot
baldi,baldit͡ʃaːw,"V;FIN;IND;SG;1;PST;ACT"
baldi,baldit͡ʃaːw,"V;FIN;IND;PL;1+EXCL;PST;ACT"
balďi,balďittə,"V;FIN;IND;PL;3;PST;ACT"
balďi,balďiwuŋnərəw,"V;HAB;FIN;IND;PL;1+EXCL;PST;CAUS;ACT"
bali,balinŋərəwun,"V;HAB;FIN;IND;PL;1+EXCL;PST;ACT"
baliː,baliːran,"V;FIN;IND;SG;3;PST;ACT"
baliː,baliːrən,"V;FIN;IND;SG;3;PST;ACT"
bə,bəγəːm,"V;FIN;IND;SG;1;PST;ACT"
bəjə,bəjəhint͡ʃə,"V;FIN;POT;ACT"
bəjəti,bəjətil,"V;FIN;IND;PL;ACT"
bəjiː,bəjiːtt͡ʃərən,"V;DUR;IPFV;FIN;IND;SG;3;PRS;ACT"
bəjiːt,bəjiːtt͡ʃərən,"V;IPFV;FIN;IND;SG;3;PRS;ACT"
bəjŋoː,bəjŋoːlwə,"V;ACC;DEF;FIN;IND;ACT"
bəjo,bəjoda,"V;FIN;IND;PL;3;PST;ACT"
bəjo,bəjoďəŋaːt,"V;FIN;IND;PL;1+INCL;FUT;ACT"
bəjuʃə,bəjuʃəŋnərəv,"V;HAB;FIN;IND;PL;1+EXCL;PST;ACT"
bələ,bələďam,"V;FIN;IND;SG;1;FUT+IMMED;ACT"
bələ,bələďam,"V;IPFV;FIN;IND;SG;1;PRS;ACT"
bələ,bələďaŋnam,"V;HAB+IPFV;FIN;IND;SG;1;PRS;ACT"
bələ,bələďəm,"V;FIN;IND;SG;1;FUT+IMMED;ACT"
bələ,bələďəŋkiːf,"V;IPFV;FIN;IND;SG;1;PST+RMT;ACT"
bələ,bələďəŋkiːn,"V;IPFV;FIN;IND;SG;3;PST+RMT;ACT"
bələ,bələďəŋkiːtin,"V;IPFV;FIN;IND;PL;3;PST+RMT;ACT"
bələ,bələďəŋkiːwun,"V;IPFV;FIN;IND;PL;1+EXCL;PST+RMT;ACT"
bələ,bələďəŋkiːw,"V;IPFV;FIN;IND;SG;1;PST+RMT;ACT"
bələ,bələďət͡ʃaːw,"V;IPFV;FIN;IND;SG;1;PST;ACT"
bələ,bələďiŋnərəwun,"V;HAB+IPFV;FIN;IND;PL;1+EXCL;PRS;ACT"
bələ,bələldə,"V;FIN;IND;SG;3;PST;ACT"
bələ,bələŋkiːtin,"V;FIN;IND;PL;3;PST+RMT;ACT"
bələ,bələŋkiːwun,"V;FIN;IND;PL;1+EXCL;PST+RMT;ACT"
bələ,bələpkoːnďəŋkiːn,"V;IPFV;FIN;IND;SG;3;PST+RMT;CAUS;ACT"
bələ,bələpkoːniŋkiːn,"V;FIN;IND;SG;3;PST+RMT;CAUS;ACT"
bələ,bələrən,"V;FIN;IND;SG;3;PST;ACT"
bələ,bələśiŋkiːw,"V;DUR;FIN;IND;SG;1;PST+RMT;ACT"
bi,biďaŋkiːf,"V;IPFV;FIN;IND;SG;1;PST+RMT;ACT"
bi,biďəďəŋəːs,"V;IPFV;FIN;IND;SG;2;FUT;ACT"
bi,biďəďəŋoːs,"V;IPFV;FIN;IND;SG;2;FUT;ACT"
bi,biďəďəŋoːw,"V;IPFV;FIN;IND;SG;1;FUT;ACT"
bi,biďəgin,"V;IPFV;FIN;IMP;SG;3;ACT"
bi,biďəkəldu,"V;IPFV;FIN;IMP;PL;2;ACT"
bi,biďəm,"V;FIN;IND;SG;1;FUT+IMMED;ACT"
bi,biďəm,"V;IPFV;FIN;IND;SG;1;PRS;ACT"
bi,biďənə,"V;IPFV;FIN;IND;SG;3;ACT"
bi,biďəŋkiːtin,"V;IPFV;FIN;IND;PL;3;PST+RMT;ACT"
bi,biďəŋkiːwun,"V;IPFV;FIN;IND;PL;1+EXCL;PST+RMT;ACT"
bi,biďəŋkiːw,"V;IPFV;FIN;IND;SG;1;PST+RMT;ACT"
bi,biďəŋnərə,"V;HAB+IPFV;FIN;IND;PL;3;PRS;ACT"
bi,biďəŋnoːgin,"V;IPFV;FIN;IMP;SG;3;RMT;ACT"
bi,biďəŋoːhun,"V;FIN;IND;PL;2;FUT;ACT"
bi,biďəŋoːn,"V;FIN;IND;SG;3;FUT;ACT"
bi,biďənoːrə,"V;IPFV;FIN;POT;PL;3;PRS;ACT"
bi,biďənorə,"V;IPFV;FIN;POT;PL;3;PRS;ACT"
bi,biďən,"V;FIN;IND;SG;3;FUT+IMMED;ACT"
bi,biďəp,"V;FIN;IND;PL;1+INCL;FUT+IMMED;ACT"
bi,biďərən,"V;IPFV;FIN;IND;SG;3;PRS;ACT"
bi,biďərən,"V;FIN;IND;SG;3;PRS;ACT"
bi,biďərə,"V;IPFV;FIN;IND;PL;3;PRS;ACT"
bi,biďerəw,"V;IPFV;FIN;IND;PL;1+EXCL;PRS;ACT"
bi,biďərəw,"V;IPFV;FIN;IND;PL;1+EXCL;PRS;ACT"
bi,biďəśoːw,"V;IPFV;FIN;IND;SG;1;PST;ACT"
bi,biďəs,"V;IPFV;FIN;IND;PL;2;PRS;ACT"
bi,biďət͡ʃəːw,"V;IPFV;FIN;IND;SG;1;PST;ACT"
bi,biďət͡ʃoːn,"V;IPFV;FIN;IND;SG;3;PST;ACT"
bi,biďət͡ʃoːwun,"V;IPFV;FIN;IND;PL;1+EXCL;PST;ACT"
bi,biďirən,"V;IPFV;FIN;IND;SG;3;PRS;ACT"
bi,biďit͡ʃəːtin,"V;IPFV;FIN;IND;PL;3;PST;ACT"
bi,biďit͡ʃoːtin,"V;IPFV;FIN;IND;PL;3;PST;ACT"
bi,bifkəːnə,"V;FIN;IND;PST;CAUS;ACT"
bi,bihəm,"V;FIN;IND;SG;1;PST;ACT"
bi,bihe,"V;FIN;IND;PL;3;PST;ACT"
bi,bihə,"V;FIN;IND;PL;3;PST;ACT"
bi,bihil,"V;FIN;IND;PST;ACT"
bi,bihim,"V;FIN;IND;SG;1;PST;ACT"
bi,bihində,"V;FIN;IND;SG;2;PRS;ACT"
bi,bihində,"V;FIN;IND;SG;2;PST;ACT"
bi,bihin,"V;FIN;IND;SG;3;PST;ACT"
bi,bihip,"V;FIN;IND;PL;1+INCL;PST;ACT"
bi,bihiwun,"V;FIN;IND;PL;1+EXCL;PST;ACT"
bi,biʃin,"V;FIN;IND;SG;3;PST;ACT"
bi,biʃi,"V;FIN;IND;PL;3;PST;ACT"
bi,biktə,"V;FIN;IMP;SG;1;ACT"
bi,biktin,"V;FIN;IMP;PL;3;ACT"
bi,bildən,"V;FIN;IND;SG;3;PST;ACT"
bi,bilďəp,"V;FIN;IND;PL;1+INCL;FUT+IMMED;ACT"
bi,bildə,"V;FIN;IND;PL;3;PST;ACT"
bi,bilgəːt,"V;FIN;IMP;PL;1+INCL;ACT"
bi,biliŋnərə,"V;HAB;FIN;IND;PL;3;PST;ACT"
bi,bimi,"V;FIN;IND;SG;1;PST;ACT"
bi,bimt͡ʃəl,"V;FIN;COND;PL;3;ACT"
bi,bimt͡ʃes,"V;FIN;COND;SG;2;ACT"
bi,bimt͡ʃəː,"V;FIN;COND;SG;3;ACT"
bi,bimt͡ʃəw,"V;FIN;COND;SG;1;ACT"
bi,bimt͡ʃow,"V;FIN;COND;SG;1;ACT"
bi,binən,"V;FIN;POT;SG;3;ACT"
bi,biŋkiːf,"V;FIN;IND;SG;1;PST+RMT;ACT"
bi,biŋkiːn,"V;FIN;IND;SG;3;PST+RMT;ACT"
bi,biŋkin,"V;FIN;IND;SG;3;PST+RMT;ACT"
bi,biŋkiːn,"V;FIN;IND;PST+RMT;ACT"
bi,biŋkiːtin,"V;FIN;IND;PL;3;PST+RMT;ACT"
bi,biŋkitin,"V;FIN;IND;PL;3;PST+RMT;ACT"
bi,biŋkiːwun,"V;FIN;IND;PL;1+EXCL;PST+RMT;ACT"
bi,biŋkiːw,"V;FIN;IND;SG;1;PST+RMT;ACT"
bi,biŋnəďərə,"V;HAB+IPFV;FIN;IND;PL;3;PRS;ACT"
bi,biŋnərən,"V;HAB;FIN;IND;SG;3;PST;ACT"
bi,biŋnərə,"V;HAB;FIN;IND;PL;3;PST;ACT"
bi,biŋnərəwun,"V;HAB;FIN;IND;PL;1+EXCL;PST;ACT"
bi,binoːn,"V;FIN;POT;SG;3;ACT"
bi,binoroнеясно почему не ед ч,"V;FIN;POT;PL;3;PST;ACT"
bi,biʃoːn,"V;FIN;IND;SG;3;PST;ACT"
bi,biʃoːtin,"V;FIN;IND;PL;3;PRS;ACT"
bi,biʃoːw,"V;FIN;IND;SG;1;PST;ACT"
bi,birən,"V;FIN;IND;SG;3;PST;ACT"
bi,birə,"V;FIN;IND;PL;3;PST;ACT"
bi,birə,"V;FIN;IND;SG;3;PST;ACT"
bi,birka,"V;FIN;POT;PL;3;ACT"
bi,birka,"V;FIN;POT;SG;3;ACT"
bi,birkə,"V;FIN;POT;SG;3;ACT"
bi,birkə,"V;HAB;FIN;POT;ACT"
bi,birkə,"V;FIN;POT;ACT"
bi,birkəwun,"V;FIN;POT;PL;1+EXCL;ACT"
bi,bisaːn,"V;FIN;IND;SG;3;PST;ACT"
bi,bisaːtin,"V;FIN;IND;PL;3;PST;ACT"
bi,bisaːw,"V;FIN;IND;SG;1;PST;ACT"
bi,biśim,"V;FIN;IND;SG;1;PST;ACT"
bi,biśinnə,"V;FIN;IND;SG;2;PST;ACT"
bi,bisin,"V;FIN;IND;SG;3;PST;ACT"
bi,biśiwun,"V;FIN;IND;PL;1+EXCL;PST;ACT"
bi,bisoːf,"V;FIN;IND;SG;1;PST;ACT"
bi,biśoːf,"V;FIN;IND;SG;1;PST;ACT"
bi,biśoːn,"V;FIN;IND;PL;3;PST;ACT"
bi,bisoːn,"V;FIN;IND;SG;3;PST;ACT"
bi,biśoːn,"V;FIN;IND;SG;3;PST;ACT"
bi,biśon,"V;FIN;IND;SG;3;PST;ACT"
bi,biśoːs,"V;FIN;IND;SG;2;PST;ACT"
bi,bisoːtin,"V;FIN;IND;PL;3;PST;ACT"
bi,biśoːtin,"V;FIN;IND;PL;3;PST;ACT"
bi,biśoːtin,"V;FIN;IND;SG;3;PST;ACT"
bi,bisoːtin,"V;FIN;IND;PSS3P;PST;ACT"
