min,max,median,mean,var,lang,pos,num
0.40540540540540543,1,0.9045226130653267,0.8855088123312557,0.008675382520194282,hbs,-v-,200
0.5039840637450199,1,0.9280236003922739,0.9251708747258062,0.0037791689324142555,hbs,-v-,2000
0.47493403693931396,1,0.916,0.8918629090641309,0.007527651753137675,hbs,-v-,500
0.5377039088950446,1,0.9360196862503845,0.9372700590647485,0.00252203546329803,hbs,-v-,5000
0.4305555555555556,1,0.78125,0.8343634259259259,0.015441582673583204,heb,-n-,200
0.4,1,0.6685082872928176,0.6962277093072673,0.021039705263716037,heb,-v-,200
0.453551912568306,1,0.6827794561933535,0.7117875502268137,0.020861983601294,heb,-v-,500
0.8372093023255814,1,0.9457364341085271,0.9464148734158895,0.0019474797531935477,hin,-v-,200
0.9155645981688708,1,0.9510469755469755,0.964802485671349,8.437984523326563e-4,hye,-adj-,1000
0.8442211055276382,1,0.935,0.9500924452956248,0.0020408335920675206,hye,-adj-,200
0.923318667504714,1,0.961466749533872,0.9695337892599197,6.77616681296466e-4,hye,-adj-,2000
0.9064935064935065,1,0.9664948453608248,0.9677902263042265,8.654510906557561e-4,hye,-adj-,500
0.8346915017462165,1,0.9368453237410073,0.9374271925292142,0.0031688135832526687,hye,-n-,1000
0.7621951219512195,1,0.9240384615384616,0.9248606745869217,0.004781014178348127,hye,-n-,200
0.8494186046511628,1,0.9463629684055841,0.9478227493595934,0.0021975228829888447,hye,-n-,2000
0.8235294117647058,1,0.934,0.9389487853640327,0.0030351562996314427,hye,-n-,500
0.86785290628707,1,0.9553121310533526,0.9540065125378897,0.0018518400177390101,hye,-n-,5000
0.8217054263565892,1,0.982281284606866,0.952917758138451,0.0031245290096375703,hye,-v-,1000
0.785,1,0.98,0.9482277198348626,0.0040245056899192305,hye,-v-,200
0.82,1,0.98,0.9527058561024078,0.0032085470390820076,hye,-v-,500
0.29562982005141386,0.9974293059125964,0.787,0.7363879391602399,0.0324408453531363,isl,-n-,1000
0.2529411764705882,1,0.726764705882353,0.6945894607843137,0.036472943563808737,isl,-n-,200
0.3305679642629228,0.998085513720485,0.8070947670708359,0.7618568243458839,0.02791766597438444,isl,-n-,2000
0.25307125307125306,0.9975429975429976,0.7285012285012284,0.685219696969697,0.035093082383889584,isl,-n-,500
0.397542242703533,0.9985611510791367,0.8542684746212247,0.8061392406811878,0.021683289493868267,isl,-n-,5000
0.30413223140495865,1,0.8528925619834711,0.8203956101118283,0.015081073791865166,isl,-v-,1000
0.3282442748091603,1,0.8117154811715481,0.7847871865288147,0.018440465880832535,isl,-v-,200
0.286,1,0.8388746803069054,0.8064306482917515,0.016695647987226128,isl,-v-,500
0.36381909547738694,1,0.8724258844422917,0.8729663496721077,0.008435911999981489,ita,-v-,1000
0.305,1,0.825,0.8291799645390071,0.014220125469799186,ita,-v-,200
0.5373059589384076,1,0.8928392588883325,0.8917917154126836,0.006717818090195691,ita,-v-,2000
0.596,1,0.874,0.8730230496453901,0.007883355566039217,ita,-v-,500
0.6145979546821736,1,0.9062562662923601,0.9075394088644878,0.005455589225637137,ita,-v-,5000
0.6746031746031746,0.984,0.856,0.8409961199294532,0.01173138317642126,kan,-n-,200
0.682,1,0.952,0.9112720588235294,0.01238097368135446,kat,-n-,1000
0.635,1,0.955,0.8994117647058824,0.014676589971782072,kat,-n-,200
0.7395,1,0.9625,0.9266011029411765,0.008582258190660953,kat,-n-,2000
0.67,1,0.962,0.9078970588235294,0.014658469068808336,kat,-n-,500
0.7362788144895719,1,0.9637760702524698,0.9265260783237554,0.009026087087896012,kat,-n-,5000
0.7127659574468085,1,1,0.9649097356544165,0.005682110914207404,kbd,-n-,200
0.7131147540983607,1,1,0.9675300481932375,0.005404338951561179,kbd,-n-,500
0.45348837209302323,1,0.9118942731277533,0.8601324267457354,0.02049791430884659,klr,-v-,1000
0.34507042253521125,1,0.7278747742323901,0.7401734008776846,0.024227874431676653,klr,-v-,200
0.444141689373297,1,0.9046321525885559,0.8543785569457925,0.020687531995976824,klr,-v-,500
0.5029940119760479,0.9971811134601832,0.9930139720558883,0.9329753712606348,0.021062329652719147,kmr,-n-,1000
0.475,1,0.995,0.9336768219832736,0.023763150199096715,kmr,-n-,200
0.560939060939061,0.998001998001998,0.9975024975024975,0.9405282883443442,0.01766478715870981,kmr,-n-,2000
0.508,0.9960079840319361,0.9920159680638723,0.9337133808791539,0.019955835053748976,kmr,-n-,500
0.5546017169095628,0.9961072664359861,0.9948103792415169,0.9383639932283416,0.01765464256030553,kmr,-n-,5000
0.7025316455696202,1,0.9430379746835443,0.9422573839662447,0.0020100312284971385,lit,-adj-,200
0.46365638766519823,1,0.8013177391279329,0.7875111770633889,0.012029925579898326,lit,-n-,1000
0.42934782608695654,1,0.7236180904522613,0.7294802663462606,0.012584200812886677,lit,-n-,200
0.48556701030927835,0.9989827060020345,0.805699991694922,0.792452897055575,0.011302431278742564,lit,-n-,2000
0.40757238307349664,1,0.7639198218262806,0.7560902265464101,0.012390440453427428,lit,-n-,500
0.5879828326180258,1,0.8240343347639485,0.8387397278504175,0.015829918003992652,lit,-v-,200
0.7337662337662337,1,0.9849624060150376,0.9573269877231162,0.002712405551003508,lld,-v-,200
1,1,1,1,0,mkd,-adj-,1000
1,1,1,1,0,mkd,-adj-,200
1,1,1,1,0,mkd,-adj-,2000
1,1,1,1,0,mkd,-adj-,500
0.7339449541284404,1,0.921784472769409,0.9168964538556597,0.0064090350345243465,mkd,-n-,1000
0.5513513513513514,1,0.8324324324324325,0.8421848170812554,0.02214625816239113,mkd,-n-,200
0.7666666666666667,1,0.9272933766971245,0.923331529899365,0.0054804263161978275,mkd,-n-,2000
0.708,1,0.9178403755868545,0.9027503444052049,0.008694887337812445,mkd,-n-,500
0.7919890760127446,1,0.940157084797206,0.9329331549883011,0.004348261110578656,mkd,-n-,5000
0.5803571428571429,1,0.9329721306777475,0.9249074473868002,0.005063330889724328,mkd,-v-,1000
0.504,1,0.864,0.8714131578947368,0.011842026739341757,mkd,-v-,200
0.5837063563115488,1,0.9432534910683363,0.9352182004885675,0.00419075996653509,mkd,-v-,2000
0.5140845070422535,1,0.9154929577464789,0.911078546234965,0.006910107845908976,mkd,-v-,500
0.5966343702192759,1,0.9607343192248853,0.9505296628727692,0.0029365838475986458,mkd,-v-,5000
0.7503373819163293,0.9946018893387314,0.9095816464237517,0.9001331533963113,0.005124660721359354,nld,-adj-,1000
0.668918918918919,1,0.8902027027027026,0.862442084942085,0.009060159982234799,nld,-adj-,200
0.6504787961696307,0.9945280437756497,0.9316005471956224,0.9184630968666536,0.005083965907238655,nld,-adj-,2000
0.7560975609756098,0.994579945799458,0.9018644986449864,0.8896625371015615,0.0050940721560570395,nld,-adj-,500
0.6410133843212237,0.9947418738049714,0.9476577437858509,0.92885302986472,0.004773025470536732,nld,-adj-,5000
0.757,1,0.852,0.8701527777777778,0.006477511541471048,nld,-v-,1000
0.595,1,0.815,0.8065972222222222,0.01762241294992175,nld,-v-,200
0.833,1,0.9025,0.9052083333333334,0.0033906109154929584,nld,-v-,2000
0.654,1,0.801,0.8349722222222222,0.01307177386541471,nld,-v-,500
0.8352722196370405,1,0.9039087947882736,0.9086655291867018,0.0034173615652088505,nld,-v-,5000
0.8647342995169082,0.9319492502883506,0.8983417749026295,0.8983417749026295,0.002258924803603717,nob,-adj-,1000
0.797979797979798,0.8708133971291866,0.8343965975544922,0.8343965975544922,0.002652366582526909,nob,-adj-,200
0.8289205702647657,0.9194499017681729,0.8741852360164692,0.8741852360164692,0.004097779931226893,nob,-adj-,500
0.6663296258847321,0.9109461966604824,0.7778712828740044,0.7747611592880972,0.010007999522178103,nob,-n-,1000
0.6380090497737556,0.8883495145631068,0.7579958062024059,0.7525464677943807,0.010552699273686123,nob,-n-,200
0.6954751131221719,0.9203373945641987,0.7994703004547704,0.7980410470148475,0.008422920888327372,nob,-n-,2000
0.62,0.9119850187265918,0.7581890984241798,0.7513191664020487,0.014300659428442336,nob,-n-,500
0.7253153545019574,0.93184855233853,0.8250523597544825,0.8218305655706546,0.006878895538726502,nob,-n-,5000
0.572972972972973,0.9756756756756757,0.8211932289756606,0.8046426853292028,0.016941024385108968,nob,-v-,1000
0.544,0.9583333333333334,0.8040697674418604,0.7686208014482521,0.021440363919189156,nob,-v-,200
0.6026058631921825,0.9772727272727273,0.8303635258793252,0.8068287290053916,0.01618553014615797,nob,-v-,500
0.8323699421965318,1,0.9190751445086706,0.9284680946333602,0.0012114585125887192,oci,-v-,200
0.8703703703703703,1,1,0.9794973544973545,0.0015355623908255489,osx,-adj-,200
0.2849462365591398,0.9523809523809523,0.6498452012383902,0.6694160408486265,0.02505399562596923,osx,-n-,200
0.5711805555555556,1,0.7744943508116873,0.8314813718523004,0.010848213808241337,osx,-v-,1000
0.4630541871921182,1,0.6875046876171904,0.753737551831664,0.022906332607055158,osx,-v-,200
0.5434782608695652,1,0.7648826979472141,0.8208485812954129,0.011927029986233151,osx,-v-,500
0.948,1,0.999,0.9927773600026347,1.558828820522728e-4,pol,-adj-,1000
0.925,1,0.995,0.988291236127057,5.001555359497236e-4,pol,-adj-,200
0.9621136590229312,1,0.999,0.9955493222084093,5.1391160191644946e-5,pol,-adj-,2000
0.9560878243512974,1,0.996,0.993181965738852,1.1129029128815604e-4,pol,-adj-,500
0.9744459972050309,1,0.9984001599680064,0.9963179092563762,2.3095449245281405e-5,pol,-adj-,5000
0.6927651139742319,0.994005994005994,0.8406647116324536,0.8571893394129928,0.007078880007695494,pol,-n-,1000
0.612565445026178,1,0.7901060545039602,0.8059731632952607,0.010954198376993636,pol,-n-,200
0.7094147582697201,0.9905189620758483,0.8699745547073792,0.8736136884804306,0.005423163327835847,pol,-n-,2000
0.6605691056910569,0.9879759519038076,0.8055009823182712,0.831194246961681,0.007794331103938397,pol,-n-,500
0.7428917120387175,0.9921984396879376,0.8825967710191669,0.8881830839278804,0.004934909880075265,pol,-n-,5000
0.61,0.985,0.805,0.806,0.010981724137931035,pus,-n-,200
0.6259259259259259,0.9962962962962963,0.8351851851851853,0.8232098765432099,0.011568926099364586,pus,-n-,500
0.7520278099652375,1,0.9173497267759563,0.9059919652952306,0.004665262048712836,ron,-adj-,1000
0.7424242424242424,1,0.8886068809926677,0.8909045473367335,0.004521963180819191,ron,-adj-,200
0.7327935222672065,1,0.898323828940156,0.8936579657861451,0.004818103288437906,ron,-adj-,500
0.489,0.999,0.8975,0.864624053030303,0.013760439572562112,ron,-v-,1000
0.37,1,0.85,0.8131439393939394,0.019734039925319545,ron,-v-,200
0.5180921052631579,0.9991776315789473,0.9078947368421053,0.8711864221989634,0.012735398915583774,ron,-v-,2000
0.412,1,0.881,0.8483901515151515,0.015712962329455692,ron,-v-,500
0.15555555555555556,1,0.6722222222222223,0.6773456268741623,0.0162747036226804,san,-adj-,200
0.4450474898236092,1,0.6627390578873058,0.6716370785863065,0.01340378412609696,san,-n-,1000
0.3,1,0.5263157894736842,0.5499167745245975,0.019745534782209723,san,-n-,200
0.398,1,0.6291005015597056,0.6425368859608275,0.01647308366053304,san,-n-,500
0.5595984943538268,1,0.9119505928882554,0.8899052625988568,0.010225343425664474,slv,-n-,1000
0.503030303030303,1,0.9044585987261147,0.8791486505494561,0.01251047392111722,slv,-n-,200
0.6066536203522505,1,0.9347684279191129,0.9085533754695907,0.008096341054931157,slv,-n-,2000
0.47619047619047616,1,0.8858560794044665,0.8680869305322734,0.01272050277439998,slv,-n-,500
0.42718446601941745,1,0.6893203883495146,0.7265192012892575,0.03266858278068731,slv,-v-,200
0.5368536853685368,1,0.851772509089474,0.7871340525312285,0.02602643340335733,sme,-n-,1000
0.33,1,0.765,0.6699234693877552,0.06344686666417619,sme,-n-,200
0.44377510040160645,1,0.8054919062754085,0.7348529393452743,0.03916728194331502,sme,-n-,500
0.4668335419274093,1,0.8178206583427923,0.7954896314746064,0.02491133065645104,sme,-v-,1000
0.34782608695652173,1,0.765,0.7024342205207669,0.05415072346147933,sme,-v-,200
0.42444444444444446,1,0.795,0.7608291792841059,0.03175970357208975,sme,-v-,500
0.413,1,0.926,0.9310072115384616,0.001636243756589046,spa,-v-,1000
0.4577114427860697,0.9900497512437811,0.8955223880597015,0.901591800612323,0.002437357651067552,spa,-v-,200
0.5369261477045908,0.9970044932601099,0.9395906140788817,0.9414756560293331,0.0011741029331361022,spa,-v-,2000
0.446,1,0.92,0.9239956730769231,0.0018373580000277427,spa,-v-,500
0.4887203034537832,0.9964064683569575,0.9482930724695549,0.9498271319056989,9.64800969767118e-4,spa,-v-,5000
0.48520710059171596,1,0.7869822485207101,0.8419009151991722,0.01346339398839138,sqi,-n-,200
0.46178343949044587,1,0.7961783439490446,0.8548801243526978,0.011428266143561981,sqi,-n-,500
0.7090909090909091,1,0.9147982062780269,0.9219097831425647,0.0035729309973760773,sqi,-v-,200
0.8158158158158159,1,0.9254624624624626,0.9194221931350188,0.0037212888543050452,swe,-adj-,1000
0.73,1,0.86,0.86925,0.006974407894736842,swe,-adj-,200
0.8346176644931832,0.998221695317131,0.9383687847127602,0.9321440375553277,0.002826057976608351,swe,-adj-,2000
0.8096192384769539,1,0.9098997995991984,0.9149410821643287,0.003920846687109057,swe,-adj-,500
0.5386666666666666,0.9986684420772304,0.8227873945849977,0.8167925520909204,0.011078669110419223,swe,-n-,1000
0.4267515923566879,1,0.7611464968152867,0.745309372156506,0.018558194679270994,swe,-n-,200
0.6240995415848068,1,0.8474013933928247,0.8437765951031868,0.007888430289007289,swe,-n-,2000
0.4772117962466488,1,0.7828418230563002,0.7743663347376484,0.014587124809200243,swe,-n-,500
0.6742344244984161,1,0.8811760477062209,0.8777013323638955,0.005622687521514655,swe,-n-,5000
0.5406218655967904,0.9937264742785445,0.8833124215809285,0.8800352188189112,0.007846329378550327,swe,-v-,1000
0.46,0.9874213836477987,0.8018867924528302,0.8126669661575322,0.011639989553424159,swe,-v-,200
0.5634657836644592,0.9945280437756497,0.9242347716847404,0.9107365133372959,0.006729417664144753,swe,-v-,2000
0.5140562248995983,0.9976303317535545,0.8791469194312795,0.8664707885933262,0.009092264909186843,swe,-v-,500
0.8903225806451613,1,1,0.9837732160312805,0.0010698047348800775,syc,-n-,200
0.915,0.996,0.982,0.9684,6.42252631578947e-4,tat,-n-,1000
0.835,0.99,0.975,0.942,0.003901052631578948,tat,-n-,200
0.9072681704260651,0.9941520467836257,0.9837092731829573,0.9673350041771094,7.799842275227417e-4,tat,-n-,2000
0.888,0.994,0.988,0.9621,0.0013943052631578937,tat,-n-,500
0.957983193277311,1,0.991304347826087,0.9802110317811336,2.168934186401089e-4,tel,-v-,200
0.6338235294117647,1,0.9022058823529412,0.9088828850400404,0.005145265332522095,tur,-n-,1000
0.5907473309608541,1,0.8368794326241135,0.8389563769075171,0.01726813663434145,tur,-n-,200
