lemma,form,paradigm_slot,phonemic_form
godhvos,gor,V;FIN;IMP;2;SG,ɡ ɔ r
godhvos,godhvydh,V;FIN;IMP;2;SG,ɡ ɔ ð v ɪ ð
godhvos,godhon,V;FIN;IND;PRS/FUT;1;PL,ɡ ɔ ð ɔ n
godhvos,godhviv,V;FIN;SBJV;PRS/FUT;1;SG,ɡ ɔ ð v ɪ v
godhvos,godher,V;FIN;SBJV;PRS/FUT;0,ɡ ɔ ð ə r
godhvos,godhyens,V;FIN;IND;PST;IPFV;3;PL,ɡ ɔ ð j ɛ n z
godhvos,godhvedhewgh,V;FIN;IMP;2;PL,ɡ ɔ ð v ɛ ð ɪ uː x
godhvos,godhves,V;FIN;IND;PST;PFV;2;SG,ɡ ɔ ð v ɛ s
godhvos,godhor,V;FIN;IND;PRS/FUT;0,ɡ ɔ ð ɔ r
godhvos,godhvens,V;FIN;SBJV;PST;IPFV;3;PL,ɡ ɔ ð v ɛ n z
godhvos,godhvia,V;FIN;IND;COND;3;SG,ɡ ɔ ð v i ə
godhvos,godhvewgh,V;FIN;IND;PST;PFV;2;PL,ɡ ɔ ð v ɪ uː x
godhvos,godhves,V;FIN;SBJV;PST;IPFV;2;SG,ɡ ɔ ð v ɛ s
godhvos,godhyen,V;FIN;IND;PST;IPFV;1;SG,ɡ ɔ ð j ɛ n
godhvos,godhves,V;FIN;SBJV;PST;IPFV;0,ɡ ɔ ð v ɛ s
godhvos,godhven,V;FIN;IND;PST;PFV;1;PL,ɡ ɔ ð v ɛ n
godhvos,gor,V;FIN;IND;PRS/FUT;3;SG,ɡ ɔ r
godhvos,godhviewgh,V;FIN;IND;COND;2;PL,ɡ ɔ ð v j uː x
godhvos,godhyes,V;FIN;IND;PST;IPFV;2;SG,ɡ ɔ ð iː z
godhvos,godhven,V;FIN;SBJV;PST;IPFV;1;SG,ɡ ɔ ð v ɛ n
godhvos,godhyes,V;FIN;IND;PST;IPFV;0,ɡ ɔ ð iː z
godhvos,godhons,V;FIN;IND;PRS/FUT;3;PL,ɡ ɔ ð ɔ n z
godhvos,godhvo,V;FIN;SBJV;PRS/FUT;3;SG,ɡ ɔ ð v ɔ
godhvos,godhvyn,V;FIN;SBJV;PRS/FUT;1;PL,ɡ ɔ ð v ɪ n
godhvos,godhvedhens,V;FIN;IMP;3;PL,ɡ ɔ ð v ɛ ð ɛ n z
godhvos,godhvons,V;FIN;SBJV;PRS/FUT;3;PL,ɡ ɔ ð v ɔ n z
godhvos,godhvev,V;FIN;IND;PST;PFV;1;SG,ɡ ɔ ð v ɛ v
godhvos,godhya,V;FIN;IND;PST;IPFV;3;SG,ɡ ɔ ð j a
godhvos,godhvowgh,V;FIN;SBJV;PRS/FUT;2;PL,ɡ ɔ ð v ɔ uː x
godhvos,godhvi,V;FIN;SBJV;PRS/FUT;2;SG,ɡ ɔ ð v ɪ
godhvos,godhves,V;FIN;IND;PST;PFV;0,ɡ ɔ ð v ɛ s
godhvos,godhva,V;FIN;SBJV;PST;IPFV;3;SG,ɡ ɔ ð v a
godhvos,godhvies,V;FIN;IND;COND;2;SG,ɡ ɔ ð v iː z
godhvos,godhowgh,V;FIN;IND;PRS/FUT;2;PL,ɡ ɔ ð ɔ uː x
godhvos,godhes,V;FIN;IND;PRS/FUT;2;SG,ɡ ɔ ð ɪ s
godhvos,godhviens,V;FIN;IND;COND;3;PL,ɡ ɔ ð v i ɛ n z
godhvos,godhva,V;FIN;IND;PST;PFV;3;SG,ɡ ɔ ð v a
godhvos,godhyen,V;FIN;IND;PST;IPFV;1;PL,ɡ ɔ ð j ɛ n
godhvos,godhvien,V;FIN;IND;COND;1;SG,ɡ ɔ ð v i ɛ n
godhvos,godhvies,V;FIN;IND;COND;0,ɡ ɔ ð v iː z
gul,gwrussons i,V;FIN;IND;PST;PFV;3;PL,ɡ r ʌ s ə n z i
gul,gwres,V;FIN;IMP;3;SG,ɡ w r ɛ s
gul,gwren,V;FIN;IMP;1;PL,ɡ w r ɛ n
gul,gwrellewgh hwi,V;FIN;SBJV;PST;IPFV;2;PL,ɡ r ɛ l ɛ uː x w iː
gul,gwrellen ni,V;FIN;SBJV;PST;IPFV;1;PL,ɡ w r ɛ l ə n n i
gul,gwrussen ni,V;FIN;IND;COND;1;PL,ɡ r ʌ s ə n n i
gul,gwrav vy,V;FIN;IND;PRS/FUT;1;SG,ɡ r a v v iː
gul,gwrewgh hwi,V;FIN;IND;PST;IPFV;2;PL,ɡ r ɛ uː x w iː
gul,gwra,V;FIN;IMP;2;SG,ɡ ʌ r ə
gul,gwren ni,V;FIN;IND;PRS/FUT;1;PL,ɡ w r ɛ n n i
gul,gwrylliv vy,V;FIN;SBJV;PRS/FUT;1;SG,ɡ ʌ r ɪ l ɪ v v iː
gul,gwreller,V;FIN;SBJV;PRS/FUT;0,ɡ r ɛ l ə r
gul,gwrens i,V;FIN;IND;PST;IPFV;3;PL,ɡ r ɛ n z i
gul,gwrewgh,V;FIN;IMP;2;PL,ɡ r uː x
gul,gwrugys jy,V;FIN;IND;PST;PFV;2;SG,ɡ w r ʌ ɡ ɪ s d͡ʒ iː
gul,gwruss'ta,V;FIN;IND;PST;PFV;2;SG,ɡ r ʌ s t a
gul,gwrer,V;FIN;IND;PRS/FUT;0,ɡ ʌ r ə r
gul,gwrellens i,V;FIN;SBJV;PST;IPFV;3;PL,ɡ r ɛ l ə n z i
gul,gwrussa ev,V;FIN;IND;COND;3;SG,ɡ r ʌ s ə ɛ v
gul,gwrussowgh hwi,V;FIN;IND;PST;PFV;2;PL,ɡ r ʌ s ɔ u ɣ w iː
gul,gwrelles jy,V;FIN;SBJV;PST;IPFV;2;SG,ɡ w r ɛ l ə s d͡ʒ iː
gul,gwren vy,V;FIN;IND;PST;IPFV;1;SG,ɡ w r ɛ n v iː
gul,gwrellys,V;FIN;SBJV;PST;IPFV;0,ɡ r ɛ l ɪ s
gul,gwrussyn ni,V;FIN;IND;PST;PFV;1;PL,ɡ w r ʌ s ɪ n n i
gul,gwra ev,V;FIN;IND;PRS/FUT;3;SG,ɡ ʌ r ɛ v
gul,gwrussewgh hwi,V;FIN;IND;COND;2;PL,ɡ r ʌ s ɛ uː x w iː
gul,gwres jy,V;FIN;IND;PST;IPFV;2;SG,ɡ w r ɛ s d͡ʒ iː
gul,gwrellen vy,V;FIN;SBJV;PST;IPFV;1;SG,ɡ r ɛ l ə n v iː
gul,gwres,V;FIN;IND;PST;IPFV;0,ɡ w r ɛ s
gul,gwrons i,V;FIN;IND;PRS/FUT;3;PL,ɡ r ɔ n z i
gul,gwrello ev,V;FIN;SBJV;PRS/FUT;3;SG,ɡ r ɛ l ə ʊ ɛ v
gul,gwryllyn ni,V;FIN;SBJV;PRS/FUT;1;PL,ɡ ʌ r ɪ l ɪ n n i
gul,gwrens,V;FIN;IMP;3;PL,ɡ r ɛ n z
gul,gwrellons i,V;FIN;SBJV;PRS/FUT;3;PL,ɡ r ɛ l ɔ n z i
gul,gwrug vy,V;FIN;IND;PST;PFV;1;SG,ɡ r ʌ ɡ v iː
gul,gwre ev,V;FIN;IND;PST;IPFV;3;SG,ɡ ʌ r ɛ v
gul,gwryllowgh hwi,V;FIN;SBJV;PRS/FUT;2;PL,ɡ ʌ r ɪ l ɔ u ɣ w iː
gul,gwrylli jy,V;FIN;SBJV;PRS/FUT;2;SG,ɡ w r ɪ l ɪ d͡ʒ iː
gul,gwrug,V;FIN;IND;PST;PFV;0,ɡ r ʌ ɡ
gul,gwrella ev,V;FIN;SBJV;PST;IPFV;3;SG,ɡ r ɛ l ə ɛ v
gul,gwrusses jy,V;FIN;IND;COND;2;SG,ɡ r ʌ s ə z d͡ʒ iː
gul,gwrewgh hwi,V;FIN;IND;PRS/FUT;2;PL,ɡ r ɛ uː x w iː
gul,gwredh jy,V;FIN;IND;PRS/FUT;2;SG,ɡ w r ɛ ð d͡ʒ iː
gul,gwre'ta,V;FIN;IND;PRS/FUT;2;SG,ɡ ʌ r ɛ t a
gul,gwrussens i,V;FIN;IND;COND;3;PL,ɡ r ʌ s ə n z i
gul,gwrug ev,V;FIN;IND;PST;PFV;3;SG,ɡ r ʌ ɡ ɛ v
gul,gwren ni,V;FIN;IND;PST;IPFV;1;PL,ɡ w r ɛ n n i
gul,gwrussen vy,V;FIN;IND;COND;1;SG,ɡ r ʌ s ə n v iː
gul,gwrussys,V;FIN;IND;COND;0,ɡ r ʌ s ɪ z
gweles,gwelsons,V;FIN;IND;PST;PFV;3;PL,ɡ w ɛ l s ə n z
gweles,gweles,V;FIN;IMP;3;SG,ɡ w eː l ə s
gweles,gwelyn,V;FIN;IMP;1;PL,ɡ w eː l ɪ n
gweles,gwellewgh,V;FIN;SBJV;PST;IPFV;2;PL,ɡ w ɛ l ɪ uː x
gweles,gwellen,V;FIN;SBJV;PST;IPFV;1;PL,ɡ w ɛ l ə n
gweles,gwelsen,V;FIN;IND;COND;1;PL,ɡ w ɛ l s ə n
gweles,gwelav,V;FIN;IND;PRS/FUT;1;SG,ɡ w ɛ l ə v
gweles,gwelewgh,V;FIN;IND;PST;IPFV;2;PL,ɡ w ɛ l ɛ uː x
gweles,gwel,V;FIN;IMP;2;SG,ɡ w ɛ l
gweles,gwelyn,V;FIN;IND;PRS/FUT;1;PL,ɡ w eː l ɪ n
gweles,gwelliv,V;FIN;SBJV;PRS/FUT;1;SG,ɡ w ɛ l ɪ v
gweles,gweller,V;FIN;SBJV;PRS/FUT;0,ɡ w ɛ l ə r
gweles,gwelens,V;FIN;IND;PST;IPFV;3;PL,ɡ w ɛ l ɛ n z
gweles,gwelewgh,V;FIN;IMP;2;PL,ɡ w ɛ l ɛ uː x
gweles,gwelsys,V;FIN;IND;PST;PFV;2;SG,ɡ w ɛ l s ɪ s
gweles,gwelir,V;FIN;IND;PRS/FUT;0,ɡ w eː l ɪ r
gweles,gwellens,V;FIN;SBJV;PST;IPFV;3;PL,ɡ w ɛ l ə n z
gweles,gwelsa,V;FIN;IND;COND;3;SG,ɡ w ɛ l s a
gweles,gwelsowgh,V;FIN;IND;PST;PFV;2;PL,ɡ w ɛ l s ɔ uː x
gweles,gwelles,V;FIN;SBJV;PST;IPFV;2;SG,ɡ w ɛ l ɪ s
gweles,gwelen,V;FIN;IND;PST;IPFV;1;SG,ɡ w eː l ə n
gweles,gwellys,V;FIN;SBJV;PST;IPFV;0,ɡ w ɛ l ɪ s
gweles,gwelsyn,V;FIN;IND;PST;PFV;1;PL,ɡ w ɛ l s ɪ n
gweles,gwel,V;FIN;IND;PRS/FUT;3;SG,ɡ w ɛ l
gweles,gwelsewgh,V;FIN;IND;COND;2;PL,ɡ w ɛ l s ɪ uː x
gweles,gweles,V;FIN;IND;PST;IPFV;2;SG,ɡ w eː l ə s
gweles,gwellen,V;FIN;SBJV;PST;IPFV;1;SG,ɡ w ɛ l ə n
gweles,gweles,V;FIN;IND;PST;IPFV;0,ɡ w eː l ə s
gweles,gwelons,V;FIN;IND;PRS/FUT;3;PL,ɡ w ɛ l ɔ n z
gweles,gwello,V;FIN;SBJV;PRS/FUT;3;SG,ɡ w ɛ l ə ʊ
gweles,gwellyn,V;FIN;SBJV;PRS/FUT;1;PL,ɡ w ɛ l ɪ n
gweles,gwelens,V;FIN;IMP;3;PL,ɡ w ɛ l ɛ n z
gweles,gwellons,V;FIN;SBJV;PRS/FUT;3;PL,ɡ w ɛ l ə n z
gweles,gwelis,V;FIN;IND;PST;PFV;1;SG,ɡ w eː l ɪ s
gweles,gwela,V;FIN;IND;PST;IPFV;3;SG,ɡ w eː l ə
gweles,gweli,V;FIN;IND;PST;IPFV;3;SG,ɡ w eː l i
gweles,gwellowgh,V;FIN;SBJV;PRS/FUT;2;PL,ɡ w ɛ l ə ʊ x
gweles,gwelli,V;FIN;SBJV;PRS/FUT;2;SG,ɡ w ɛ l i
gweles,gwelas,V;FIN;IND;PST;PFV;0,ɡ w eː l ə s
gweles,gwella,V;FIN;SBJV;PST;IPFV;3;SG,ɡ w ɛ l ə
gweles,gwelses,V;FIN;IND;COND;2;SG,ɡ w ɛ l s ɪ z
gweles,gwelowgh,V;FIN;IND;PRS/FUT;2;PL,ɡ w ɛ l ɔ uː x
gweles,gwelydh,V;FIN;IND;PRS/FUT;2;SG,ɡ w eː l ɪ ð
gweles,gwelsens,V;FIN;IND;COND;3;PL,ɡ w ɛ l s ɛ n s
gweles,gwelas,V;FIN;IND;PST;PFV;3;SG,ɡ w eː l ə s
gweles,gwelen,V;FIN;IND;PST;IPFV;1;PL,ɡ w eː l ə n
gweles,gwelsen,V;FIN;IND;COND;1;SG,ɡ w ɛ l s ə n
gweles,gwelsys,V;FIN;IND;COND;0,ɡ w ɛ l s ɪ s
gwul,gwrussons i,V;FIN;IND;PST;PFV;3;PL,ɡ r ʌ s ə n z i
gwul,gwres,V;FIN;IMP;3;SG,ɡ w r ɛ s
gwul,gwren,V;FIN;IMP;1;PL,ɡ w r ɛ n
gwul,gwrellewgh hwi,V;FIN;SBJV;PST;IPFV;2;PL,ɡ r ɛ l ɛ uː x w iː
gwul,gwrellen ni,V;FIN;SBJV;PST;IPFV;1;PL,ɡ w r ɛ l ə n n i
gwul,gwrussen ni,V;FIN;IND;COND;1;PL,ɡ r ʌ s ə n n i
gwul,gwrav vy,V;FIN;IND;PRS/FUT;1;SG,ɡ r a v v iː
gwul,gwrewgh hwi,V;FIN;IND;PST;IPFV;2;PL,ɡ r ɛ uː x w iː
gwul,gwra,V;FIN;IMP;2;SG,ɡ ʌ r ə
gwul,gwren ni,V;FIN;IND;PRS/FUT;1;PL,ɡ w r ɛ n n i
gwul,gwrylliv vy,V;FIN;SBJV;PRS/FUT;1;SG,ɡ ʌ r ɪ l ɪ v v iː
gwul,gwreller,V;FIN;SBJV;PRS/FUT;0,ɡ r ɛ l ə r
gwul,gwrens i,V;FIN;IND;PST;IPFV;3;PL,ɡ r ɛ n z i
gwul,gwrewgh,V;FIN;IMP;2;PL,ɡ r uː x
gwul,gwrugys jy,V;FIN;IND;PST;PFV;2;SG,ɡ w r ʌ ɡ ɪ s d͡ʒ iː
gwul,gwruss'ta,V;FIN;IND;PST;PFV;2;SG,ɡ r ʌ s t a
gwul,gwrer,V;FIN;IND;PRS/FUT;0,ɡ ʌ r ə r
gwul,gwrellens i,V;FIN;SBJV;PST;IPFV;3;PL,ɡ r ɛ l ə n z i
gwul,gwrussa ev,V;FIN;IND;COND;3;SG,ɡ r ʌ s ə ɛ v
gwul,gwrussowgh hwi,V;FIN;IND;PST;PFV;2;PL,ɡ r ʌ s ɔ u ɣ w iː
gwul,gwrelles jy,V;FIN;SBJV;PST;IPFV;2;SG,ɡ w r ɛ l ə s d͡ʒ iː
gwul,gwren vy,V;FIN;IND;PST;IPFV;1;SG,ɡ w r ɛ n v iː
gwul,gwrellys,V;FIN;SBJV;PST;IPFV;0,ɡ r ɛ l ɪ s
gwul,gwrussyn ni,V;FIN;IND;PST;PFV;1;PL,ɡ w r ʌ s ɪ n n i
gwul,gwra ev,V;FIN;IND;PRS/FUT;3;SG,ɡ ʌ r ɛ v
gwul,gwrussewgh hwi,V;FIN;IND;COND;2;PL,ɡ r ʌ s ɛ uː x w iː
gwul,gwres jy,V;FIN;IND;PST;IPFV;2;SG,ɡ w r ɛ s d͡ʒ iː
gwul,gwrellen vy,V;FIN;SBJV;PST;IPFV;1;SG,ɡ r ɛ l ə n v iː
gwul,gwres,V;FIN;IND;PST;IPFV;0,ɡ w r ɛ s
gwul,gwrons i,V;FIN;IND;PRS/FUT;3;PL,ɡ r ɔ n z i
gwul,gwrello ev,V;FIN;SBJV;PRS/FUT;3;SG,ɡ r ɛ l ə ʊ ɛ v
gwul,gwryllyn ni,V;FIN;SBJV;PRS/FUT;1;PL,ɡ ʌ r ɪ l ɪ n n i
gwul,gwrens,V;FIN;IMP;3;PL,ɡ r ɛ n z
gwul,gwrellons i,V;FIN;SBJV;PRS/FUT;3;PL,ɡ r ɛ l ɔ n z i
gwul,gwrug vy,V;FIN;IND;PST;PFV;1;SG,ɡ r ʌ ɡ v iː
gwul,gwre ev,V;FIN;IND;PST;IPFV;3;SG,ɡ ʌ r ɛ v
gwul,gwryllowgh hwi,V;FIN;SBJV;PRS/FUT;2;PL,ɡ ʌ r ɪ l ɔ u ɣ w iː
gwul,gwrylli jy,V;FIN;SBJV;PRS/FUT;2;SG,ɡ w r ɪ l ɪ d͡ʒ iː
gwul,gwrug,V;FIN;IND;PST;PFV;0,ɡ r ʌ ɡ
gwul,gwrella ev,V;FIN;SBJV;PST;IPFV;3;SG,ɡ r ɛ l ə ɛ v
gwul,gwrusses jy,V;FIN;IND;COND;2;SG,ɡ r ʌ s ə z d͡ʒ iː
gwul,gwrewgh hwi,V;FIN;IND;PRS/FUT;2;PL,ɡ r ɛ uː x w iː
gwul,gwredh jy,V;FIN;IND;PRS/FUT;2;SG,ɡ w r ɛ ð d͡ʒ iː
gwul,gwre'ta,V;FIN;IND;PRS/FUT;2;SG,ɡ ʌ r ɛ t a
gwul,gwrussens i,V;FIN;IND;COND;3;PL,ɡ r ʌ s ə n z i
gwul,gwrug ev,V;FIN;IND;PST;PFV;3;SG,ɡ r ʌ ɡ ɛ v
gwul,gwren ni,V;FIN;IND;PST;IPFV;1;PL,ɡ w r ɛ n n i
gwul,gwrussen vy,V;FIN;IND;COND;1;SG,ɡ r ʌ s ə n v iː
gwul,gwrussys,V;FIN;IND;COND;0,ɡ r ʌ s ɪ z
kara,kersons,V;FIN;IND;PST;PFV;3;PL,k ɛ r s ɔ n z
kara,kares,V;FIN;IMP;3;SG,k a r ɛ s
kara,keryn,V;FIN;IMP;1;PL,k ɛ r ɪ n
kara,karrewgh,V;FIN;SBJV;PST;IPFV;2;PL,k a r ɪ uː x
kara,karren,V;FIN;SBJV;PST;IPFV;1;PL,k a r ə n
kara,karsen,V;FIN;IND;COND;1;PL,k a r s ɛ n
kara,karav,V;FIN;IND;PRS/FUT;1;SG,k a r a v
kara,karewgh,V;FIN;IND;PST;IPFV;2;PL,k ə r ɛ uː x
kara,kar,V;FIN;IMP;2;SG,k a r
kara,keryn,V;FIN;IND;PRS/FUT;1;PL,k ɛ r ɪ n
kara,kyrriv,V;FIN;SBJV;PRS/FUT;1;SG,k ɪ r ɪ v
kara,kyrrer,V;FIN;SBJV;PRS/FUT;0,k ɪ r ə r
kara,karens,V;FIN;IND;PST;IPFV;3;PL,k a r ɛ n z
kara,kerowgh,V;FIN;IMP;2;PL,k ɛ r ɔ uː x
kara,kersys,V;FIN;IND;PST;PFV;2;SG,k ɛ r s ɪ s
kara,kerir,V;FIN;IND;PRS/FUT;0,k ɛ r ɪ r
kara,karrens,V;FIN;SBJV;PST;IPFV;3;PL,k a r ɛ n z
kara,karsa,V;FIN;IND;COND;3;SG,k a r s a
kara,kersowgh,V;FIN;IND;PST;PFV;2;PL,k ɛ r s ɔ uː x
kara,karres,V;FIN;SBJV;PST;IPFV;2;SG,k a r ɛ s
kara,karen,V;FIN;IND;PST;IPFV;1;SG,k a r ɛ n
kara,karrys,V;FIN;SBJV;PST;IPFV;0,k a r ɪ s
kara,kersyn,V;FIN;IND;PST;PFV;1;PL,k ɛ r s ɪ n
kara,kar,V;FIN;IND;PRS/FUT;3;SG,k a r
kara,karsewgh,V;FIN;IND;COND;2;PL,k a r s uː x
kara,kares,V;FIN;IND;PST;IPFV;2;SG,k a r ɛ s
kara,karren,V;FIN;SBJV;PST;IPFV;1;SG,k a r ə n
kara,kares,V;FIN;IND;PST;IPFV;0,k a r ɛ s
kara,karons,V;FIN;IND;PRS/FUT;3;PL,k a r ɔ n z
kara,karro,V;FIN;SBJV;PRS/FUT;3;SG,k a r ə ʊ
kara,kerryn,V;FIN;SBJV;PRS/FUT;1;PL,k ɛ r ɪ n
kara,karens,V;FIN;IMP;3;PL,k a r ɛ n z
kara,karrons,V;FIN;SBJV;PRS/FUT;3;PL,k a r ɔ n z
kara,keris,V;FIN;IND;PST;PFV;1;SG,k ɛ r ɪ s
kara,kara,V;FIN;IND;PST;IPFV;3;SG,k a r a
kara,kerrowgh,V;FIN;SBJV;PRS/FUT;2;PL,k ɛ r ɔ u x
kara,kyrri,V;FIN;SBJV;PRS/FUT;2;SG,k ɪ r ɪ
kara,karas,V;FIN;IND;PST;PFV;0,k a r a s
kara,karra,V;FIN;SBJV;PST;IPFV;3;SG,k a r a
kara,karses,V;FIN;IND;COND;2;SG,k a r s ɪ s
kara,kerowgh,V;FIN;IND;PRS/FUT;2;PL,k ɛ r ɔ uː x
kara,kerydh,V;FIN;IND;PRS/FUT;2;SG,k ɛ r ɪ ð
kara,karsens,V;FIN;IND;COND;3;PL,k a r s ɛ n z
kara,karas,V;FIN;IND;PST;PFV;3;SG,k a r a s
kara,karen,V;FIN;IND;PST;IPFV;1;PL,k a r ɛ n
kara,karsen,V;FIN;IND;COND;1;SG,k a r s ɛ n
kara,karsys,V;FIN;IND;COND;0,k a r s ɪ s
kavos,y'gas beu,V;FIN;IND;PST;PFV;2;PL,j ɡ a s b eː u
kavos,y'n jeffa,V;FIN;SBJV;PST;IPFV;3;SG;MASC,ɪ n d ʒ ɛ f ə
kavos,y's teffa,V;FIN;SBJV;PST;IPFV;3;SG;FEM,iː s t ɛ f ə
kavos,y's jeffa,V;FIN;SBJV;PST;IPFV;3;SG;FEM,j ə z d͡ʒ ɛ f ə
kavos,y'gan bo,V;FIN;SBJV;PRS/FUT;1;PL,j ɡ ɑː n b oː
kavos,y's teffo,V;FIN;SBJV;PRS/FUT;3;SG;FEM,iː s t ɛ f ə ʊ
kavos,y's jeffo,V;FIN;SBJV;PRS/FUT;3;SG;FEM,j ə z d͡ʒ ɛ f ə ʊ
kavos,y's tevedha,V;FIN;IND;COND;3;SG;FEM,ɪ s t ɛ v ɛ ð a
kavos,y's jevedha,V;FIN;IND;COND;3;SG;FEM,ɪ s d ʒ ɛ v ɛ ð a
kavos,y'm beus,V;FIN;IND;PRS;1;SG,ɪ m b eː s
kavos,y'gan bo,V;FIN;IND;PST;IPFV;1;PL,j ɡ ɑː n b oː
kavos,y' fe,V;FIN;SBJV;PST;IPFV;2;SG,j f eː
kavos,y's teves,V;FIN;IND;PRS;3;SG;FEM,iː s t eː v ɪ s
kavos,y's jeves,V;FIN;IND;PRS;3;SG;FEM,j ə z d͡ʒ eː v ə s
kavos,y'm bydh,V;FIN;IND;FUT;1;SG,ə m b ɪ ð
