lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form
biś,bijachu,V;PST;3;PL,0.0,0.0,bʲ i j a x u
biś,bijach,V;PST;1;SG,0.0,0.0,bʲ i j a x
biś,bijašćo,V;PST;2;PL,0.0,0.0,bʲ i j a ɕ t͡ɕ ɔ
biś,bijašo,V;PST;2;SG,0.0,0.0,bʲ i j a ʃ ɔ
biś,bijašo,V;PST;3;SG,0.0,0.0,bʲ i j a ʃ ɔ
biś,bijaštej,V;PST;2;DU,0.0,0.0,bʲ i j a ʃ t ɛ j
biś,bijaštej,V;PST;3;DU,0.0,0.0,bʲ i j a ʃ t ɛ j
biś,bijomej,V;PRS;1;DU,0.0,0.0,bʲ iʲ ɔ m ɛ j
biś,bijomy,V;PRS;1;PL,0.0,0.0,bʲ i j ɔ m ɨ
biś,bijośo,V;PRS;2;PL,0.0,0.0,bʲ i j ɔ ɕ ɔ
biś,bijoš,V;PRS;2;SG,0.0,0.0,bʲ i j ɔ ʃ
biś,bijotej,V;PRS;2;DU,0.0,0.0,bʲ iʲ ɔ t ɛ j
biś,bijotej,V;PRS;3;DU,0.0,0.0,bʲ iʲ ɔ t ɛ j
biś,bijo,V;PRS;3;SG,0.0,0.0,bʲ i j ɔ
biś,bijśo,V;IMP;2;PL,0.0,0.0,bʲ i j ɕ ɔ
biś,bijtej,V;IMP;2;DU,0.0,0.0,bʲ i j t ɛ j
biś,biju,V;PRS;1;SG,0.0,0.0,bʲ i j u
biś,biju,V;PRS;3;PL,0.0,0.0,bʲ i j u
biś,bij,V;IMP;2;SG,0.0,0.0,bʲ i j
bluwaś,bluwachmej,V;PST;1;DU,0.0,0.0,b l u w a x m ɛ j
bluwaś,bluwachmy,V;PST;1;PL,0.0,0.0,b l u w a x m ɨ
bluwaś,bluwachu,V;PST;3;PL,0.0,0.0,b l u w a x u
bluwaś,bluwach,V;PST;1;SG,0.0,0.0,b l u w a x
bluwaś,bluwajśo,V;IMP;2;PL,0.0,0.0,b l u w a j ɕ ɔ
bluwaś,bluwajtej,V;IMP;2;DU,0.0,0.0,b l u w a j t ɛ j
bluwaś,bluwaju,V;PRS;3;PL,0.0,0.0,b l u w a j u
bluwaś,bluwaj,V;IMP;2;SG,0.0,0.0,b l u w a j
bluwaś,bluwamej,V;PRS;1;DU,0.0,0.0,b l u w a m ɛ j
bluwaś,bluwam,V;PRS;1;SG,0.0,0.0,b l u w a m
bluwaś,bluwamy,V;PRS;1;PL,0.0,0.0,b l u w a m ɨ
bluwaś,bluwašćo,V;PST;2;PL,0.0,0.0,b l u w a ɕ t͡ɕ ɔ
bluwaś,bluwaśo,V;PRS;2;PL,0.0,0.0,b l u w a ɕ ɔ
bluwaś,bluwašo,V;PST;2;SG,0.0,0.0,b l u w a ʃ ɔ
bluwaś,bluwašo,V;PST;3;SG,0.0,0.0,b l u w a ʃ ɔ
bluwaś,bluwaštej,V;PST;2;DU,0.0,0.0,b l u w a ʃ t ɛ j
bluwaś,bluwaštej,V;PST;3;DU,0.0,0.0,b l u w a ʃ t ɛ j
bluwaś,bluwaš,V;PRS;2;SG,0.0,0.0,b l u w a ʃ
bluwaś,bluwatej,V;PRS;2;DU,0.0,0.0,b l u w a t ɛ j
bluwaś,bluwatej,V;PRS;3;DU,0.0,0.0,b l u w a t ɛ j
bluwaś,bluwa,V;PRS;3;SG,0.0,0.0,b l u w a
bójaś,bójachmej,V;PST;1;DU,0.0,0.0,b ɛ j a x m ɛ j
bójaś,bójachmy,V;PST;1;PL,0.0,0.0,b ɛ j a x m ɨ
bójaś,bójachu,V;PST;3;PL,0.0,0.0,b ɛ j a x u
bójaś,bójach,V;PST;1;SG,0.0,0.0,b ɛ j a x
bójaś,bójašćo,V;PST;2;PL,0.0,0.0,b ɛ j a ɕ t͡ɕ ɔ
bójaś,bójašo,V;PST;2;SG,0.0,0.0,b ɛ j a ʃ ɔ
bójaś,bójašo,V;PST;3;SG,0.0,0.0,b ɛ j a ʃ ɔ
bójaś,bójaštej,V;PST;2;DU,0.0,0.0,b ɛ j a ʃ t ɛ j
bójaś,bójaštej,V;PST;3;DU,0.0,0.0,b ɛ j a ʃ t ɛ j
bójaś,bóje,V;PRS;3;PL,0.0,0.0,b ɛ j ɛ
bójaś,bójmej,V;PRS;1;DU,0.0,0.0,b ɛ j m ɛ j
bójaś,bójm,V;PRS;1;SG,0.0,0.0,b ɛ j m
bójaś,bójmy,V;PRS;1;PL,0.0,0.0,b ɛ j m ɨ
bójaś,bójśo,V;IMP;2;PL,0.0,0.0,b ɛ j ɕ ɔ
bójaś,bójśo,V;PRS;2;PL,0.0,0.0,b ɛ j ɕ ɔ
bójaś,bójš,V;PRS;2;SG,0.0,0.0,b ɛ j ʃ
bójaś,bójtej,V;IMP;2;DU,0.0,0.0,b ɛ j t ɛ j
bójaś,bójtej,V;PRS;2;DU,0.0,0.0,b ɛ j t ɛ j
bójaś,bójtej,V;PRS;3;DU,0.0,0.0,b ɛ j t ɛ j
bójaś,bój,V;IMP;2;SG,0.0,0.0,b ɛ j
bójaś,bój,V;PRS;3;SG,0.0,0.0,b ɛ j
bóleś,bólechmej,V;PST;1;DU,0.0,2.380952380952381e-05,b ɛ l ɛ x m ɛ j
bóleś,bólechmy,V;PST;1;PL,0.0,2.380952380952381e-05,b ɛ l ɛ x m ɨ
bóleś,bólechu,V;PST;3;PL,0.0,2.380952380952381e-05,b ɛ l ɛ x u
bóleś,bólech,V;PST;1;SG,0.0,2.380952380952381e-05,b ɛ l ɛ x
bóleś,bólešćo,V;PST;2;PL,0.0,2.380952380952381e-05,b ɛ l ɛ ɕ t͡ɕ ɔ
bóleś,bólešo,V;PST;2;SG,0.0,2.380952380952381e-05,b ɛ l ɛ ʃ ɔ
bóleś,bólešo,V;PST;3;SG,0.0,2.380952380952381e-05,b ɛ l ɛ ʃ ɔ
bóleś,bóleštej,V;PST;2;DU,0.0,2.380952380952381e-05,b ɛ l ɛ ʃ t ɛ j
bóleś,bóleštej,V;PST;3;DU,0.0,2.380952380952381e-05,b ɛ l ɛ ʃ t ɛ j
bóleś,bóle,V;PRS;3;PL,0.0005,2.380952380952381e-05,b ɛ l ɛ
bóleś,bólimej,V;PRS;1;DU,0.0,2.380952380952381e-05,b ɛ l i m ɛ j
bóleś,bólim,V;PRS;1;SG,0.0,2.380952380952381e-05,b ɛ l i m
bóleś,bólimy,V;PRS;1;PL,0.0,2.380952380952381e-05,b ɛ l i m ɨ
bóleś,bóliśo,V;PRS;2;PL,0.0,2.380952380952381e-05,b ɛ l i ɕ ɔ
bóleś,bóliš,V;PRS;2;SG,0.0,2.380952380952381e-05,b ɛ l i ʃ
bóleś,bólitej,V;PRS;2;DU,0.0,2.380952380952381e-05,b ɛ l i t ɛ j
bóleś,bólitej,V;PRS;3;DU,0.0,2.380952380952381e-05,b ɛ l i t ɛ j
bóleś,bóli,V;PRS;3;SG,0.0,2.380952380952381e-05,b ɛ l i
bóleś,bólśo,V;IMP;2;PL,0.0,2.380952380952381e-05,b ɛ l ɕ ɔ
bóleś,bóltej,V;IMP;2;DU,0.0,2.380952380952381e-05,b ɛ l t ɛ j
bóleś,ból,V;IMP;2;SG,0.0,2.380952380952381e-05,b ɛ l
braś,bjerjechmej,V;PST;1;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ x m ɛ j
braś,bjerjechmy,V;PST;1;PL,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ x m ɨ
braś,bjerjechu,V;PST;3;PL,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ x u
braś,bjerjech,V;PST;1;SG,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ x
braś,bjerješćo,V;PST;2;PL,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ ɕ t͡ɕ ɔ
braś,bjerješo,V;PST;2;SG,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ ʃ ɔ
braś,bjerješo,V;PST;3;SG,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ ʃ ɔ
braś,bjerještej,V;PST;2;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ ʃ t ɛ j
braś,bjerještej,V;PST;3;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɛ ʃ t ɛ j
braś,bjerjomej,V;PRS;1;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɔ m ɛ j
braś,bjerjomy,V;PRS;1;PL,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɔ m ɨ
braś,bjerjośo,V;PRS;2;PL,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɔ ɕ ɔ
braś,bjerjoš,V;PRS;2;SG,0.0001,1.4285714285714289e-05,bʲ ɛ rʲ ɔ ʃ
braś,bjerjotej,V;PRS;2;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɔ t ɛ j
braś,bjerjotej,V;PRS;3;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɔ t ɛ j
braś,bjerjo,V;PRS;3;SG,0.0002,1.4285714285714289e-05,bʲ ɛ rʲ ɔ
braś,bjeŕśo,V;IMP;2;PL,0.0,1.4285714285714289e-05,bʲ ɛ rʲ ɕ ɔ
braś,bjeŕtej,V;IMP;2;DU,0.0,1.4285714285714289e-05,bʲ ɛ rʲ t ɛ j
braś,bjeru,V;PRS;1;SG,0.0,1.4285714285714289e-05,bʲ ɛ r u
braś,bjeru,V;PRS;3;PL,0.0,1.4285714285714289e-05,bʲ ɛ r u
braś,bjeŕ,V;IMP;2;SG,0.0,1.4285714285714289e-05,bʲ ɛ rʲ
bydliś,bydlachmej,V;PST;1;DU,0.0,9.047619047619046e-05,b ɨ d l a x m ɛ j
bydliś,bydlachmy,V;PST;1;PL,0.0,9.047619047619046e-05,b ɨ d l a x m ɨ
bydliś,bydlachu,V;PST;3;PL,0.0,9.047619047619046e-05,b ɨ d l a x u
bydliś,bydlach,V;PST;1;SG,0.0,9.047619047619046e-05,b ɨ d l a x
bydliś,bydlašćo,V;PST;2;PL,0.0,9.047619047619046e-05,b ɨ d l a ɕ t͡ɕ ɔ
bydliś,bydlašo,V;PST;2;SG,0.0,9.047619047619046e-05,b ɨ d l a ʃ ɔ
bydliś,bydlašo,V;PST;3;SG,0.0,9.047619047619046e-05,b ɨ d l a ʃ ɔ
bydliś,bydlaštej,V;PST;2;DU,0.0,9.047619047619046e-05,b ɨ d l a ʃ t ɛ j
bydliś,bydlaštej,V;PST;3;DU,0.0,9.047619047619046e-05,b ɨ d l a ʃ t ɛ j
bydliś,bydle,V;PRS;3;PL,0.0006,9.047619047619046e-05,b ɨ d l ɛ
bydliś,bydlimej,V;PRS;1;DU,0.0,9.047619047619046e-05,b ɨ d lʲ i m ɛ j
bydliś,bydlim,V;PRS;1;SG,0.0,9.047619047619046e-05,b ɨ d l i m
bydliś,bydlimy,V;PRS;1;PL,0.0,9.047619047619046e-05,b ɨ d lʲ i m ɨ
bydliś,bydliśo,V;IMP;2;PL,0.0,9.047619047619046e-05,b ɨ d l i ɕ ɔ
bydliś,bydliśo,V;PRS;2;PL,0.0,9.047619047619046e-05,b ɨ d l i ɕ ɔ
bydliś,bydliš,V;PRS;2;SG,0.0001,9.047619047619046e-05,b ɨ d l i ʃ
bydliś,bydlitej,V;IMP;2;DU,0.0,9.047619047619046e-05,b ɨ d l i t ɛ j
bydliś,bydlitej,V;PRS;2;DU,0.0,9.047619047619046e-05,b ɨ d l i t ɛ j
bydliś,bydlitej,V;PRS;3;DU,0.0,9.047619047619046e-05,b ɨ d l i t ɛ j
bydliś,bydli,V;IMP;2;SG,0.0006,9.047619047619046e-05,b ɨ d l i
bydliś,bydli,V;PRS;3;SG,0.0006,9.047619047619046e-05,b ɨ d l i
chójźiś,chójźachmej,V;PST;1;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ a x m ɛ j
chójźiś,chójźachmy,V;PST;1;PL,0.0,1.4285714285714284e-05,x ɛ j ʑ a x m ɨ
chójźiś,chójźachu,V;PST;3;PL,0.0,1.4285714285714284e-05,x ɛ j ʑ a x u
chójźiś,chójźach,V;PST;1;SG,0.0,1.4285714285714284e-05,x ɛ j ʑ a x
chójźiś,chójźašćo,V;PST;2;PL,0.0,1.4285714285714284e-05,x ɛ j ʑ a ɕ t͡ɕ ɔ
chójźiś,chójźašo,V;PST;2;SG,0.0,1.4285714285714284e-05,x ɛ j ʑ a ʃ ɔ
chójźiś,chójźašo,V;PST;3;SG,0.0,1.4285714285714284e-05,x ɛ j ʑ a ʃ ɔ
chójźiś,chójźaštej,V;PST;2;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ a ʃ t ɛ j
chójźiś,chójźaštej,V;PST;3;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ a ʃ t ɛ j
chójźiś,chójźćo,V;IMP;2;PL,0.0,1.4285714285714284e-05,x ɛ j ɕ t͡ɕ ɔ
chójźiś,chójźe,V;PRS;3;PL,0.0,1.4285714285714284e-05,x ɛ j ʑ ɛ
chójźiś,chójźimej,V;PRS;1;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ i m ɛ j
chójźiś,chójźim,V;PRS;1;SG,0.0,1.4285714285714284e-05,x ɛ j ʑ i m
chójźiś,chójźimy,V;PRS;1;PL,0.0,1.4285714285714284e-05,x ɛ j ʑ i m ɨ
chójźiś,chójźiśo,V;PRS;2;PL,0.0,1.4285714285714284e-05,x ɛ j ʑ i ɕ ɔ
chójźiś,chójźiš,V;PRS;2;SG,0.0,1.4285714285714284e-05,x ɛ j ʑ i ʃ
chójźiś,chójźitej,V;PRS;2;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ i t ɛ j
chójźiś,chójźitej,V;PRS;3;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ i t ɛ j
chójźiś,chójźi,V;PRS;3;SG,0.0003,1.4285714285714284e-05,x ɛ j ʑ i
chójźiś,chójźtej,V;IMP;2;DU,0.0,1.4285714285714284e-05,x ɛ j ʑ t ɛ j
chójźiś,chójź,V;IMP;2;SG,0.0,1.4285714285714284e-05,x ɛ j ɕ
chyliś,chylachmej,V;PST;1;DU,0.0,4.761904761904762e-06,x ɨ l a x m ɛ j
chyliś,chylachmy,V;PST;1;PL,0.0,4.761904761904762e-06,x ɨ l a x m ɨ
chyliś,chylachu,V;PST;3;PL,0.0,4.761904761904762e-06,x ɨ l a x u
chyliś,chylach,V;PST;1;SG,0.0,4.761904761904762e-06,x ɨ l a x
chyliś,chylašćo,V;PST;2;PL,0.0,4.761904761904762e-06,x ɨ l a ɕ t͡ɕ ɔ
chyliś,chylašo,V;PST;2;SG,0.0,4.761904761904762e-06,x ɨ l a ʃ ɔ
chyliś,chylašo,V;PST;3;SG,0.0,4.761904761904762e-06,x ɨ l a ʃ ɔ
chyliś,chylaštej,V;PST;2;DU,0.0,4.761904761904762e-06,x ɨ l a ʃ t ɛ j
chyliś,chylaštej,V;PST;3;DU,0.0,4.761904761904762e-06,x ɨ l a ʃ t ɛ j
chyliś,chyle,V;PRS;3;PL,0.0,4.761904761904762e-06,x ɨ l ɛ
chyliś,chylimej,V;PRS;1;DU,0.0,4.761904761904762e-06,x ɨ l i m ɛ j
chyliś,chylim,V;PRS;1;SG,0.0,4.761904761904762e-06,x ɨ l i m
chyliś,chylimy,V;PRS;1;PL,0.0,4.761904761904762e-06,x ɨ l i m ɨ
chyliś,chyliśo,V;PRS;2;PL,0.0,4.761904761904762e-06,x ɨ l i ɕ ɔ
chyliś,chyliš,V;PRS;2;SG,0.0,4.761904761904762e-06,x ɨ l i ʃ
chyliś,chylitej,V;PRS;2;DU,0.0,4.761904761904762e-06,x ɨ l i t ɛ j
chyliś,chylitej,V;PRS;3;DU,0.0,4.761904761904762e-06,x ɨ l i t ɛ j
chyliś,chyli,V;PRS;3;SG,0.0001,4.761904761904762e-06,x ɨ l i
chyliś,chylśo,V;IMP;2;PL,0.0,4.761904761904762e-06,x ɨ l ɕ ɔ
chyliś,chyltej,V;IMP;2;DU,0.0,4.761904761904762e-06,x ɨ l t ɛ j
chyliś,chyl,V;IMP;2;SG,0.0,4.761904761904762e-06,x ɨ l
chytaś,chytachmej,V;PST;1;DU,0.0,0.0,x ɨ t a x m ɛ j
chytaś,chytachmy,V;PST;1;PL,0.0,0.0,x ɨ t a x m ɨ
chytaś,chytachu,V;PST;3;PL,0.0,0.0,x ɨ t a x u
chytaś,chytach,V;PST;1;SG,0.0,0.0,x ɨ t a x
chytaś,chytajśo,V;IMP;2;PL,0.0,0.0,x ɨ t a j ɕ ɔ
chytaś,chytajtej,V;IMP;2;DU,0.0,0.0,x ɨ t a j t ɛ j
chytaś,chytaju,V;PRS;3;PL,0.0,0.0,x ɨ t a j u
chytaś,chytaj,V;IMP;2;SG,0.0,0.0,x ɨ t a j
chytaś,chytamej,V;PRS;1;DU,0.0,0.0,x ɨ t a m ɛ j
chytaś,chytam,V;PRS;1;SG,0.0,0.0,x ɨ t a m
chytaś,chytamy,V;PRS;1;PL,0.0,0.0,x ɨ t a m ɨ
chytaś,chytašćo,V;PST;2;PL,0.0,0.0,x ɨ t a ɕ t͡ɕ ɔ
chytaś,chytaśo,V;PRS;2;PL,0.0,0.0,x ɨ t a ɕ ɔ
chytaś,chytašo,V;PST;2;SG,0.0,0.0,x ɨ t a ʃ ɔ
chytaś,chytašo,V;PST;3;SG,0.0,0.0,x ɨ t a ʃ ɔ
chytaś,chytaštej,V;PST;2;DU,0.0,0.0,x ɨ t a ʃ t ɛ j
chytaś,chytaštej,V;PST;3;DU,0.0,0.0,x ɨ t a ʃ t ɛ j
chytaś,chytaš,V;PRS;2;SG,0.0,0.0,x ɨ t a ʃ
chytaś,chytatej,V;PRS;2;DU,0.0,0.0,x ɨ t a t ɛ j
chytaś,chytatej,V;PRS;3;DU,0.0,0.0,x ɨ t a t ɛ j
chytaś,chyta,V;PRS;3;SG,0.0,0.0,x ɨ t a
cuś,cujachmej,V;PST;1;DU,0.0,0.0,t͡s u j a x m ɛ j
cuś,cujachmy,V;PST;1;PL,0.0,0.0,t͡s u j a x m ɨ
cuś,cujachu,V;PST;3;PL,0.0,0.0,t͡s u j a x u
cuś,cujach,V;PST;1;SG,0.0,0.0,t͡s u j a x
cuś,cujašćo,V;PST;2;PL,0.0,0.0,t͡s u j a ɕ t͡ɕ ɔ
cuś,cujašo,V;PST;2;SG,0.0,0.0,t͡s u j a ʃ ɔ
cuś,cujašo,V;PST;3;SG,0.0,0.0,t͡s u j a ʃ ɔ
cuś,cujaštej,V;PST;2;DU,0.0,0.0,t͡s u j a ʃ t ɛ j
cuś,cujaštej,V;PST;3;DU,0.0,0.0,t͡s u j a ʃ t ɛ j
cuś,cujomej,V;PRS;1;DU,0.0,0.0,t͡s u j ɔ m ɛ j
cuś,cujomy,V;PRS;1;PL,0.0,0.0,t͡s u j ɔ m ɨ
cuś,cujośo,V;PRS;2;PL,0.0,0.0,t͡s u j ɔ ɕ ɔ
cuś,cujoš,V;PRS;2;SG,0.0,0.0,t͡s u j ɔ ʃ
cuś,cujotej,V;PRS;2;DU,0.0,0.0,t͡s u j ɔ t ɛ j
cuś,cujotej,V;PRS;3;DU,0.0,0.0,t͡s u j ɔ t ɛ j
cuś,cujo,V;PRS;3;SG,0.0,0.0,t͡s u j ɔ
cuś,cujśo,V;IMP;2;PL,0.0,0.0,t͡s u j ɕ ɔ
cuś,cujtej,V;IMP;2;DU,0.0,0.0,t͡s u j t ɛ j
cuś,cuju,V;PRS;1;SG,0.0,0.0,t͡s u j u
cuś,cuju,V;PRS;3;PL,0.0,0.0,t͡s u j u
cuś,cuj,V;IMP;2;SG,0.0,0.0,t͡s u j
cycaś,cycachmej,V;PST;1;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a x m ɛ j
cycaś,cycachmy,V;PST;1;PL,0.0,9.523809523809525e-06,t͡s ɨ t͡s a x m ɨ
cycaś,cycachu,V;PST;3;PL,0.0,9.523809523809525e-06,t͡s ɨ t͡s a x u
cycaś,cycach,V;PST;1;SG,0.0,9.523809523809525e-06,t͡s ɨ t͡s a x
cycaś,cycajśo,V;IMP;2;PL,0.0,9.523809523809525e-06,t͡s ɨ t͡s a j ɕ ɔ
cycaś,cycajtej,V;IMP;2;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a j t ɛ j
cycaś,cycaju,V;PRS;3;PL,0.0001,9.523809523809525e-06,t͡s ɨ t͡s a j u
cycaś,cycaj,V;IMP;2;SG,0.0,9.523809523809525e-06,t͡s ɨ t͡s a j
cycaś,cycamej,V;PRS;1;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a m ɛ j
cycaś,cycam,V;PRS;1;SG,0.0,9.523809523809525e-06,t͡s ɨ t͡s a m
cycaś,cycamy,V;PRS;1;PL,0.0,9.523809523809525e-06,t͡s ɨ t͡s a m ɨ
cycaś,cycašćo,V;PST;2;PL,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ɕ t͡ɕ ɔ
cycaś,cycaśo,V;PRS;2;PL,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ɕ ɔ
cycaś,cycašo,V;PST;2;SG,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ʃ ɔ
cycaś,cycašo,V;PST;3;SG,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ʃ ɔ
cycaś,cycaštej,V;PST;2;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ʃ t ɛ j
cycaś,cycaštej,V;PST;3;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ʃ t ɛ j
cycaś,cycaš,V;PRS;2;SG,0.0,9.523809523809525e-06,t͡s ɨ t͡s a ʃ
cycaś,cycatej,V;PRS;2;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a t ɛ j
cycaś,cycatej,V;PRS;3;DU,0.0,9.523809523809525e-06,t͡s ɨ t͡s a t ɛ j
cycaś,cyca,V;PRS;3;SG,0.0001,9.523809523809525e-06,t͡s ɨ t͡s a
cyniś,cynimej,V;PRS;1;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ i m ɛ j
cyniś,cynim,V;PRS;1;SG,0.0,5.238095238095237e-05,t͡s ɨ nʲ i m
cyniś,cynimy,V;PRS;1;PL,0.0001,5.238095238095237e-05,t͡s ɨ nʲ i m ɨ
cyniś,cyniśo,V;PRS;2;PL,0.0001,5.238095238095237e-05,t͡s ɨ nʲ i ɕ ɔ
cyniś,cyniš,V;PRS;2;SG,0.0,5.238095238095237e-05,t͡s ɨ nʲ i ʃ
cyniś,cynitej,V;PRS;2;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ i t ɛ j
cyniś,cynitej,V;PRS;3;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ i t ɛ j
cyniś,cyni,V;PRS;3;SG,0.0006,5.238095238095237e-05,t͡s ɨ nʲ i
cyniś,cynjachmej,V;PST;1;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ a x m ɛ j
cyniś,cynjachmy,V;PST;1;PL,0.0,5.238095238095237e-05,t͡s ɨ nʲ a x m ɨ
cyniś,cynjachu,V;PST;3;PL,0.0,5.238095238095237e-05,t͡s ɨ nʲ a x u
cyniś,cynjach,V;PST;1;SG,0.0,5.238095238095237e-05,t͡s ɨ nʲ a x
cyniś,cynjašćo,V;PST;2;PL,0.0,5.238095238095237e-05,t͡s ɨ nʲ a ɕ t͡ɕ ɔ
cyniś,cynjašo,V;PST;2;SG,0.0,5.238095238095237e-05,t͡s ɨ nʲ a ʃ ɔ
cyniś,cynjašo,V;PST;3;SG,0.0,5.238095238095237e-05,t͡s ɨ nʲ a ʃ ɔ
cyniś,cynjaštej,V;PST;2;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ a ʃ t ɛ j
cyniś,cynjaštej,V;PST;3;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ a ʃ t ɛ j
cyniś,cynje,V;PRS;3;PL,0.0003,5.238095238095237e-05,t͡s ɨ nʲ ɛ
cyniś,cyńśo,V;IMP;2;PL,0.0,5.238095238095237e-05,t͡s ɨ nʲ ɕ ɔ
cyniś,cyńtej,V;IMP;2;DU,0.0,5.238095238095237e-05,t͡s ɨ nʲ t ɛ j
cyniś,cyń,V;IMP;2;SG,0.0,5.238095238095237e-05,t͡s ɨ nʲ
cytaś,cytachmej,V;PST;1;DU,0.0,1.4285714285714284e-05,t͡s ɨ t a x m ɛ j
cytaś,cytachmy,V;PST;1;PL,0.0,1.4285714285714284e-05,t͡s ɨ t a x m ɨ
cytaś,cytachu,V;PST;3;PL,0.0,1.4285714285714284e-05,t͡s ɨ t a x u
cytaś,cytach,V;PST;1;SG,0.0,1.4285714285714284e-05,t͡s ɨ t a x
cytaś,cytajśo,V;IMP;2;PL,0.0,1.4285714285714284e-05,t͡s ɨ t a j ɕ ɔ
cytaś,cytajtej,V;IMP;2;DU,0.0,1.4285714285714284e-05,t͡s ɨ t a j t ɛ j
cytaś,cytaju,V;PRS;3;PL,0.0,1.4285714285714284e-05,t͡s ɨ t a j u
cytaś,cytaj,V;IMP;2;SG,0.0,1.4285714285714284e-05,t͡s ɨ t a j
