lemma,form,paradigm_slot,phonemic_form
foloing,fóelsaid,V;FIN;IND;FUT;2;PL;LGSPEC2,f oː i̯ l͈ s i ðʲ
foloing,focóemlachtar,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,f o k oː i̯ ṽ l a x t a r
foloing,folilsat,V;FIN;IND;FUT;3;PL;LGSPEC1,f o lʲ i l͈ s a d
foloing,folóis,V;FIN;SBJV;PRS;2;SG;LGSPEC1,f o l oː sʲ
foloing,fulngaid,V;FIN;IMP;2;PL,f u l ŋ ɡ i ðʲ
foloing,folil,V;FIN;IND;FUT;3;SG;LGSPEC1,f o lʲ i lʲ
foloing,fulngat,V;FIN;IND;PRS;3;PL;LGSPEC2,f u l͈ ŋ ɡ a d
foloing,folilus,V;FIN;IND;FUT;1;SG;LGSPEC1,f o lʲ i l u s
foloing,foloingfocoimling,V;FIN;IND;PRS;3;SG;LGSPEC1,f o l o ŋʲ ɡʲ f o ɡ o mʲ lʲ i ŋʲ ɡʲ
foloing,folós,V;FIN;SBJV;PRS;1;SG;LGSPEC1,f o l oː s
foloing,fulaingfochomlaing,V;FIN;IND;PRS;3;SG;LGSPEC2,f u l a ŋʲ ɡʲ f o x o ṽ l ə ŋʲ ɡʲ
foloing,fochomolsaid,V;FIN;SBJV;PRS;2;PL;LGSPEC2,f o x o ṽ o l͈ s i ðʲ
foloing,folongat,V;FIN;IND;PRS;3;PL;LGSPEC1,f o l o ŋ ɡ a d
foloing,fóel,V;FIN;IND;FUT;3;SG;LGSPEC2,f oː i̯ l
foloing,focóemallag,V;FIN;IND;PST;PRF;1;SG;LGSPEC1,f o k oː i̯ ṽ a l͈ a ɣ
adamraigedar,roadamrigther,V;FIN;SBJV;PRS;PASS;SG;LGSPEC1,r͈ o a ð a ṽ r i ɣʲ θʲ e r
adamraigedar,adruamraigset,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,a ð r u a ṽ r i ɣʲ sʲ e d
adamraigedar,adamraigther,V;FIN;SBJV;PRS;2;SG;LGSPEC1,a ð a ṽ r i ɣʲ θʲ e r
adamraigedar,adamrigedar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð a ṽ rʲ i ɣʲ e ð a r
adamraigedar,adamrigethar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð a ṽ rʲ i ɣʲ e θ a r
adamraigedar,adamraigthi,V;FIN;LGSPEC3,a ð a ṽ r i ɣʲ θʲ i
adamraigedar,adamraigetar,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð a ṽ r i ɣʲ e d a r
formuinethar,forménatar,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,f o r͈ʲ mʲ eː n a d a r
formuinethar,formoinetar,V;FIN;IND;PRS;3;PL;LGSPEC2,f o r ṽ o nʲ e d a r
formuinethar,farmuinethar,V;FIN;IND;PRS;3;SG;LGSPEC1,f a r ṽ u nʲ e θ a r
adclaid,adcláis,V;FIN;SBJV;PRS;2;SG;LGSPEC1,a ð k l aː sʲ
adclaid,accladat,V;FIN;IND;PRS;3;PL;LGSPEC2,a k l a ð a d
adclaid,adcichlus,V;FIN;IND;FUT;1;SG;LGSPEC1,a ð kʲ i x l u s
adclaid,aclaid,V;FIN;IND;PRS;3;SG;LGSPEC2,a k l i ðʲ
adclaid,adcladat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð k l a ð a d
foálgi,fuálgi,V;FIN;IND;PRS;2;SG;LGSPEC1,f u aː l ɣʲ i
foálgi,forálaig,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,f o r aː l i ɣʲ
foálgi,fálgi,V;FIN;IND;PRS;3;SG;LGSPEC2,f aː l ɣʲ i
foálgi,foálaig,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,f o aː l i ɣʲ
foálgi,foálagar,V;FIN;IND;PRS;PASS;SG;LGSPEC1,f o aː l a ɣ a r
adcobra,adcobrai,V;FIN;IND;PRS;2;SG;LGSPEC1,a ð k o v r i
adcobra,adcobrad,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,a ð k o v r a ð
adcobra,athcobrad,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,a θ k o v r a ð
adcobra,adrochabair,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð r o x a v i rʲ
adcobra,adcobra,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð k o v r a
adcobra,accobra,V;FIN;IND;PRS;3;SG;LGSPEC2,a k o v r a
adcobra,adcobair,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð k o v i rʲ
adcobra,adcobrat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð k o v r a d
adcomla,adcomaltar,V;FIN;SBJV;PRS;PASS;SG;LGSPEC1,a ð k o ṽ a l͈ t a r
adcomla,adcomlasat,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,a ð k o ṽ l a s a d
adcomla,adrochomul,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð r o x o ṽ u l
adcomla,adcomla,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð k o ṽ l a
adcomla,adcomlatar,V;FIN;IND;PRS;PASS;PL;LGSPEC1,a ð k o ṽ l a d a r
adcomla,adcomaill,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð k o ṽ i l͈ʲ
adcomla,adcomaltar,V;FIN;IND;PRS;PASS;SG;LGSPEC1,a ð k o ṽ a l͈ t a r
adcomla,adcomlat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð k o ṽ l a d
adcosnai,adcosnaitis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,a ð k o s n͈ i dʲ i sʲ
adcosnai,adcosnae,V;FIN;SBJV;PRS;2;SG;LGSPEC1,a ð k o s n͈ e
adcosnai,adruchoisséni,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð r u x o sʲ eː nʲ i
adcosnai,ascnai,V;FIN;IND;PRS;3;SG;LGSPEC2,a s k n i
adcosnai,adchosain,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð x o s i nʲ
adcosnai,adcosnat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð k o s n͈ a d
adcota,adcotar,V;FIN;SBJV;PRS;PASS;SG;LGSPEC1,a ð k o d a r
adcota,adcotai,V;FIN;IND;PRS;2;SG;LGSPEC1,a ð k o d i
adcota,étis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC2,eː dʲ i sʲ
adcota,étaitis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC2,eː d i dʲ i sʲ
adcota,étatham,V;FIN;IND;FUT;1;PL;LGSPEC2,eː d a θ a ṽ
adcota,adcotatsat,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,a ð k o d a d s a d
adcota,adcotaiset,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,a ð k o d i sʲ e d
adcota,adcotadus,V;FIN;IND;PST;PFV;1;SG;LGSPEC1,a ð k o d a ð u s
adcota,adcodados,V;FIN;IND;PST;PFV;1;SG;LGSPEC1,a ð k o ð a ð o s
adcota,adcotad,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,a ð k o d a ð
adcota,étatsat,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,eː d a d s a d
adcota,étsat,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,eː d s a d
adcota,état,V;FIN;IND;PRS;3;PL;LGSPEC2,eː d a d
adcota,roét,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,r͈ oː e̯ d
adcota,rohét,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,r͈ o h eː d
adcota,adcotaarcota,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð k o d a a̯ r k o d a
adcota,adcot,V;FIN;SBJV;PRS;1;SG;LGSPEC1,a ð k o d
adcota,adcotadsam,V;FIN;IND;PST;PFV;1;PL;LGSPEC1,a ð k o d a ð s a ṽ
adcota,adcotasum,V;FIN;IND;PST;PFV;1;PL;LGSPEC1,a ð k o d a s u ṽ
adcota,éta,V;FIN;IND;PRS;3;SG;LGSPEC2,eː d a
adcota,adcotaiter,V;FIN;IND;PRS;PASS;PL;LGSPEC1,a ð k o d i dʲ e rʲ
adcota,étaid,V;FIN;SBJV;PRS;2;PL;LGSPEC2,eː d i ðʲ
adcota,étid,V;FIN;SBJV;PRS;2;PL;LGSPEC2,eː dʲ i ðʲ
adcota,étade,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,eː d a ð e
adcota,étada,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,eː d a ð a
adcota,adcotade,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð k o d a ðʲ e
adcota,adcotedae,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð k o dʲ e ð e
adcota,adcotad,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð k o d a ð
adcota,adcotar,V;FIN;IND;PRS;PASS;SG;LGSPEC1,a ð k o d a r
adcota,adcotat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð k o d a d
adcota,étada,V;FIN;IND;FUT;3;SG;LGSPEC2,eː d a ð a
adcota,adcotad,V;FIN;IND;PST;PFV;PASS;SG;LGSPEC1,a ð k o d a ð
adcí,adcethar,V;FIN;SBJV;PRS;PASS;SG;LGSPEC1,a ð kʲ e θ a r
adcí,con-acca,V;FIN;IND;PST;PFV;2;SG;LGSPEC1,k o n͈ a ɡ a
adcí,adcítis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,a ð kʲ iː dʲ i sʲ
adcí,adcí,V;FIN;IND;PRS;2;SG;LGSPEC1,a ð kʲ iː
adcí,acca,V;FIN;IND;PST;PRF;2;SG;LGSPEC2,a k a
adcí,con-accatar,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,k o n͈ a ɡ a d a r
adcí,adcondarc,V;FIN;IND;PST;PRF;2;SG;LGSPEC1,a ð k o n͈ d a r k
adcí,con-acca,V;FIN;IND;PST;PFV;1;SG;LGSPEC1,k o n͈ a ɡ a
adcí,adcondarctar,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,a ð k o n͈ d a r k t a r
adcí,adcíd,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,a ð kʲ iː ð
adcí,adcichset,V;FIN;IND;FUT;3;PL;LGSPEC1,a ð kʲ i xʲ sʲ e d
adcí,acca,V;FIN;IND;PST;PRF;1;SG;LGSPEC2,a k a
adcí,accatar,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,a k a d a r
adcí,accat,V;FIN;IND;PRS;3;PL;LGSPEC2,a k a d
adcí,acat,V;FIN;IND;PRS;3;PL;LGSPEC2,a ɡ a d
adcí,adcondairc,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð k o n͈ d i rʲ kʲ
adcí,adcí,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð kʲ iː
adcí,adcíi,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð kʲ iː
adcí,adcear,V;FIN;SBJV;PRS;1;SG;LGSPEC1,a ð kʲ e a̯ r
adcí,con-accamar,V;FIN;IND;PST;PFV;1;PL;LGSPEC1,k o n͈ a ɡ a ṽ a r
adcí,aicci,V;FIN;IND;PRS;3;SG;LGSPEC2,a kʲ i
adcí,adcíter,V;FIN;IND;PRS;PASS;PL;LGSPEC1,a ð kʲ iː dʲ e r
adcí,accae,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a k e
adcí,acæ,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a k eː
adcí,accae,V;FIN;IND;PST;PRF;3;SG;LGSPEC2,a k e
adcí,con-accae,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,k o n ə ɡ e
adcí,adcítheradrodarcar,V;FIN;IND;PRS;PASS;SG;LGSPEC1,a ð kʲ iː θʲ e r a ð r o ð a r k a r
adcí,adciat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð kʲ i a̯ d
adcí,aiccigi,V;FIN;IND;FUT;3;SG;LGSPEC2,a kʲ i ɣʲ i
adcí,adcess,V;FIN;IND;PST;PFV;PASS;SG;LGSPEC1,a ð kʲ e s
adcí,adcondarc,V;FIN;IND;PST;PRF;1;SG;LGSPEC1,a ð k o n͈ d a r k
adgládathar,adgláitis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,a ð ɡ l aː dʲ i sʲ
adgládathar,adgládaither,V;FIN;IND;PRS;2;SG;LGSPEC1,a ð ɡ l aː ð i θʲ e r
adgládathar,adrogailser,V;FIN;IND;PST;PRF;2;SG;LGSPEC1,a ð r o ɣ i l͈ʲ sʲ e r
adgládathar,adgegaldathar,V;FIN;IND;FUT;3;SG;LGSPEC1,a ð ɡʲ e ɣ a l͈ d a θ a r
adgládathar,adgeglathar,V;FIN;IND;FUT;3;SG;LGSPEC1,a ð ɡʲ e ɣ l a θ a r
adgládathar,adgegaldar,V;FIN;IND;FUT;1;SG;LGSPEC1,a ð ɡʲ e ɣ a l͈ d a r
adgládathar,adroglastar,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð r o ɣ l a s t a r
adgládathar,adgládathar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð ɡ l aː ð a θ a r
adgládathar,adgládadar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð ɡ l aː ð a ð a r
adgládathar,a-tgláite,V;FIN;IMP;2;SG,a d ɣ l aː dʲ e
adgládathar,accailde,V;FIN;IMP;2;SG,a k i l͈ʲ dʲ e
adgládathar,adgládasmar,V;FIN;IND;PST;PFV;1;PL;LGSPEC1,a ð ɡ l aː ð a s ṽ a r
adgládathar,accaldathar,V;FIN;IND;PRS;3;SG;LGSPEC2,a k a l͈ ð a θ a r
adgládathar,árlaidid,V;FIN;SBJV;PRS;2;PL;LGSPEC2,aː r͈ l͈ i ðʲ i ðʲ
adgládathar,accaldastar,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a k a l͈ d a s t a r
adgládathar,aiclestar,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a ɡʲ lʲ e s t a r
adgládathar,accaild,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a k i l͈ʲ dʲ
adgládathar,árlastar,V;FIN;IND;PST;PRF;3;SG;LGSPEC2,aː r͈ l͈ a s t a r
adgládathar,árlasair,V;FIN;IND;PST;PRF;3;SG;LGSPEC2,aː r͈ l͈ a s i rʲ
adgládathar,adgládastar,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð ɡ l aː ð a s t a r
adgládathar,acallta,V;FIN;LGSPEC3,a ɡ a l͈ t a
adgládathar,adgládatar,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð ɡ l aː ð a d a r
adgnin,adgénatar,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,a ð ɡʲ eː n a d a r
adgnin,adgén,V;FIN;IND;PST;PFV;1;SG;LGSPEC1,a ð ɡʲ eː n
adgnin,adgnied,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,a ð ɡʲ nʲ i ðʲ
adgnin,aithgéntar,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,a θʲ ɣʲ eː n͈ t a r
adgnin,aithgninet,V;FIN;IND;PRS;3;PL;LGSPEC2,a θʲ ɣʲ nʲ i nʲ e d
adgnin,adgén,V;FIN;IND;FUT;1;SG;LGSPEC1,a ð ɡʲ eː n
adgnin,adgénammar,V;FIN;IND;PST;PFV;1;PL;LGSPEC1,a ð ɡʲ eː n a m a r
adgnin,aithgéuin,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a θʲ ɣʲ eː u̯ nʲ
adgnin,adgéuin,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð ɡʲ eː u̯ nʲ
adgnin,adgninat,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð ɡʲ nʲ i n a d
adgnin,aithgéna,V;FIN;IND;FUT;3;SG;LGSPEC2,a θʲ ɣʲ eː n a
admuinethar,admuinter,V;FIN;IND;PRS;2;SG;LGSPEC1,a ð m u n͈ʲ tʲ e r
adrími,adrímther,V;FIN;SBJV;PRS;PASS;SG;LGSPEC1,a ð r͈ʲ iː ṽʲ θʲ e r
adrími,adrímtis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,a ð r͈ʲ iː ṽʲ tʲ i sʲ
adrími,adrími,V;FIN;IND;PRS;2;SG;LGSPEC1,a ð r͈ʲ iː ṽʲ i
adrími,adruirmisset,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,a ð r u rʲ ṽʲ i sʲ e d
adrími,adrímfem,V;FIN;IND;FUT;1;PL;LGSPEC1,a ð rʲ iː mʲ fʲ e ṽ
adrími,adrurmius,V;FIN;IND;PST;PFV;1;SG;LGSPEC1,a ð r u r ṽʲ u s
adrími,adruirmed,V;FIN;IND;PST;PRF;PASS;SG;LGSPEC1,a ð r u rʲ ṽʲ e ð
adrími,adruirmisset,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,a ð r u rʲ ṽʲ i sʲ e d
adrími,adríme,V;FIN;SBJV;PRS;2;SG;LGSPEC1,a ð r͈ʲ iː ṽʲ e
adrími,adruirim,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð r u rʲ i ṽʲ
adrími,adrími,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð r͈ʲ iː ṽʲ i
adrími,áirmi,V;FIN;IND;PRS;3;SG;LGSPEC2,aː rʲ ṽʲ i
adrími,adrímter,V;FIN;IND;PRS;PASS;PL;LGSPEC1,a ð rʲ iː ṽʲ tʲ e r
adrími,arraim,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,a r͈ i ṽʲ
adrími,arraim,V;FIN;IND;PST;PRF;3;SG;LGSPEC2,a r͈ i ṽʲ
adrími,adruirim,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð r u rʲ i ṽʲ
adrími,aírmthi,V;FIN;LGSPEC3,aː i̯ r͈ʲ ṽʲ θʲ i
adrími,adrímther,V;FIN;IND;PRS;PASS;SG;LGSPEC1,a ð r͈ʲ iː ṽʲ θʲ e r
adrími,adrímet,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð r͈ʲ iː ṽʲ e d
adrími,adruirmed,V;FIN;IND;PST;PFV;PASS;SG;LGSPEC1,a ð r u rʲ ṽʲ e ð
adrími,adrurmius,V;FIN;IND;PST;PRF;1;SG;LGSPEC1,a ð r u r ṽʲ u s
adágathar,áigtis,V;FIN;IND;PST;IPFV;3;PL;LGSPEC2,aː ɣʲ tʲ i sʲ
adágathar,adráigsetar,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,a ð r aː ɣʲ sʲ e d a r
adágathar,adráichsetar,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,a ð r aː xʲ sʲ e d a r
adágathar,adráigset,V;FIN;IND;PST;PRF;3;PL;LGSPEC1,a ð r aː ɣʲ sʲ e d
adágathar,adáigther,V;FIN;SBJV;PRS;2;SG;LGSPEC1,a ð aː ɣʲ θʲ e r
adágathar,áigsetar,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,aː ɣʲ sʲ e d a r
adágathar,áigset,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,aː ɣʲ sʲ e d
adágathar,adáichfethar,V;FIN;IND;FUT;3;SG;LGSPEC1,a ð aː xʲ fʲ e θ a r
adágathar,adáichfedar,V;FIN;IND;FUT;3;SG;LGSPEC1,a ð aː xʲ fʲ e ð a r
adágathar,áigetar,V;FIN;IND;PRS;3;PL;LGSPEC2,aː ɣʲ e d a r
adágathar,ágetar,V;FIN;IND;PRS;3;PL;LGSPEC2,aː ɣʲ e d a r
adágathar,adáichfer,V;FIN;IND;FUT;1;SG;LGSPEC1,a ð aː xʲ fʲ e r
adágathar,adráigestar,V;FIN;IND;PST;PRF;3;SG;LGSPEC1,a ð r aː ɣʲ e s t a r
adágathar,adágathar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð aː ɣ a θ a r
adágathar,adágadar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð aː ɣ a ð a r
adágathar,adáigethar,V;FIN;IND;PRS;3;SG;LGSPEC1,a ð aː ɣʲ e θ a r
adágathar,áigthe,V;FIN;IMP;2;SG,aː ɣʲ θʲ e
adágathar,áig,V;FIN;IMP;2;SG,aː ɣʲ
adágathar,adáigsem,V;FIN;IND;PST;PFV;1;PL;LGSPEC1,a ð aː ɣʲ sʲ e ṽ
adágathar,ágathar,V;FIN;IND;PRS;3;SG;LGSPEC2,aː ɣ a θ a r
adágathar,áigethar,V;FIN;IND;PRS;3;SG;LGSPEC2,aː ɣʲ e θ a r
adágathar,ágether,V;FIN;IND;PRS;3;SG;LGSPEC2,aː ɣʲ e θʲ e r
adágathar,ágastar,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,aː ɣ a s t a r
adágathar,áigestar,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,aː ɣʲ e s t a r
adágathar,áig,V;FIN;IND;PST;PFV;3;SG;LGSPEC2,aː ɣʲ
adágathar,ráigestar,V;FIN;IND;PST;PRF;3;SG;LGSPEC2,r͈ aː ɣʲ e s t a r
adágathar,adágastar,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð aː ɣ a s t a r
adágathar,adáigestar,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð aː ɣʲ e s t a r
adágathar,adáig,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,a ð aː ɣʲ
adágathar,adáigther,V;FIN;IND;PRS;PASS;SG;LGSPEC1,a ð aː ɣʲ θʲ e r
adágathar,adáigetar,V;FIN;IND;PRS;3;PL;LGSPEC1,a ð aː ɣʲ e d a r
adágathar,áichfethar,V;FIN;IND;FUT;3;SG;LGSPEC2,aː xʲ fʲ e θ a r
gníid,gníu,V;FIN;IND;PRS;CONJ;1;SG,ɡʲ nʲ iː u̯
gníid,gníid,V;FIN;IND;PRS;CONJ;2;PL,ɡʲ nʲ iː ðʲ
gníid,gnís,V;FIN;IND;PRS;REL;3;SG,ɡʲ nʲ iː s
gníid,génset,V;FIN;IND;PST;PFV;CONJ;3;PL,ɡʲ eː n͈ʲ sʲ e d
gníid,gníid,V;FIN;IND;PRS;ABS;3;SG,ɡʲ nʲ iː ðʲ
gníid,gní,V;FIN;IND;PRS;CONJ;3;SG,ɡʲ nʲ iː
gníid,gníth,V;FIN;IND;PST;PFV;CONJ;PASS;SG,ɡʲ nʲ iː θ
gníid,géni,V;FIN;IND;PST;PFV;CONJ;3;SG,ɡʲ eː nʲ i
gníid,génais,V;FIN;IND;PST;PFV;ABS;3;SG,ɡʲ eː n i sʲ
gníid,gníther,V;FIN;IND;PRS;ABS;PASS;SG,ɡʲ nʲ iː θʲ e r
guidid,gádatar,V;FIN;IND;PST;PFV;ABS;3;PL,ɡ aː ð a d a r
guidid,guidiu,V;FIN;IND;PRS;CONJ;1;SG,ɡ u ðʲ u
guidid,guidimm,V;FIN;IND;PRS;CONJ;1;SG,ɡ u ðʲ i mʲ
guidid,gigius,V;FIN;IND;FUT;CONJ;1;SG,ɡʲ i ɣʲ u s
guidid,gessatroigset,V;FIN;SBJV;PRS;CONJ;3;PL,ɡʲ e s a d r o ɣʲ sʲ e d
guidid,gád,V;FIN;IND;PST;PFV;CONJ;1;SG,ɡ aː ð
guidid,gess,V;FIN;SBJV;PRS;CONJ;1;SG,ɡʲ e s
guidid,guidet,V;FIN;IND;PRS;CONJ;3;PL,ɡ u ðʲ e d
guidid,guidid,V;FIN;IND;PRS;ABS;3;SG,ɡ u ðʲ ə ðʲ
guidid,guid,V;FIN;IND;PRS;CONJ;3;SG,ɡ u ðʲ
guidid,gess,V;FIN;IND;PST;PFV;CONJ;PASS;SG,ɡʲ e s
guidid,guiter,V;FIN;IND;PRS;CONJ;PASS;SG,ɡ u dʲ e r
guidid,guidid,V;FIN;IMP;2;PL,ɡ u ðʲ ə ðʲ
guidid,gáid,V;FIN;IND;PST;PFV;CONJ;3;SG,ɡ aː ðʲ
guidid,gigsed,V;FIN;COND;3;SG,ɡʲ i ɣʲ sʲ e ð
guidid,roigestae,V;FIN;SBJV;PST;PASS;SG,r͈ o ɣʲ e s t e
guidid,gé,V;FIN;SBJV;PRS;CONJ;3;SG,ɡʲ eː
guidid,guidem,V;FIN;IND;PRS;CONJ;1;PL,ɡ u ðʲ e ṽ
ibid,ibtis,V;FIN;IND;PST;IPFV;3;PL,i vʲ tʲ i sʲ
ibid,íb,V;FIN;IND;FUT;CONJ;1;SG,iː v
ibid,ebat,V;FIN;SBJV;PRS;CONJ;3;PL,e v a d
ibid,ibes,V;FIN;IND;PRS;REL;3;SG,i vʲ e s
ibid,ebat,V;FIN;IND;PRS;CONJ;3;PL,e v a d
ibid,íba,V;FIN;IND;FUT;CONJ;3;SG,iː v a
ibid,ibid,V;FIN;IND;PRS;ABS;3;SG,i vʲ i ðʲ
ibid,ib,V;FIN;IND;PRS;CONJ;3;SG,i vʲ
ibid,ib,V;FIN;IMP;2;SG,i vʲ
ibid,ebar,V;FIN;IND;PRS;CONJ;PASS;SG,e v a r
ibid,ibid,V;FIN;IMP;2;PL,i vʲ i ðʲ
