lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
parler,parles,V;IND;PRS;2;SG,3e-05,0.0002623913043478,p a ʁ l,3,V,IND,PRS,2,SG,,,,,
parler,parles,V;SBJV;PRS;2;SG,3e-05,0.0002623913043478,p a ʁ l,1,V,SBJV,PRS,2,SG,,,,,
parler,parle,V;IND;PRS;1;SG,0.00191,0.0002623913043478,p a ʁ l,3,V,IND,PRS,1,SG,,,,,
parler,parle,V;IND;PRS;3;SG,0.00191,0.0002623913043478,p a ʁ l,1,V,IND,PRS,3,SG,,,,,
parler,parle,V;POS;IMP;2;SG,0.00191,0.0002623913043478,p a ʁ l,1,V,POS,IMP,2,SG,,,,,
parler,parle,V;SBJV;PRS;1;SG,0.00191,0.0002623913043478,p a ʁ l,4,V,SBJV,PRS,1,SG,,,,,
parler,parle,V;SBJV;PRS;3;SG,0.00191,0.0002623913043478,p a ʁ l,2,V,SBJV,PRS,3,SG,,,,,
parler,parlez,V;IND;PRS;2;PL,0.000132,0.0002623913043478,p a ʁ l e,2,V,IND,PRS,2,PL,,,,,
parler,parlez,V;POS;IMP;2;PL,0.000132,0.0002623913043478,p a ʁ l e,1,V,POS,IMP,2,PL,,,,,
parler,parliez,V;IND;PST;2;PL;IPFV,9e-06,0.0002623913043478,p a ʁ l j e,0,V,IND,PST,2,PL,IPFV,,,,
parler,parliez,V;SBJV;PRS;2;PL,9e-06,0.0002623913043478,p a ʁ l j e,0,V,SBJV,PRS,2,PL,,,,,
parler,parlions,V;IND;PST;1;PL;IPFV,1.3e-05,0.0002623913043478,p a ʁ l j ɔ̃,4,V,IND,PST,1,PL,IPFV,,,,
parler,parlions,V;SBJV;PRS;1;PL,1.3e-05,0.0002623913043478,p a ʁ l j ɔ̃,3,V,SBJV,PRS,1,PL,,,,,
parler,parlons,V;IND;PRS;1;PL,0.000124,0.0002623913043478,p a ʁ l ɔ̃,1,V,IND,PRS,1,PL,,,,,
parler,parlons,V;POS;IMP;1;PL,0.000124,0.0002623913043478,p a ʁ l ɔ̃,0,V,POS,IMP,1,PL,,,,,
policer,poliçaient,V;IND;PST;3;PL;IPFV,0.0,0.0001711304347826,p ɔ l i s ɛ,3,V,IND,PST,3,PL,IPFV,,,,
policer,poliçais,V;IND;PST;1;SG;IPFV,0.0,0.0001711304347826,p ɔ l i s ɛ,1,V,IND,PST,1,SG,IPFV,,,,
policer,poliçais,V;IND;PST;2;SG;IPFV,0.0,0.0001711304347826,p ɔ l i s ɛ,2,V,IND,PST,2,SG,IPFV,,,,
policer,poliçait,V;IND;PST;3;SG;IPFV,0.0,0.0001711304347826,p ɔ l i s ɛ,2,V,IND,PST,3,SG,IPFV,,,,
policer,poliçai,V;IND;PST;1;SG;PFV,0.0,0.0001711304347826,p ɔ l i s e,0,V,IND,PST,1,SG,PFV,,,,
policer,poliçâmes,V;IND;PST;1;PL;PFV,0.0,0.0001711304347826,p ɔ l i s a m,2,V,IND,PST,1,PL,PFV,,,,
policer,poliçassent,V;SBJV;PST;3;PL,0.0,0.0001711304347826,p ɔ l i s a s,4,V,SBJV,PST,3,PL,,,,,
policer,poliçasses,V;SBJV;PST;2;SG,0.0,0.0001711304347826,p ɔ l i s a s,2,V,SBJV,PST,2,SG,,,,,
policer,poliçasse,V;SBJV;PST;1;SG,0.0,0.0001711304347826,p ɔ l i s a s,1,V,SBJV,PST,1,SG,,,,,
policer,poliçassiez,V;SBJV;PST;2;PL,0.0,0.0001711304347826,p ɔ l i s a s j e,3,V,SBJV,PST,2,PL,,,,,
policer,poliçassions,V;SBJV;PST;1;PL,0.0,0.0001711304347826,p ɔ l i s a s j ɔ̃,1,V,SBJV,PST,1,PL,,,,,
policer,poliças,V;IND;PST;2;SG;PFV,0.0,0.0001711304347826,p ɔ l i s a,3,V,IND,PST,2,SG,PFV,,,,
policer,poliçâtes,V;IND;PST;2;PL;PFV,0.0,0.0001711304347826,p ɔ l i s a t,0,V,IND,PST,2,PL,PFV,,,,
policer,poliçât,V;SBJV;PST;3;SG,0.0,0.0001711304347826,p ɔ l i s a,2,V,SBJV,PST,3,SG,,,,,
policer,poliça,V;IND;PST;3;SG;PFV,0.0,0.0001711304347826,p ɔ l i s a,2,V,IND,PST,3,SG,PFV,,,,
policer,policent,V;IND;PRS;3;PL,0.0,0.0001711304347826,p ɔ l i s,3,V,IND,PRS,3,PL,,,,,
policer,policent,V;SBJV;PRS;3;PL,0.0,0.0001711304347826,p ɔ l i s,2,V,SBJV,PRS,3,PL,,,,,
policer,policeraient,V;COND;3;PL,0.0,0.0001711304347826,p ɔ l i s ʁ ɛ,4,V,COND,3,PL,,,,,,
policer,policerais,V;COND;1;SG,0.0,0.0001711304347826,p ɔ l i s ʁ ɛ,1,V,COND,1,SG,,,,,,
policer,policerais,V;COND;2;SG,0.0,0.0001711304347826,p ɔ l i s ʁ ɛ,0,V,COND,2,SG,,,,,,
policer,policerait,V;COND;3;SG,0.0,0.0001711304347826,p ɔ l i s ʁ ɛ,3,V,COND,3,SG,,,,,,
policer,policerai,V;IND;FUT;1;SG,0.0,0.0001711304347826,p ɔ l i s ʁ e,2,V,IND,FUT,1,SG,,,,,
policer,policeras,V;IND;FUT;2;SG,0.0,0.0001711304347826,p ɔ l i s ʁ a,2,V,IND,FUT,2,SG,,,,,
policer,policera,V;IND;FUT;3;SG,0.0,0.0001711304347826,p ɔ l i s ʁ a,3,V,IND,FUT,3,SG,,,,,
policer,policèrent,V;IND;PST;3;PL;PFV,0.0,0.0001711304347826,p ɔ l i s ɛ ʁ,4,V,IND,PST,3,PL,PFV,,,,
policer,policerez,V;IND;FUT;2;PL,0.0,0.0001711304347826,p ɔ l i s ʁ e,4,V,IND,FUT,2,PL,,,,,
policer,policeriez,V;COND;2;PL,0.0,0.0001711304347826,p ɔ l i s ə ʁ j e,0,V,COND,2,PL,,,,,,
policer,policerions,V;COND;1;PL,0.0,0.0001711304347826,p ɔ l i s ə ʁ j ɔ̃,2,V,COND,1,PL,,,,,,
policer,policerons,V;IND;FUT;1;PL,0.0,0.0001711304347826,p ɔ l i s ʁ ɔ̃,3,V,IND,FUT,1,PL,,,,,
policer,policeront,V;IND;FUT;3;PL,0.0,0.0001711304347826,p ɔ l i s ʁ ɔ̃,0,V,IND,FUT,3,PL,,,,,
policer,policer,V;NFIN,0.0,0.0001711304347826,p ɔ l i s e,2,V,NFIN,,,,,,,,
policer,polices,V;IND;PRS;2;SG,4.6e-05,0.0001711304347826,p ɔ l i s,4,V,IND,PRS,2,SG,,,,,
policer,polices,V;SBJV;PRS;2;SG,4.6e-05,0.0001711304347826,p ɔ l i s,3,V,SBJV,PRS,2,SG,,,,,
policer,police,V;IND;PRS;1;SG,0.001556,0.0001711304347826,p ɔ l i s,1,V,IND,PRS,1,SG,,,,,
policer,police,V;IND;PRS;3;SG,0.001556,0.0001711304347826,p ɔ l i s,2,V,IND,PRS,3,SG,,,,,
policer,police,V;POS;IMP;2;SG,0.001556,0.0001711304347826,p ɔ l i s,1,V,POS,IMP,2,SG,,,,,
policer,police,V;SBJV;PRS;1;SG,0.001556,0.0001711304347826,p ɔ l i s,1,V,SBJV,PRS,1,SG,,,,,
policer,police,V;SBJV;PRS;3;SG,0.001556,0.0001711304347826,p ɔ l i s,0,V,SBJV,PRS,3,SG,,,,,
policer,policez,V;IND;PRS;2;PL,0.0,0.0001711304347826,p ɔ l i s e,3,V,IND,PRS,2,PL,,,,,
policer,policez,V;POS;IMP;2;PL,0.0,0.0001711304347826,p ɔ l i s e,3,V,POS,IMP,2,PL,,,,,
policer,policiez,V;IND;PST;2;PL;IPFV,0.0,0.0001711304347826,p ɔ l i s j e,4,V,IND,PST,2,PL,IPFV,,,,
policer,policiez,V;SBJV;PRS;2;PL,0.0,0.0001711304347826,p ɔ l i s j e,0,V,SBJV,PRS,2,PL,,,,,
policer,policions,V;IND;PST;1;PL;IPFV,0.0,0.0001711304347826,p ɔ l i s j ɔ̃,3,V,IND,PST,1,PL,IPFV,,,,
policer,policions,V;SBJV;PRS;1;PL,0.0,0.0001711304347826,p ɔ l i s j ɔ̃,0,V,SBJV,PRS,1,PL,,,,,
policer,poliçons,V;IND;PRS;1;PL,0.0,0.0001711304347826,p ɔ l i s ɔ̃,2,V,IND,PRS,1,PL,,,,,
policer,poliçons,V;POS;IMP;1;PL,0.0,0.0001711304347826,p ɔ l i s ɔ̃,1,V,POS,IMP,1,PL,,,,,
avoyr,aient,V;SBJV;PRS;3;PL,2e-06,0.001871,ɛ,4,V,SBJV,PRS,3,PL,,,,,
avoyr,aies,V;SBJV;PRS;2;SG,1e-06,0.001871,ɛ,0,V,SBJV,PRS,2,SG,,,,,
avoyr,aie,V;POS;IMP;2;SG,0.0,0.001871,ɛ,0,V,POS,IMP,2,SG,,,,,
avoyr,aie,V;SBJV;PRS;1;SG,0.0,0.001871,ɛ,4,V,SBJV,PRS,1,SG,,,,,
avoyr,ait,V;SBJV;PRS;3;SG,1.2e-05,0.001871,ɛ,4,V,SBJV,PRS,3,SG,,,,,
avoyr,ai,V;IND;PRS;1;SG,0.000775,0.001871,e,3,V,IND,PRS,1,SG,,,,,
avoyr,as,V;IND;PRS;2;SG,0.000429,0.001871,a,0,V,IND,PRS,2,SG,,,,,
avoyr,aurait,V;COND;3;SG,0.000538,0.001871,ɔ ʁ ɛ,0,V,COND,3,SG,,,,,,
avoyr,auras,V;IND;FUT;2;SG,6e-06,0.001871,ɔ ʁ a,4,V,IND,FUT,2,SG,,,,,
avoyr,aura,V;IND;FUT;3;SG,0.001036,0.001871,ɔ ʁ a,2,V,IND,FUT,3,SG,,,,,
avoyr,aurez,V;IND;FUT;2;PL,7.9e-05,0.001871,ɔ ʁ e,0,V,IND,FUT,2,PL,,,,,
avoyr,auriez,V;COND;2;PL,1.3e-05,0.001871,o ʁ j e,1,V,COND,2,PL,,,,,,
avoyr,aurions,V;COND;1;PL,3.3e-05,0.001871,o ʁ j ɔ̃,2,V,COND,1,PL,,,,,,
avoyr,auroient,V;COND;3;PL,0.0,0.001871,ɔ ʁ w a,4,V,COND,3,PL,,,,,,
avoyr,auroie,V;IND;FUT;1;SG,0.0,0.001871,o ʁ w a,3,V,IND,FUT,1,SG,,,,,
avoyr,aurois,V;COND;1;SG,0.0,0.001871,o ʁ w a,0,V,COND,1,SG,,,,,,
avoyr,aurois,V;COND;2;SG,0.0,0.001871,o ʁ w a,1,V,COND,2,SG,,,,,,
avoyr,aurons,V;IND;FUT;1;PL,4.1e-05,0.001871,ɔ ʁ ɔ̃,4,V,IND,FUT,1,PL,,,,,
avoyr,auront,V;IND;FUT;3;PL,0.000237,0.001871,ɔ ʁ ɔ̃,0,V,IND,FUT,3,PL,,,,,
avoyr,avais,V;IND;PST;1;SG;IPFV,4.6e-05,0.001871,a v ɛ,0,V,IND,PST,1,SG,IPFV,,,,
avoyr,avais,V;IND;PST;2;SG;IPFV,4.6e-05,0.001871,a v ɛ,4,V,IND,PST,2,SG,IPFV,,,,
avoyr,avait,V;IND;PST;3;SG;IPFV,0.003057,0.001871,a v ɛ,3,V,IND,PST,3,SG,IPFV,,,,
avoyr,avez,V;IND;PRS;2;PL,0.001857,0.001871,a v e,4,V,IND,PRS,2,PL,,,,,
avoyr,aviez,V;IND;PST;2;PL;IPFV,2e-05,0.001871,a v j e,2,V,IND,PST,2,PL,IPFV,,,,
avoyr,a,V;IND;PRS;3;SG,0.052732,0.001871,a,4,V,IND,PRS,3,SG,,,,,
avoyr,avions,V;IND;PST;1;PL;IPFV,0.00028,0.001871,a v j ɔ̃,3,V,IND,PST,1,PL,IPFV,,,,
avoyr,avoient,V;IND;PST;3;PL;IPFV,0.0,0.001871,a v w a,4,V,IND,PST,3,PL,IPFV,,,,
avoyr,avons,V;IND;PRS;1;PL,0.004655,0.001871,a v ɔ̃,1,V,IND,PRS,1,PL,,,,,
avoyr,avoyr,V;NFIN,0.0,0.001871,a v w a j ʁ,1,V,NFIN,,,,,,,,
avoyr,ayez,V;POS;IMP;2;PL,0.0,0.001871,e j e,3,V,POS,IMP,2,PL,,,,,
avoyr,ayez,V;SBJV;PRS;2;PL,0.0,0.001871,e j e,4,V,SBJV,PRS,2,PL,,,,,
avoyr,ayons,V;POS;IMP;1;PL,1e-06,0.001871,e j ɔ̃,0,V,POS,IMP,1,PL,,,,,
avoyr,ayons,V;SBJV;PRS;1;PL,1e-06,0.001871,e j ɔ̃,1,V,SBJV,PRS,1,PL,,,,,
avoyr,eurent,V;IND;PST;3;PL;PFV,3.9e-05,0.001871,œ ʁ,2,V,IND,PST,3,PL,PFV,,,,
avoyr,eusmes,V;IND;PST;1;PL;PFV,0.0,0.001871,ø s m,0,V,IND,PST,1,PL,PFV,,,,
avoyr,eussent,V;SBJV;PST;3;PL,0.0,0.001871,ø s,3,V,SBJV,PST,3,PL,,,,,
avoyr,eusses,V;SBJV;PST;2;SG,0.0,0.001871,ø s,2,V,SBJV,PST,2,SG,,,,,
avoyr,eusse,V;SBJV;PST;1;SG,0.0,0.001871,ø s,4,V,SBJV,PST,1,SG,,,,,
avoyr,eussiez,V;SBJV;PST;2;PL,0.0,0.001871,ø s j e,1,V,SBJV,PST,2,PL,,,,,
avoyr,eussions,V;SBJV;PST;1;PL,0.0,0.001871,ø s j ɔ̃,3,V,SBJV,PST,1,PL,,,,,
avoyr,eustes,V;IND;PST;2;PL;PFV,0.0,0.001871,ø s t,1,V,IND,PST,2,PL,PFV,,,,
avoyr,eust,V;SBJV;PST;3;SG,0.0,0.001871,ø s t,0,V,SBJV,PST,3,SG,,,,,
avoyr,eus,V;IND;PST;1;SG;PFV,2e-06,0.001871,ø,1,V,IND,PST,1,SG,PFV,,,,
avoyr,eus,V;IND;PST;2;SG;PFV,2e-06,0.001871,ø,3,V,IND,PST,2,SG,PFV,,,,
avoyr,eut,V;IND;PST;3;SG;PFV,0.000165,0.001871,ø,0,V,IND,PST,3,SG,PFV,,,,
avoyr,ont,V;IND;PRS;3;PL,0.019961,0.001871,ɔ̃,0,V,IND,PRS,3,PL,,,,,
former,formaient,V;IND;PST;3;PL;IPFV,1.1e-05,0.0002684999999999,f ɔ ʁ m ɛ,1,V,IND,PST,3,PL,IPFV,,,,
former,formais,V;IND;PST;1;SG;IPFV,0.0,0.0002684999999999,f ɔ ʁ m ɛ,2,V,IND,PST,1,SG,IPFV,,,,
former,formais,V;IND;PST;2;SG;IPFV,0.0,0.0002684999999999,f ɔ ʁ m ɛ,2,V,IND,PST,2,SG,IPFV,,,,
former,formait,V;IND;PST;3;SG;IPFV,3e-06,0.0002684999999999,f ɔ ʁ m ɛ,3,V,IND,PST,3,SG,IPFV,,,,
former,formai,V;IND;PST;1;SG;PFV,0.0,0.0002684999999999,f ɔ ʁ m e,3,V,IND,PST,1,SG,PFV,,,,
former,formâmes,V;IND;PST;1;PL;PFV,0.0,0.0002684999999999,f ɔ ʁ m a m,4,V,IND,PST,1,PL,PFV,,,,
former,formassent,V;SBJV;PST;3;PL,0.0,0.0002684999999999,f ɔ ʁ m a s,4,V,SBJV,PST,3,PL,,,,,
former,formasses,V;SBJV;PST;2;SG,0.0,0.0002684999999999,f ɔ ʁ m a s,4,V,SBJV,PST,2,SG,,,,,
former,formasse,V;SBJV;PST;1;SG,0.0,0.0002684999999999,f ɔ ʁ m a s,1,V,SBJV,PST,1,SG,,,,,
former,formassiez,V;SBJV;PST;2;PL,0.0,0.0002684999999999,f ɔ ʁ m a s j e,3,V,SBJV,PST,2,PL,,,,,
former,formassions,V;SBJV;PST;1;PL,0.0,0.0002684999999999,f ɔ ʁ m a s j ɔ̃,2,V,SBJV,PST,1,PL,,,,,
former,formas,V;IND;PST;2;SG;PFV,0.0,0.0002684999999999,f ɔ ʁ m a,2,V,IND,PST,2,SG,PFV,,,,
former,formâtes,V;IND;PST;2;PL;PFV,0.0,0.0002684999999999,f ɔ ʁ m a t,4,V,IND,PST,2,PL,PFV,,,,
former,formât,V;SBJV;PST;3;SG,0.0,0.0002684999999999,f ɔ ʁ m a,1,V,SBJV,PST,3,SG,,,,,
former,forma,V;IND;PST;3;SG;PFV,1e-06,0.0002684999999999,f ɔ ʁ m a,4,V,IND,PST,3,SG,PFV,,,,
former,forment,V;IND;PRS;3;PL,0.000272,0.0002684999999999,f ɔ ʁ m,4,V,IND,PRS,3,PL,,,,,
former,forment,V;SBJV;PRS;3;PL,0.000272,0.0002684999999999,f ɔ ʁ m,1,V,SBJV,PRS,3,PL,,,,,
former,formeraient,V;COND;3;PL,1e-06,0.0002684999999999,f ɔ ʁ m ə ʁ ɛ,4,V,COND,3,PL,,,,,,
former,formerais,V;COND;1;SG,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ ɛ,3,V,COND,1,SG,,,,,,
former,formerais,V;COND;2;SG,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ ɛ,0,V,COND,2,SG,,,,,,
former,formerait,V;COND;3;SG,3e-06,0.0002684999999999,f ɔ ʁ m ə ʁ ɛ,2,V,COND,3,SG,,,,,,
former,formerai,V;IND;FUT;1;SG,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ e,3,V,IND,FUT,1,SG,,,,,
former,formeras,V;IND;FUT;2;SG,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ a,2,V,IND,FUT,2,SG,,,,,
former,formera,V;IND;FUT;3;SG,6e-06,0.0002684999999999,f ɔ ʁ m ə ʁ a,0,V,IND,FUT,3,SG,,,,,
former,formèrent,V;IND;PST;3;PL;PFV,3e-06,0.0002684999999999,f ɔ ʁ m ɛ ʁ,4,V,IND,PST,3,PL,PFV,,,,
former,formerez,V;IND;FUT;2;PL,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ e,3,V,IND,FUT,2,PL,,,,,
former,formeriez,V;COND;2;PL,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ j e,3,V,COND,2,PL,,,,,,
former,formerions,V;COND;1;PL,0.0,0.0002684999999999,f ɔ ʁ m ə ʁ j ɔ̃,0,V,COND,1,PL,,,,,,
former,formerons,V;IND;FUT;1;PL,1e-06,0.0002684999999999,f ɔ ʁ m ə ʁ ɔ̃,1,V,IND,FUT,1,PL,,,,,
former,formeront,V;IND;FUT;3;PL,1e-05,0.0002684999999999,f ɔ ʁ m ə ʁ ɔ̃,2,V,IND,FUT,3,PL,,,,,
former,former,V;NFIN,0.000121,0.0002684999999999,f ɔ ʁ m e,4,V,NFIN,,,,,,,,
former,formes,V;IND;PRS;2;SG,0.000446,0.0002684999999999,f ɔ ʁ m,1,V,IND,PRS,2,SG,,,,,
former,formes,V;SBJV;PRS;2;SG,0.000446,0.0002684999999999,f ɔ ʁ m,3,V,SBJV,PRS,2,SG,,,,,
former,forme,V;IND;PRS;1;SG,0.002135,0.0002684999999999,f ɔ ʁ m,0,V,IND,PRS,1,SG,,,,,
former,forme,V;IND;PRS;3;SG,0.002135,0.0002684999999999,f ɔ ʁ m,1,V,IND,PRS,3,SG,,,,,
former,forme,V;POS;IMP;2;SG,0.002135,0.0002684999999999,f ɔ ʁ m,2,V,POS,IMP,2,SG,,,,,
former,forme,V;SBJV;PRS;1;SG,0.002135,0.0002684999999999,f ɔ ʁ m,4,V,SBJV,PRS,1,SG,,,,,
former,forme,V;SBJV;PRS;3;SG,0.002135,0.0002684999999999,f ɔ ʁ m,3,V,SBJV,PRS,3,SG,,,,,
former,formez,V;IND;PRS;2;PL,1e-05,0.0002684999999999,f ɔ ʁ m e,2,V,IND,PRS,2,PL,,,,,
former,formez,V;POS;IMP;2;PL,1e-05,0.0002684999999999,f ɔ ʁ m e,1,V,POS,IMP,2,PL,,,,,
former,formiez,V;IND;PST;2;PL;IPFV,0.0,0.0002684999999999,f ɔ ʁ m j e,3,V,IND,PST,2,PL,IPFV,,,,
former,formiez,V;SBJV;PRS;2;PL,0.0,0.0002684999999999,f ɔ ʁ m j e,4,V,SBJV,PRS,2,PL,,,,,
former,formions,V;IND;PST;1;PL;IPFV,2e-06,0.0002684999999999,f ɔ ʁ m j ɔ̃,0,V,IND,PST,1,PL,IPFV,,,,
former,formions,V;SBJV;PRS;1;PL,2e-06,0.0002684999999999,f ɔ ʁ m j ɔ̃,0,V,SBJV,PRS,1,PL,,,,,
former,formons,V;IND;PRS;1;PL,2.8e-05,0.0002684999999999,f ɔ ʁ m ɔ̃,2,V,IND,PRS,1,PL,,,,,
former,formons,V;POS;IMP;1;PL,2.8e-05,0.0002684999999999,f ɔ ʁ m ɔ̃,4,V,POS,IMP,1,PL,,,,,
router,routaient,V;IND;PST;3;PL;IPFV,0.0,0.000156304347826,ʁ u t ɛ,4,V,IND,PST,3,PL,IPFV,,,,
router,routais,V;IND;PST;1;SG;IPFV,0.0,0.000156304347826,ʁ u t ɛ,3,V,IND,PST,1,SG,IPFV,,,,
router,routais,V;IND;PST;2;SG;IPFV,0.0,0.000156304347826,ʁ u t ɛ,1,V,IND,PST,2,SG,IPFV,,,,
router,routait,V;IND;PST;3;SG;IPFV,0.0,0.000156304347826,ʁ u t ɛ,0,V,IND,PST,3,SG,IPFV,,,,
router,routai,V;IND;PST;1;SG;PFV,0.0,0.000156304347826,ʁ u t e,0,V,IND,PST,1,SG,PFV,,,,
router,routâmes,V;IND;PST;1;PL;PFV,0.0,0.000156304347826,ʁ u t a m,2,V,IND,PST,1,PL,PFV,,,,
router,routassent,V;SBJV;PST;3;PL,0.0,0.000156304347826,ʁ u t a s,2,V,SBJV,PST,3,PL,,,,,
router,routasses,V;SBJV;PST;2;SG,0.0,0.000156304347826,ʁ u t a s,1,V,SBJV,PST,2,SG,,,,,
router,routasse,V;SBJV;PST;1;SG,0.0,0.000156304347826,ʁ u t a s,0,V,SBJV,PST,1,SG,,,,,
router,routassiez,V;SBJV;PST;2;PL,0.0,0.000156304347826,ʁ u t a s j e,3,V,SBJV,PST,2,PL,,,,,
router,routassions,V;SBJV;PST;1;PL,0.0,0.000156304347826,ʁ u t a s j ɔ̃,1,V,SBJV,PST,1,PL,,,,,
router,routas,V;IND;PST;2;SG;PFV,0.0,0.000156304347826,ʁ u t a,0,V,IND,PST,2,SG,PFV,,,,
router,routâtes,V;IND;PST;2;PL;PFV,0.0,0.000156304347826,ʁ u t a t,1,V,IND,PST,2,PL,PFV,,,,
router,routât,V;SBJV;PST;3;SG,0.0,0.000156304347826,ʁ u t a,4,V,SBJV,PST,3,SG,,,,,
router,routa,V;IND;PST;3;SG;PFV,0.0,0.000156304347826,ʁ u t a,2,V,IND,PST,3,SG,PFV,,,,
router,routent,V;IND;PRS;3;PL,0.0,0.000156304347826,ʁ u t,1,V,IND,PRS,3,PL,,,,,
router,routent,V;SBJV;PRS;3;PL,0.0,0.000156304347826,ʁ u t,2,V,SBJV,PRS,3,PL,,,,,
router,routeraient,V;COND;3;PL,0.0,0.000156304347826,ʁ u t ʁ ɛ,0,V,COND,3,PL,,,,,,
router,routerais,V;COND;1;SG,0.0,0.000156304347826,ʁ u t ʁ ɛ,2,V,COND,1,SG,,,,,,
router,routerais,V;COND;2;SG,0.0,0.000156304347826,ʁ u t ʁ ɛ,0,V,COND,2,SG,,,,,,
router,routerait,V;COND;3;SG,0.0,0.000156304347826,ʁ u t ʁ ɛ,1,V,COND,3,SG,,,,,,
