iso_639_3,glottocode,language_name,family,macro_area,population_l1,population_source,population_scope,l2_proportion,vehicularity,div_bordering_languages,area_km2,altitude_range,roughness,eco_imputed,latitude,longitude
faa,fasu1242,Fasu,Isolate,Papunesia,1200.0,Bromham,faa,0.0,0,4.0,2461.568234,1706.546753,5.994637489,False,-6.62687,143.284
was,wash1253,Washo,Isolate,North America,10.0,Bromham,was,0.0,0,2.0,635.5205062,1472.512329,6.471660614,False,38.8184,-119.64
ttd,taua1242,Tauade,Goilalan,Papunesia,7000.0,Bromham,ttd,,0,5.0,1787.687255,1763.608978,7.142966628,False,-8.3486,147.094
pue,puel1244,Puelche,Isolate,South America,5.0,Koplenig,pue,0.0,0,3.0,1921.210929,670.0216293,5.800043106,True,-36.6376,-62.9413
tud,tuxa1239,Tuxá,Isolate,South America,1630.0,Bromham,tud,,0,4.0,73073.70606,536.9365234,5.416628599,False,-8.953642,-38.274229
mrf,else1239,Elseng,Isolate,Papunesia,300.0,Bromham,mrf,,0,13.0,4614.26754,1018.881248,6.221927762,False,-3.00176,140.418
ano,ando1256,Andoque,Isolate,South America,370.0,Bromham,ano,0.0,0,4.0,927.1953918,78.08044338,3.605619252,False,-0.53751,-72.0869
pby,pyuu1245,Pyu,Isolate,Papunesia,100.0,Bromham,pby,,0,1.0,17.66664028,988.9312134,6.103123665,False,-4.45003,141.018
omc,moch1259,Mochica,Isolate,South America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-8.01667,-79.0
aqp,atak1252,Atakapa,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,30.9121,-93.0827
xwa,kwaz1243,Kwaza,Isolate,South America,7.0,Bromham,xwa,,0,1.0,570.6754039,328.616684,4.661884785,False,-11.6667,-61.1833
kbh,cams1241,Camsá,Isolate,South America,4000.0,Bromham,kbh,0.0,0,1.0,601.6052048,2345.948853,6.13231945,False,1.14537,-76.8931
dby,dibi1240,Dibiyaso,Isolate,Papunesia,1950.0,Bromham,dby,,0,5.0,1435.373946,512.1255379,4.056661487,False,-7.82096,142.779
kun,kuna1268,Kunama,Isolate,Africa,194430.0,Bromham,kun,0.000549947,0,6.0,13644.72461,769.9556885,5.42979002,False,14.5879,37.5292
yet,yetf1238,Yetfa,Isolate,Papunesia,1000.0,Bromham,yet,,0,7.0,979.7987506,1651.89798,6.48093915,False,-4.05884,140.653
ggk,kung1259,Kungarakany,Isolate,Australia,,,,,0,4.0,1929.092291,134.143692,4.120710373,False,-12.7,130.881
cbu,cand1248,Candoshi-Shapra,Isolate,South America,1120.0,Bromham,cbu,0.0,0,5.0,11959.52025,1508.084,5.325752815,False,-4.23835,-76.9347
bsk,buru1296,Burushaski,Isolate,Eurasia,87000.0,Bromham,bsk,0.0,0,6.0,2346.245012,1816.90271,6.907860756,False,36.2161,74.8236
con,cofa1242,Cofán,Isolate,South America,2400.0,Bromham,con,0.0,0,1.0,3911.827367,2825.316162,6.227919817,False,0.276675,-77.0643
ule,lule1238,Lule,Isolate,South America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-25.221839,-61.887818
sua,sulk1246,Sulka,Isolate,Papunesia,2500.0,Bromham,sua,0.0,0,5.0,449.6625583,607.9211121,6.586853743,False,-5.03471,151.891
cas,mose1249,Mosetén-Chimané,Isolate,South America,5320.0,Bromham,cas,0.0,0,1.0,1901.866301,1806.204346,5.98929882,False,-14.64448,-67.83756
tiw,tiwi1244,Tiwi,Isolate,Australia,1740.0,Bromham,tiw,0.0,0,1.0,7519.324855,77.90494792,3.757275581,False,-11.6308,130.949
caz,cani1243,Canichana,Isolate,South America,583.0,Bromham,caz,,0,1.0,16602.13459,202.960289,2.993882596,False,-14.3058,-64.944455
xbn,kena1236,Kenaboi,Isolate,Eurasia,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,3.154162,102.01596
xpd,oyst1235,Oyster Bay-Big River-Little Swanport,Isolate,Australia,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-42.307378,147.50061
yuz,yura1255,Yuracaré,Isolate,South America,2680.0,Bromham,yuz,0.0,0,1.0,915.1456996,1817.263412,5.425481558,False,-16.7479,-65.1224
lvk,lavu1241,Lavukaleve,Isolate,Papunesia,1780.0,Bromham,lvk,0.0,0,0.0,230.9059498,318.4767761,5.926286221,False,-9.05569,159.119
sao,saus1247,Sause,Isolate,Papunesia,250.0,Bromham,sao,,0,5.0,2602.777052,1447.895874,6.422052622,False,-3.16632,139.627
lec,leco1242,Leco,Isolate,South America,20.0,Bromham,lec,0.0,0,1.0,406.0719005,1806.204346,5.98929882,False,-15.0092,-67.8818
xad,adai1235,Adai,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,31.6314,-92.0059
akc,mpur1239,Mpur,Isolate,Papunesia,7000.0,Bromham,akc,0.0,0,4.0,2151.735936,670.0216293,6.307080388,False,-0.7489,133.166
grx,guri1248,Muno,Isolate,Papunesia,160.0,Bromham,grx,,0,4.0,426.2900471,988.9312134,6.103123665,False,-3.5718,141.597
xcw,coah1252,Coahuilteco,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,28.2589,-97.89
xxm,mink1237,Minkin,Isolate,Australia,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-17.736653,139.541931
cuy,cuit1236,Cuitlatec,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,18.1,-100.5
prm,kibi1239,Kibiri,Isolate,Papunesia,1180.0,Bromham,prm,,0,2.0,101.7933199,1295.200195,5.687114239,False,-7.45276,144.296
atx,arut1244,Arutani,Isolate,South America,42.0,Bromham,atx,,0,4.0,2900.442348,850.8426361,5.844162941,False,4.067359,-62.867612
aes,alse1251,Alsea-Yaquina,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,44.408,-123.94
sif,siam1242,Siamou,Isolate,Africa,20000.0,Bromham,sif,0.0,0,4.0,325.1645342,183.5507813,4.371095181,False,10.998,-4.92143
gdm,laal1242,Laal,Isolate,Africa,750.0,Bromham,gdm,0.0,0,4.0,131.2551313,109.7311649,3.506550074,False,10.0063,17.6143
svs,savo1255,Savosavo,Isolate,Papunesia,2420.0,Bromham,svs,0.0,0,0.0,34.79162345,383.1600037,5.952130795,False,-9.12853,159.814
mvs,mass1263,Massep,Isolate,Papunesia,25.0,Bromham,mvs,,0,2.0,100.9686871,577.4098816,5.764941692,False,-1.74679,138.294
tbd,kaki1249,Kaki Ae,Isolate,Papunesia,630.0,Bromham,tbd,0.0,0,2.0,35.57182776,1420.957909,5.826831877,False,-7.9946,145.816
pui,puin1248,Puinave,Isolate,South America,2880.0,Bromham,pui,,0,6.0,7044.833759,497.1435242,3.482318878,False,3.92974,-67.6886
tkm,take1257,Takelma,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,42.423,-123.452
sad,sand1273,Sandawe,Isolate,Africa,40000.0,Bromham,sad,0.0,0,7.0,4899.5758,719.9277344,5.586494446,False,-5.26918,35.4808
yle,yele1255,Yele,Isolate,Papunesia,3750.0,Bromham,yle,0.0,0,0.0,294.5342415,135.5990906,4.694740295,False,-11.3796,154.127
trr,taus1253,Taushiro,Isolate,South America,1.0,Bromham,trr,,0,1.0,1247.685179,142.1119356,3.684925556,False,-3.22497,-75.5603
uhn,dama1272,Damal,Isolate,Papunesia,14000.0,Bromham,uhn,,0,8.0,13719.81902,1322.298523,6.052072763,False,-4.17345,137.496
tqu,touo1238,Touo,Isolate,Papunesia,1870.0,Bromham,tqu,,0,1.0,282.0662101,173.9344635,5.439502239,False,-8.58405,157.296
bxe,bira1253,Ongota,Isolate,Africa,10.0,Bromham,bxe,,0,2.0,11.10368355,1325.46106,6.516802788,False,5.29807,37.025
mbe,mola1238,Molale,Isolate,North America,,,,,0,4.0,7296.924072,897.4563904,6.08579278,False,44.556,-122.857
cet,cent2045,Jalaa,Isolate,Africa,200.0,Bromham,cet,,0,0.0,1.998784367,525.9998779,5.291288614,False,9.59433,11.5853
hru,hrus1242,Hruso,Isolate,Eurasia,3000.0,Bromham,hru,,0,2.0,457.8361043,2793.595825,6.820150375,False,27.27,92.63
tjm,timu1245,Timucua,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,30.3027,-82.3132
anz,anem1249,Anem,Isolate,Papunesia,800.0,Bromham,anz,0.0,0,3.0,479.0188705,613.0570679,6.149116993,False,-5.54836,148.993
hts,hadz1240,Hadza,Isolate,Africa,800.0,Bromham,hts,,0,4.0,2074.588721,860.0772705,6.182271481,False,-3.83115,35.0458
sii,shom1245,Shom Peng,Isolate,Eurasia,400.0,Bromham,sii,,0,1.0,164.6364729,346.5465088,3.841431856,False,7.02099,93.8064
yae,pume1238,Pumé,Isolate,South America,7900.0,Bromham,yae,0.0,0,4.0,34261.49556,185.4695587,3.228802681,False,7.10677,-67.5996
zun,zuni1245,Zuni,Isolate,North America,9650.0,Bromham,zun,0.0,0,2.0,1840.685062,979.5523071,5.885689259,False,35.0056,-108.782
puq,puqu1242,Puquina,Isolate,South America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-15.8992,-69.9611
gta,guat1253,Guató,Isolate,South America,4.0,Bromham,gta,0.0,0,1.0,2707.886212,263.7953224,4.114059925,False,-17.8696,-57.2897
spc,sape1238,Sapé,Isolate,South America,5.0,Bromham,spc,,0,4.0,3572.415942,936.711263,6.016237418,False,4.073566,-62.966652
mqf,momu1241,Momuna,Somahai,Papunesia,2000.0,Bromham,mqf,0.0,0,11.0,3534.873758,2090.648254,5.728715658,False,-5.04431,139.26
auc,waor1240,Waorani,Isolate,South America,1650.0,Bromham,auc,0.0,0,3.0,8872.153219,1108.013191,4.687797546,False,-1.12312,-76.683
vil,vile1241,Vilela,Isolate,South America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-27.4063,-58.9661
xcm,come1251,Comecrudan,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,26.1333,-98.4667
tcm,tana1288,Tanahmerah,Isolate,Papunesia,500.0,Bromham,tcm,,0,2.0,933.7356908,751.7624969,5.963970661,False,-2.5523,133.18
wba,wara1303,Warao,Isolate,South America,28100.0,Bromham,wba,0.0,0,7.0,43614.68283,86.48257828,3.737473011,False,7.50851,-59.3528
omu,omur1241,Omurano,Isolate,South America,,,,,0,1.0,9600.012961,63.49289227,3.366554797,False,-4.816667,-75.4
sln,sali1253,Salinan,Isolate,North America,,,,,0,6.0,12624.27061,1093.328674,6.228307009,False,37.6646,-121.718
blb,bilu1245,Bilua,Isolate,Papunesia,8740.0,Bromham,blb,0.0,0,2.0,695.0030352,344.4577637,5.800726652,False,-7.92388,156.663
yag,yama1264,Yámana,Isolate,South America,1.0,Bromham,yag,0.0,0,3.0,44382.56555,354.1165441,5.609635671,False,-55.2748,-68.2648
tun,tuni1252,Tunica,Isolate,North America,,,,,0,3.0,62939.18731,81.19782257,3.451676607,False,30.9888,-92.5403
ctm,chit1248,Chitimacha,Isolate,North America,300.0,Bromham,ctm,,0,3.0,33209.96585,103.3228989,3.245732665,False,30.3386,-90.9123
khh,kehu1238,Kehu,Isolate,Papunesia,200.0,Bromham,khh,,0,7.0,1493.720064,962.6687012,6.417437315,False,-3.19328,136.14
wiu,wiru1244,Wiru,Isolate,Papunesia,15300.0,Bromham,wiu,0.0,0,5.0,1383.728795,1877.011841,6.338659883,False,-6.35863,144.214
sbt,kimk1238,Kimki,Isolate,Papunesia,500.0,Bromham,sbt,,0,3.0,1040.568909,1938.559672,6.375291348,False,-4.2742,140.884
kgr,abun1252,Abun,Isolate,Papunesia,3000.0,Bromham,kgr,0.0,0,6.0,5325.694128,649.7730103,6.012153625,False,-0.57073,132.416
myp,pira1253,Pirahã,Isolate,South America,360.0,Bromham,myp,0.0,0,2.0,2319.280741,53.38723183,2.896626234,False,-6.77713,-61.8167
knv,tabo1241,Tabo,Isolate,Papunesia,3000.0,Bromham,knv,0.0,0,5.0,741.5754508,512.1255379,4.056661487,False,-8.09387,143.305
umr,umbu1235,Umbugarla,Isolate,Australia,,,,,0,5.0,5779.631771,248.6659698,4.433883667,False,-12.9325,131.825
xcy,cayu1241,Cayuse,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,46.1136,-117.94
xar,kara1497,Karami,Isolate,Papunesia,,,,,0,0.0,2182.996436,982.692627,4.942091465,False,-7.13333,143.117
dba,bang1363,Bangime,Isolate,Africa,2000.0,Bromham,dba,,0,3.0,40.19413569,128.889637,3.787516475,False,14.8116,-3.77092
xak,maku1246,Máku,Isolate,South America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,3.969231,-64.235892
xoo,xuku1239,Xukurú,Isolate,South America,6363.0,Bromham,xoo,,0,5.0,71480.53021,519.0760498,5.309246063,False,-8.660616,-37.086909
ana,anda1286,Andaqui,Isolate,South America,,,,,0,3.0,10065.84809,3027.224365,7.2380476,False,2.74999,-76.0
boq,boga1247,Bogaya,Isolate,Papunesia,300.0,Bromham,boq,,0,5.0,597.865516,2471.141968,6.605589628,False,-5.54487,142.255
wdj,wadj1254,Wadjiginy,Isolate,Australia,12.0,Bromham,wdj,0.0,0,3.0,3866.780001,134.143692,4.120710373,False,-12.8596,130.737
moq,morb1239,Mor (Bomberai Peninsula),Isolate,Papunesia,30.0,Bromham,moq,,0,4.0,529.4143426,751.7624969,5.963970661,False,-2.85747,132.845
bzu,burm1264,Burmeso,Isolate,Papunesia,250.0,Bromham,bzu,,0,4.0,602.3096052,1124.587626,6.245040576,False,-2.47582,138.203
kgg,kusu1250,Kusunda,Isolate,Eurasia,10.0,Bromham,kgg,,0,1.0,2073.843166,2692.934082,6.168779135,False,29.1766,80.6309
kla,klam1254,Klamath-Modoc,Isolate,North America,1.0,Koplenig,kla,1.0,0,3.0,147.0391445,670.0216293,5.800043106,True,42.5861,-121.704
tba,aika1237,Aikanã,Isolate,South America,180.0,Bromham,tba,,0,2.0,1038.230288,398.9295044,5.008751869,False,-12.6695,-60.5353
vkj,kuja1239,Kujarge,Isolate,Africa,1000.0,Bromham,vkj,,0,4.0,723.5481459,333.6728973,4.609037161,False,11.7473,22.1956
fuy,fuyu1242,Fuyug,Goilalan,Papunesia,14000.0,Bromham,fuy,,0,8.0,2914.145408,1763.608978,7.142966628,False,-8.6371,147.312
kto,kuot1243,Kuot,Isolate,Papunesia,2400.0,Bromham,kto,0.0,0,3.0,381.9714518,402.5843773,5.483319163,False,-3.06952,151.537
zkk,kara1289,Karankawa,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,28.9082,-96.4856
kyh,karo1304,Karuk,Isolate,North America,12.0,Bromham,kyh,0.0,0,1.0,65.83631401,1228.367676,6.437208176,False,41.8228,-123.315
khp,kapo1250,Kapori,Isolate,Papunesia,200.0,Bromham,khp,,0,5.0,660.7554698,2314.864746,6.858754635,False,-3.52696,139.766
paz,pank1250,Pankararú,Isolate,South America,5880.0,Bromham,paz,,0,4.0,7427.15881,585.3054199,5.38087225,False,-8.99999,-37.0167
gpn,taia1239,Taiap,Isolate,Papunesia,75.0,Bromham,gpn,0.0,0,3.0,69.27178779,897.2494507,5.110510349,False,-4.05047,144.506
tqw,tonk1249,Tonkawa,Isolate,North America,,,,,0,2.0,97028.88085,419.0555954,4.960010529,False,30.25,-96.75
seo,suar1238,Asabano,Isolate,Papunesia,140.0,Bromham,seo,,0,2.0,435.3225577,1635.051239,6.233786583,False,-4.95072,141.978
myr,muni1258,Muniche,Isolate,South America,3.0,Bromham,myr,,0,2.0,11224.36769,1413.078682,5.168596268,False,-5.74418,-76.426712
cid,chim1301,Chimariko,Isolate,North America,,,,,0,3.0,8741.065802,1055.835098,6.161341667,False,41.0,-123.0
yuc,yuch1247,Yuchi,Isolate,North America,5.0,Bromham,yuc,0.75,0,1.0,58.92118749,217.6283951,4.317722082,False,35.96146,-95.03933
ppe,papi1255,Papi,Isolate,Papunesia,70.0,Bromham,ppe,,0,0.0,24.70422614,1635.051239,6.233786583,False,-4.4725,142.011
kut,kute1249,Kutenai,Isolate,North America,106.0,Bromham,kut,0.0,0,3.0,4176.111454,1183.442627,6.348408222,False,48.7892,-115.065
tdm,taru1236,Taruma,Isolate,South America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-0.90963,-59.904786
oti,otii1244,Oti,Isolate,South America,,,,,0,4.0,121376.1167,477.5125885,5.300069451,False,-24.315323,-50.558026
nce,yale1246,Yale,Isolate,Papunesia,600.0,Bromham,nce,0.0,0,1.0,354.6442932,988.9312134,6.103123665,False,-3.79762,141.566
cyb,cayu1262,Cayubaba,Isolate,South America,798.0,Bromham,cyb,,0,2.0,11571.73892,44.27035522,2.626483202,False,-13.2482,-65.4822
dem,demm1245,Dem,Isolate,Papunesia,1000.0,Bromham,dem,,0,4.0,413.4449636,2218.943115,7.205238342,False,-3.72183,137.632
ulf,usku1243,Usku,Isolate,Papunesia,110.0,Bromham,ulf,,0,7.0,614.4949184,1651.89798,6.48093915,False,-3.63853,140.502
ito,iton1250,Itonama,Isolate,South America,5.0,Bromham,ito,0.0,0,1.0,460.6590913,75.42057037,3.199976683,False,-12.80431,-64.35748
ash,abis1238,Aewa,Isolate,South America,,,,,0,1.0,9623.073536,585.7682257,4.042750835,False,-1.284096,-75.084405
ata,pele1245,Pele-Ata,Isolate,Papunesia,2000.0,Bromham,ata,0.0,0,2.0,582.342746,549.6293182,6.487257719,False,-5.58045,151.05
eus,basq1248,Basque,Isolate,Eurasia,544200.0,Bromham,eus,,1,5.0,9542.254386,713.8048782,5.787246466,False,43.2787,-1.31622
waq,wage1238,Wageman,Isolate,Australia,10.0,Bromham,waq,0.0,0,3.0,9392.662215,215.6945076,4.435389638,False,-13.8627,131.893
xxt,tamb1257,Tambora,Isolate,Papunesia,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,-8.25,118.0
tit,tini1245,Tinigua,Isolate,South America,2.0,Bromham,tit,,0,2.0,34481.71285,1666.087769,5.413847923,False,2.716,-73.768
bue,beot1247,Beothuk,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,48.0,-57.0
duc,duna1248,Duna,Isolate,Papunesia,11000.0,Bromham,duc,0.0,0,4.0,1921.210929,2471.141968,6.605589628,False,-5.41439,142.475
elx,elam1244,Elamite,Isolate,Eurasia,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,31.1833,48.2333
wti,bert1248,Berta,Isolate,Africa,209000.0,Bromham,wti,0.009033671,0,8.0,13142.45379,940.949646,5.800043106,False,10.6474,34.7042
kuz,kunz1244,Kunza,Isolate,South America,2000.0,Bromham,kuz,,0,3.0,141016.6872,3279.403442,7.220796585,False,-23.0,-69.0
mzp,movi1243,Movima,Isolate,South America,1450.0,Bromham,mzp,0.0,0,1.0,2962.070482,330.4167023,2.83971417,False,-13.8115,-65.6348
nrb,nara1262,Nara,Isolate,Africa,81400.0,Bromham,nrb,0.0,0,3.0,1931.197519,1090.55423,6.00204885,False,15.3251,37.499
fun,fuln1247,Fulniô,Isolate,South America,2930.0,Bromham,fun,0.0,0,1.0,1407.266936,585.3054199,5.38087225,False,-9.02591,-37.1402
axg,mato1253,Mato Grosso Arára,Isolate,South America,150.0,Bromham,axg,,0,1.0,43828.49386,143.9453888,4.042685986,False,-9.172609,-60.628867
kxo,kano1245,Kanoê,Isolate,South America,155.0,Bromham,kxo,,0,2.0,3007.908654,85.63421822,3.406349003,False,-12.1789,-64.5812
xcn,coto1248,Cotoname,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,25.9116,-97.3956
pbb,paez1247,Páez,Isolate,South America,40000.0,Bromham,pbb,0.0,0,2.0,10662.53892,2931.504517,7.160820484,False,2.61516,-76.3125
sei,seri1257,Seri,Isolate,North America,900.0,Bromham,sei,0.0,0,1.0,1648.193837,700.3862305,5.923715115,False,28.9877,-112.384
msl,molo1262,Molof,Isolate,Papunesia,230.0,Bromham,msl,,0,5.0,359.7415527,1651.89798,6.48093915,False,-3.41946,140.557
kol,kolp1236,Kol (Papua New Guinea),Isolate,Papunesia,4000.0,Bromham,kol,,0,3.0,1557.498248,549.6293182,6.487257719,False,-5.21042,151.583
ura,urar1246,Urarina,Isolate,South America,3000.0,Bromham,ura,0.0,0,2.0,5152.489274,445.2835503,3.940833747,False,-4.44006,-75.4211
esq,esse1238,Esselen,Isolate,North America,80.0,Bromham,esq,,0,4.0,2335.952913,622.3693848,6.064563274,False,36.5473,-121.867
bsa,abin1243,Abinomn,Isolate,Papunesia,300.0,Bromham,bsa,,0,6.0,2412.146223,1422.156906,6.39846909,False,-2.92281,138.891
xht,hatt1246,Hattic,Isolate,Eurasia,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,33.9833,40.3333
irn,iran1263,Irántxe-Münkü,Isolate,South America,40.0,Bromham,irn,0.0,0,1.0,7947.18671,195.944252,4.327936888,False,-12.7178,-57.9806
tpy,trum1247,Trumai,Isolate,South America,51.0,Bromham,tpy,0.0,0,1.0,2011.410667,123.9270954,3.853194118,False,-11.8119,-53.5717
sbf,shab1252,Shabo,Isolate,Africa,400.0,Bromham,sbf,0.0,0,2.0,391.1510558,1593.135986,6.235617161,False,7.64407,35.223
ynn,yana1271,Yana,Isolate,North America,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,39.2769,-121.608
bhf,odia1239,Odiai,Isolate,Papunesia,240.0,Bromham,bhf,,0,2.0,142.2825598,988.9312134,6.103123665,False,-3.82276,141.336
sis,sius1254,Siuslaw,Isolate,North America,,,,,0,1.0,1286.439264,557.7068195,6.089999557,False,42.5111,-124.379
iar,pura1257,Purari,Isolate,Papunesia,7000.0,Bromham,iar,,0,4.0,1794.828574,1607.707764,6.432137012,False,-7.59133,145.036
nll,niha1238,Nihali,Isolate,Eurasia,2000.0,Bromham,nll,0.0,0,0.0,829.5182258,409.7789917,5.243798733,False,21.1886,76.3318
mgk,mawe1251,Mawes,Isolate,Papunesia,850.0,Bromham,mgk,,0,6.0,124.1965062,580.927002,5.985350609,False,-2.36944,139.752
yau,yuwa1244,Hoti,Jodi-Saliban,South America,640.0,Bromham,yau,,0,3.0,8958.76798,1088.217896,6.389272213,False,5.63879,-65.4267
gbu,gaga1251,Gaagudju,Isolate,Australia,1.0,Bromham,gbu,0.0,0,2.0,1112.953344,248.6659698,4.433883667,False,-12.5176,132.643
xmr,mero1237,Meroitic,Isolate,Africa,,,,,0,3.0,1921.210929,670.0216293,5.800043106,True,16.9333,33.7333
lrg,lara1258,Laragia,Isolate,Australia,23.0,Bromham,lrg,,0,4.0,669.052674,141.7901446,4.099223216,False,-12.4111,130.922
yra,yera1243,Yerakai,Isolate,Papunesia,380.0,Bromham,yra,,0,2.0,183.3541517,1519.695343,6.334013462,False,-4.28828,142.947
gly,gule1241,Gule,Isolate,Africa,1000.0,Bromham,gly,,0,1.0,55606.17051,120.1229248,3.662901163,False,11.8336,33.6929
pwa,pawa1255,Pawaia,Isolate,Papunesia,4000.0,Bromham,pwa,0.0,0,3.0,4339.78481,2047.476929,6.682682276,False,-6.88021,145.081
ncz,natc1249,Natchez,Isolate,North America,6.0,Bromham,ncz,,0,0.0,10031.44213,168.4328156,4.107779026,False,31.75,-91.33
mok,moro1289,Marori,Isolate,Papunesia,50.0,Bromham,mok,0.0,0,2.0,922.0422236,74.67824078,2.73732084,False,-8.5692,140.688
uby,ubyk1235,Ubykh,Abkhaz-Adyge,Eurasia,,,,,0,5.0,60457.17814,911.1027629,6.210798264,False,43.67,39.67
mpe,maja1242,Majang,Surmic,Africa,18500.0,Bromham,mpe,0.013237064,0,7.0,5570.890647,1593.135986,6.235617161,False,7.6843,35.0228
mgb,mara1396,Mararit,Tamaic,Africa,42400.0,Bromham,mgb,,0,3.0,2407.497978,338.9927673,4.626244068,False,14.087,21.6408
lll,lila1246,Lilau,Bogia,Papunesia,450.0,Bromham,lll,,0,4.0,61.15246306,1692.247772,6.021868944,False,-4.35479,144.99
mxk,nucl1458,Monumbo,Bogia,Papunesia,410.0,Bromham,mxk,0.0,0,4.0,20.90355618,1692.247772,6.021868944,False,-4.2717,144.95
mps,dadi1250,Dadibi,Teberan,Papunesia,10000.0,Bromham,mps,0.0,0,3.0,1330.701654,2047.476929,6.682682276,False,-6.65765,144.511
ppo,folo1238,Folopa,Teberan,Papunesia,3000.0,Bromham,ppo,0.0,0,7.0,4860.675326,1692.548828,6.102485339,False,-6.86321,144.458
slc,sali1298,Sáliba,Jodi-Saliban,South America,1550.0,Bromham,slc,0.0,0,6.0,2484.970111,221.4395657,3.762101054,False,5.30115,-69.3843
cht,chol1284,Cholón,Hibito-Cholon,South America,,,,,0,0.0,4695.376462,2391.674988,6.504431963,False,-9.23129,-75.9621
hib,hibi1243,Hibito,Hibito-Cholon,South America,,,,,0,0.0,7884.937019,2457.545166,6.653686643,False,-6.58333,-77.7
kmx,wabo1241,Waboda,Kiwaian,Papunesia,2750.0,Bromham,kmx,,0,3.0,724.4147793,760.3310719,4.262597919,False,-8.41651,143.501
kjd,sout2949,Southern Kiwai,Kiwaian,Papunesia,9700.0,Bromham,kjd,0.0,0,8.0,1715.690784,512.1255379,4.056661487,False,-8.64889,143.244
bcf,bamu1257,Bamu,Kiwaian,Papunesia,6310.0,Bromham,bcf,,0,5.0,1555.658806,877.3196131,4.848486662,False,-7.93818,143.545
kiw,nort2930,Northeast Kiwai,Kiwaian,Papunesia,6000.0,Bromham,kiw,,0,5.0,1224.744484,1607.707764,6.432137012,False,-7.39215,144.667
idi,idii1243,Idi-Taeme,Pahoturi,Papunesia,1610.0,Bromham,idi,,0,8.0,3394.368927,320.3540726,3.526711643,False,-8.75976,142.301
kit,agob1244,Agob-Ende-Kawam,Pahoturi,Papunesia,2440.0,Bromham,kit,,0,6.0,2690.212651,38.60015869,2.943916202,False,-9.08521,142.532
aru,arua1263,Arawá (Amazonas State),Arawan,South America,,,,,0,2.0,7116.082637,60.44367981,3.152377248,True,-5.5,-67.98
swx,suru1263,Suruahá,Arawan,South America,140.0,Bromham,swx,,0,0.0,1919.554587,55.68858051,3.102895081,False,-6.82525,-66.3146
pad,paum1247,Paumari,Arawan,South America,290.0,Bromham,pad,0.0,0,2.0,7116.082637,37.17392349,2.994864702,False,-5.78403,-64.2803
tqm,turu1250,Turumsa,Doso-Turumsa,Papunesia,5.0,Bromham,tqm,,0,0.0,0.640457385,415.2581406,3.796748559,False,-7.93238,142.568
dol,doso1239,Doso,Doso-Turumsa,Papunesia,700.0,Bromham,dol,,0,2.0,101.5053675,415.2581406,3.796748559,False,-7.85806,142.656
iml,milu1241,Miluk,Coosan,North America,,,,,0,2.0,52.49012618,1233.284134,6.361232519,True,43.3215,-124.258
csz,coos1249,Hanis,Coosan,North America,1.0,Koplenig,csz,0.0,0,2.0,52.49012618,1233.284134,6.361232519,True,43.4413,-124.16
cap,chip1262,Chipaya,Uru-Chipaya,South America,1200.0,Bromham,cap,0.0,0,1.0,2114.110311,674.0942993,5.656364441,False,-18.73951,-67.89633
ure,uruu1244,Uru,Uru-Chipaya,South America,2.0,Bromham,ure,0.0,0,1.0,179.1647061,2167.986084,6.243439674,False,-16.72547,-68.97119
mnx,mani1235,Sougb,East Bird's Head,Papunesia,12000.0,Bromham,mnx,0.0,0,3.0,2698.839493,1220.762695,6.27396059,False,-1.49611,133.95
njs,nisa1239,Nisa-Anasi,Geelvink Bay,Papunesia,500.0,Bromham,njs,,0,2.0,930.1466289,573.8927612,5.544532776,False,-1.95386,137.6
tfo,tefa1238,Tefaro,Geelvink Bay,Papunesia,100.0,Bromham,tfo,,0,4.0,159.4233505,1179.54332,6.396161437,False,-2.35042,136.753
