lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
akha,ākha,V;BANTU6;RMT;PST,0.0,0.0011936216216216,âː kʰ a,3,V,BANTU6,RMT,PST,,,,,,
akha,nakhe,V;2;PL;SBJV,0.0,0.0011936216216216,n áː kʰ e,0,V,2,PL,SBJV,,,,,,
akha,zazakha,V;BANTU8;RMT;PST;PROG,0.0,0.0011936216216216,z a z áː kʰ a,1,V,BANTU8,RMT,PST,PROG,,,,,
akha,kuzokwakha,V;BANTU15;FUT,0.0,0.0011936216216216,ɠ ú z o ɠ w aː kʰ a,0,V,BANTU15,FUT,,,,,,,
akha,kwakwakha,V;BANTU15;RMT;PST;PROG,0.0,0.0011936216216216,k w a ɠ w áː kʰ a,2,V,BANTU15,RMT,PST,PROG,,,,,
akha,lakha,V;BANTU5;V.PTCP,3e-05,0.0011936216216216,l áː kʰ a,4,V,BANTU5,V.PTCP,,,,,,,
akha,wawakha,V;2;SG;RMT;PST;PROG,2e-05,0.0011936216216216,w a w áː kʰ a,1,V,2,SG,RMT,PST,PROG,,,,
akha,wakhile,V;2;SG;RCT;PST,2e-05,0.0011936216216216,w áː kʰ iː l e,0,V,2,SG,RCT,PST,,,,,
akha,wakhē,V;2;SG;RCT;PST,0.0,0.0011936216216216,w áː kʰ eː,1,V,2,SG,RCT,PST,,,,,
akha,wawakha,V;BANTU3;RMT;PST;PROG,2e-05,0.0011936216216216,w a w áː kʰ a,0,V,BANTU3,RMT,PST,PROG,,,,,
akha,yakha,V;IMP;2;SG,5e-05,0.0011936216216216,j áː kʰ a,3,V,IMP,2,SG,,,,,,
akha,lākha,V;BANTU5;RMT;PST,0.0,0.0011936216216216,l áː kʰ a,4,V,BANTU5,RMT,PST,,,,,,
akha,wakhile,V;BANTU1;RCT;PST,2e-05,0.0011936216216216,w áː kʰ iː l e,0,V,BANTU1,RCT,PST,,,,,,
akha,wakhē,V;BANTU1;RCT;PST,0.0,0.0011936216216216,w áː kʰ eː,4,V,BANTU1,RCT,PST,,,,,,
akha,buzokwakha,V;BANTU14;FUT,0.0,0.0011936216216216,ɓ ú z o ɠ w aː kʰ a,0,V,BANTU14,FUT,,,,,,,
akha,bewakha,V;BANTU3;RCT;PST;PROG,2e-05,0.0011936216216216,ɓ e w áː kʰ a,0,V,BANTU3,RCT,PST,PROG,,,,,
akha,zākha,V;BANTU8;RMT;PST,0.0,0.0011936216216216,z áː kʰ a,1,V,BANTU8,RMT,PST,,,,,,
akha,bezakha,V;BANTU8;RCT;PST;PROG,0.0,0.0011936216216216,ɓ e z áː kʰ a,1,V,BANTU8,RCT,PST,PROG,,,,,
akha,sizokwakha,V;1;PL;FUT,1e-05,0.0011936216216216,s i z ó ɠ w aː kʰ a,0,V,1,PL,FUT,,,,,,
akha,lwakhe,V;BANTU11;SBJV,0.0028,0.0011936216216216,l w áː kʰ e,1,V,BANTU11,SBJV,,,,,,,
akha,bakha,V;BANTU14;V.PTCP,0.00028,0.0011936216216216,ɓ áː kʰ a,1,V,BANTU14,V.PTCP,,,,,,,
akha,ubakha,V;2;SG;RCT;PST;PROG,0.0,0.0011936216216216,ú ɓ aː kʰ á,2,V,2,SG,RCT,PST,PROG,,,,
akha,kwakhe,V;BANTU17;SBJV,0.01482,0.0011936216216216,k w áː kʰ e,4,V,BANTU17,SBJV,,,,,,,
akha,nakhile,V;2;PL;RCT;PST,2e-05,0.0011936216216216,n á kʰ iː l é,3,V,2,PL,RCT,PST,,,,,
akha,nakhē,V;2;PL;RCT;PST,0.0,0.0011936216216216,n áː kʰ eː,2,V,2,PL,RCT,PST,,,,,
akha,zazakha,V;BANTU10;RMT;PST;PROG,0.0,0.0011936216216216,z a z áː kʰ a,4,V,BANTU10,RMT,PST,PROG,,,,,
akha,sākha,V;BANTU7;RMT;PST,0.0,0.0011936216216216,s áː kʰ a,1,V,BANTU7,RMT,PST,,,,,,
akha,akhe,V;BANTU1;SBJV,0.00648,0.0011936216216216,áː kʰ e,1,V,BANTU1,SBJV,,,,,,,
akha,wakha,V;2;SG;V.PTCP,0.00073,0.0011936216216216,w áː kʰ a,3,V,2,SG,V.PTCP,,,,,,
akha,wakhile,V;BANTU3;RCT;PST,2e-05,0.0011936216216216,w áː kʰ iː l e,3,V,BANTU3,RCT,PST,,,,,,
akha,wakhē,V;BANTU3;RCT;PST,0.0,0.0011936216216216,w áː kʰ eː,4,V,BANTU3,RCT,PST,,,,,,
akha,uzokwakha,V;2;SG;FUT,3e-05,0.0011936216216216,ú z o ɠ w áː kʰ a,3,V,2,SG,FUT,,,,,,
akha,wakha,V;BANTU3;V.PTCP,0.00073,0.0011936216216216,w áː kʰ a,4,V,BANTU3,V.PTCP,,,,,,,
akha,kwakhile,V;BANTU15;RCT;PST,1e-05,0.0011936216216216,k w á kʰ iː l e,4,V,BANTU15,RCT,PST,,,,,,
akha,kwakhē,V;BANTU15;RCT;PST,0.0,0.0011936216216216,k w áː kʰ eː,3,V,BANTU15,RCT,PST,,,,,,
akha,akhe,V;BANTU4;SBJV,0.00648,0.0011936216216216,áː kʰ e,1,V,BANTU4,SBJV,,,,,,,
akha,uzokwakha,V;BANTU1;FUT,3e-05,0.0011936216216216,ú z o ɠ w áː kʰ a,1,V,BANTU1,FUT,,,,,,,
akha,wayakha,V;BANTU1;RMT;PST;PROG,0.0,0.0011936216216216,w a j áː kʰ a,2,V,BANTU1,RMT,PST,PROG,,,,,
akha,yakhani,V;IMP;2;PL,1e-05,0.0011936216216216,j áː kʰ aː n i,3,V,IMP,2,PL,,,,,,
akha,belakha,V;BANTU5;RCT;PST;PROG,0.0,0.0011936216216216,ɓ é l aː kʰ a,1,V,BANTU5,RCT,PST,PROG,,,,,
akha,bakhile,V;BANTU2;RCT;PST,1e-05,0.0011936216216216,ɓ á kʰ iː l e,2,V,BANTU2,RCT,PST,,,,,,
akha,bakhē,V;BANTU2;RCT;PST,0.0,0.0011936216216216,ɓ áː kʰ eː,3,V,BANTU2,RCT,PST,,,,,,
akha,sasakha,V;BANTU7;RMT;PST;PROG,0.0,0.0011936216216216,s a s áː kʰ a,2,V,BANTU7,RMT,PST,PROG,,,,,
akha,uyakha,V;2;SG;PRS,4e-05,0.0011936216216216,ú j aː kʰ á,4,V,2,SG,PRS,,,,,,
akha,wakha,V;2;SG;PRS,0.00073,0.0011936216216216,w áː kʰ a,2,V,2,SG,PRS,,,,,,
akha,bakhile,V;BANTU14;RCT;PST,1e-05,0.0011936216216216,ɓ á kʰ iː l e,4,V,BANTU14,RCT,PST,,,,,,
akha,bakhē,V;BANTU14;RCT;PST,0.0,0.0011936216216216,ɓ áː kʰ eː,3,V,BANTU14,RCT,PST,,,,,,
akha,ziyakha,V;BANTU8;PRS,0.0,0.0011936216216216,z í j aː kʰ a,4,V,BANTU8,PRS,,,,,,,
akha,zakha,V;BANTU8;PRS,1e-05,0.0011936216216216,z áː kʰ a,4,V,BANTU8,PRS,,,,,,,
akha,nizokwakha,V;2;PL;FUT,0.0,0.0011936216216216,n í z o ɠ w aː kʰ a,4,V,2,PL,FUT,,,,,,
akha,zakha,V;BANTU10;V.PTCP,1e-05,0.0011936216216216,z áː kʰ a,4,V,BANTU10,V.PTCP,,,,,,,
akha,uzokwakha,V;BANTU3;FUT,3e-05,0.0011936216216216,ú z o ɠ w áː kʰ a,4,V,BANTU3,FUT,,,,,,,
akha,sakhe,V;1;PL;SBJV,0.01206,0.0011936216216216,s áː kʰ e,3,V,1,PL,SBJV,,,,,,
akha,nakha,V;2;PL;V.PTCP,1e-05,0.0011936216216216,n áː kʰ a,0,V,2,PL,V.PTCP,,,,,,
akha,ngiyakha,V;1;SG;PRS,0.0,0.0011936216216216,n ɡ i j âː kʰ a,2,V,1,SG,PRS,,,,,,
akha,ngakha,V;1;SG;PRS,0.0,0.0011936216216216,ᵑɡ áː kʰ a,1,V,1,SG,PRS,,,,,,
akha,bebakha,V;BANTU2;RCT;PST;PROG,2e-05,0.0011936216216216,ɓ é ɓ aː kʰ a,3,V,BANTU2,RCT,PST,PROG,,,,,
akha,bakhe,V;BANTU2;SBJV,0.01206,0.0011936216216216,ɓ áː kʰ e,1,V,BANTU2,SBJV,,,,,,,
akha,siyakha,V;BANTU7;PRS,1e-05,0.0011936216216216,s í j aː kʰ a,0,V,BANTU7,PRS,,,,,,,
akha,sakha,V;BANTU7;PRS,9e-05,0.0011936216216216,s áː kʰ a,4,V,BANTU7,PRS,,,,,,,
akha,kwakwakha,V;BANTU17;RMT;PST;PROG,0.0,0.0011936216216216,k w a ɠ w áː kʰ a,1,V,BANTU17,RMT,PST,PROG,,,,,
akha,kwakhile,V;BANTU17;RCT;PST,1e-05,0.0011936216216216,k w á kʰ iː l e,4,V,BANTU17,RCT,PST,,,,,,
akha,kwakhē,V;BANTU17;RCT;PST,0.0,0.0011936216216216,k w áː kʰ eː,2,V,BANTU17,RCT,PST,,,,,,
akha,lakhe,V;BANTU5;SBJV,0.01624,0.0011936216216216,l áː kʰ e,4,V,BANTU5,SBJV,,,,,,,
akha,ziyakha,V;BANTU10;PRS,0.0,0.0011936216216216,z í j aː kʰ a,0,V,BANTU10,PRS,,,,,,,
akha,zakha,V;BANTU10;PRS,1e-05,0.0011936216216216,z áː kʰ a,3,V,BANTU10,PRS,,,,,,,
akha,bazokwakha,V;BANTU2;FUT,1e-05,0.0011936216216216,ɓ a z o ɠ w áː kʰ a,2,V,BANTU2,FUT,,,,,,,
akha,wākha,V;2;SG;RMT;PST,0.0,0.0011936216216216,w áː kʰ a,3,V,2,SG,RMT,PST,,,,,
akha,nanakha,V;2;PL;RMT;PST;PROG,0.0,0.0011936216216216,n á n aː kʰ a,1,V,2,PL,RMT,PST,PROG,,,,
akha,lizokwakha,V;BANTU5;FUT,0.0,0.0011936216216216,l i z o ɠ w áː kʰ a,4,V,BANTU5,FUT,,,,,,,
akha,lalakha,V;BANTU5;RMT;PST;PROG,0.0,0.0011936216216216,l a l áː kʰ a,4,V,BANTU5,RMT,PST,PROG,,,,,
akha,ngakha,V;1;SG;V.PTCP,0.0,0.0011936216216216,ᵑɡ áː kʰ a,4,V,1,SG,V.PTCP,,,,,,
akha,beyakha,V;BANTU9;RCT;PST;PROG,1e-05,0.0011936216216216,ɓ e j áː kʰ a,3,V,BANTU9,RCT,PST,PROG,,,,,
akha,iyakha,V;BANTU9;PRS,1e-05,0.0011936216216216,íː j aː kʰ a,0,V,BANTU9,PRS,,,,,,,
akha,akha,V;BANTU9;PRS,0.00013,0.0011936216216216,áː kʰ a,3,V,BANTU9,PRS,,,,,,,
akha,bekwakha,V;BANTU17;RCT;PST;PROG,0.0,0.0011936216216216,ɓ é ɠ w aː kʰ a,3,V,BANTU17,RCT,PST,PROG,,,,,
akha,ngākha,V;1;SG;RMT;PST,0.0,0.0011936216216216,n ɡ âː kʰ a,4,V,1,SG,RMT,PST,,,,,
akha,buyakha,V;BANTU14;PRS,0.0,0.0011936216216216,ɓ ú j aː kʰ a,4,V,BANTU14,PRS,,,,,,,
akha,bakha,V;BANTU14;PRS,0.00028,0.0011936216216216,ɓ áː kʰ a,3,V,BANTU14,PRS,,,,,,,
akha,izokwakha,V;BANTU4;FUT,2e-05,0.0011936216216216,íː z o ɠ w áː kʰ a,1,V,BANTU4,FUT,,,,,,,
akha,kwakha,V;BANTU17;V.PTCP,0.00011,0.0011936216216216,k w áː kʰ a,4,V,BANTU17,V.PTCP,,,,,,,
akha,nākha,V;2;PL;RMT;PST,0.0,0.0011936216216216,n áː kʰ a,4,V,2,PL,RMT,PST,,,,,
akha,kuzokwakha,V;BANTU17;FUT,0.0,0.0011936216216216,ɠ ú z o ɠ w aː kʰ a,4,V,BANTU17,FUT,,,,,,,
akha,nibakha,V;2;PL;RCT;PST;PROG,0.0,0.0011936216216216,n í ɓ aː kʰ a,2,V,2,PL,RCT,PST,PROG,,,,
akha,zākha,V;BANTU10;RMT;PST,0.0,0.0011936216216216,z áː kʰ a,3,V,BANTU10,RMT,PST,,,,,,
akha,babakha,V;BANTU14;RMT;PST;PROG,1e-05,0.0011936216216216,ɓ a ɓ áː kʰ a,4,V,BANTU14,RMT,PST,PROG,,,,,
akha,wakhe,V;BANTU3;SBJV,0.02101,0.0011936216216216,w áː kʰ e,4,V,BANTU3,SBJV,,,,,,,
akha,akha,V;BANTU4;V.PTCP,0.00013,0.0011936216216216,áː kʰ a,3,V,BANTU4,V.PTCP,,,,,,,
akha,akha,V;BANTU9;V.PTCP,0.00013,0.0011936216216216,áː kʰ a,1,V,BANTU9,V.PTCP,,,,,,,
akha,akhe,V;BANTU6;SBJV,0.00648,0.0011936216216216,áː kʰ e,0,V,BANTU6,SBJV,,,,,,,
akha,luyakha,V;BANTU11;PRS,1e-05,0.0011936216216216,l ú j aː kʰ a,4,V,BANTU11,PRS,,,,,,,
akha,lakha,V;BANTU11;PRS,3e-05,0.0011936216216216,l áː kʰ a,0,V,BANTU11,PRS,,,,,,,
akha,babakha,V;BANTU2;RMT;PST;PROG,1e-05,0.0011936216216216,ɓ a ɓ áː kʰ a,1,V,BANTU2,RMT,PST,PROG,,,,,
akha,sākha,V;1;PL;RMT;PST,0.0,0.0011936216216216,s áː kʰ a,4,V,1,PL,RMT,PST,,,,,
akha,kuyakha,V;BANTU17;PRS,0.0,0.0011936216216216,ɠ ú j aː kʰ a,1,V,BANTU17,PRS,,,,,,,
akha,kwakha,V;BANTU17;PRS,0.00011,0.0011936216216216,k w áː kʰ a,0,V,BANTU17,PRS,,,,,,,
akha,yākha,V;BANTU9;RMT;PST,0.0,0.0011936216216216,j áː kʰ a,0,V,BANTU9,RMT,PST,,,,,,
akha,yakheni,V;IMP;2;PL;LGSPEC3,0.0,0.0011936216216216,j áː kʰ eː n i,4,V,IMP,2,PL,LGSPEC3,,,,,
akha,lakhile,V;BANTU5;RCT;PST,1e-05,0.0011936216216216,l á kʰ iː l é,4,V,BANTU5,RCT,PST,,,,,,
akha,lakhē,V;BANTU5;RCT;PST,0.0,0.0011936216216216,l áː kʰ eː,4,V,BANTU5,RCT,PST,,,,,,
akha,besakha,V;BANTU7;RCT;PST;PROG,1e-05,0.0011936216216216,ɓ é s aː kʰ a,1,V,BANTU7,RCT,PST,PROG,,,,,
akha,bākha,V;BANTU14;RMT;PST,0.0,0.0011936216216216,ɓ âː kʰ a,4,V,BANTU14,RMT,PST,,,,,,
akha,bebakha,V;BANTU14;RCT;PST;PROG,2e-05,0.0011936216216216,ɓ é ɓ aː kʰ a,1,V,BANTU14,RCT,PST,PROG,,,,,
akha,bengakha,V;1;SG;RCT;PST;PROG,0.0,0.0011936216216216,ɓ e n ɡ âː kʰ a,0,V,1,SG,RCT,PST,PROG,,,,
akha,kuyakha,V;BANTU15;PRS,0.0,0.0011936216216216,ɠ ú j aː kʰ a,0,V,BANTU15,PRS,,,,,,,
akha,kwakha,V;BANTU15;PRS,0.00011,0.0011936216216216,k w áː kʰ a,3,V,BANTU15,PRS,,,,,,,
akha,sasakha,V;1;PL;RMT;PST;PROG,0.0,0.0011936216216216,s a s áː kʰ a,4,V,1,PL,RMT,PST,PROG,,,,
akha,akhile,V;BANTU4;RCT;PST,2e-05,0.0011936216216216,áː kʰ iː l é,1,V,BANTU4,RCT,PST,,,,,,
akha,akhē,V;BANTU4;RCT;PST,0.0,0.0011936216216216,áː kʰ eː,0,V,BANTU4,RCT,PST,,,,,,
akha,niyakha,V;2;PL;PRS,0.0,0.0011936216216216,n í j aː kʰ a,4,V,2,PL,PRS,,,,,,
akha,nakha,V;2;PL;PRS,1e-05,0.0011936216216216,n áː kʰ a,1,V,2,PL,PRS,,,,,,
akha,lwākha,V;BANTU11;RMT;PST,0.0,0.0011936216216216,l w áː kʰ a,3,V,BANTU11,RMT,PST,,,,,,
akha,bakha,V;BANTU2;V.PTCP,0.00028,0.0011936216216216,ɓ áː kʰ a,0,V,BANTU2,V.PTCP,,,,,,,
akha,sakhile,V;BANTU7;RCT;PST,1e-05,0.0011936216216216,s á kʰ iː l e,1,V,BANTU7,RCT,PST,,,,,,
akha,sakhē,V;BANTU7;RCT;PST,0.0,0.0011936216216216,s áː kʰ eː,1,V,BANTU7,RCT,PST,,,,,,
akha,sakha,V;BANTU7;V.PTCP,9e-05,0.0011936216216216,s áː kʰ a,3,V,BANTU7,V.PTCP,,,,,,,
akha,kwākha,V;BANTU17;RMT;PST,0.0,0.0011936216216216,k w áː kʰ a,0,V,BANTU17,RMT,PST,,,,,,
akha,zakhe,V;BANTU8;SBJV,0.01098,0.0011936216216216,z áː kʰ e,2,V,BANTU8,SBJV,,,,,,,
akha,kwakha,V;BANTU15;V.PTCP,0.00011,0.0011936216216216,k w áː kʰ a,1,V,BANTU15,V.PTCP,,,,,,,
akha,siyakha,V;1;PL;PRS,1e-05,0.0011936216216216,s í j aː kʰ a,2,V,1,PL,PRS,,,,,,
akha,sakha,V;1;PL;PRS,9e-05,0.0011936216216216,s áː kʰ a,0,V,1,PL,PRS,,,,,,
akha,ayakha,V;BANTU6;RMT;PST;PROG,1e-05,0.0011936216216216,a j áː kʰ a,2,V,BANTU6,RMT,PST,PROG,,,,,
akha,akhile,V;BANTU6;RCT;PST,2e-05,0.0011936216216216,áː kʰ iː l é,2,V,BANTU6,RCT,PST,,,,,,
akha,akhē,V;BANTU6;RCT;PST,0.0,0.0011936216216216,áː kʰ eː,2,V,BANTU6,RCT,PST,,,,,,
akha,lwalwakha,V;BANTU11;RMT;PST;PROG,0.0,0.0011936216216216,l w a l w áː kʰ a,0,V,BANTU11,RMT,PST,PROG,,,,,
akha,ngakhe,V;1;SG;SBJV,5e-05,0.0011936216216216,n ɡ áː kʰ e,2,V,1,SG,SBJV,,,,,,
akha,bayakha,V;BANTU2;PRS,0.0,0.0011936216216216,ɓ a j áː kʰ a,2,V,BANTU2,PRS,,,,,,,
akha,bakha,V;BANTU2;PRS,0.00028,0.0011936216216216,ɓ áː kʰ a,0,V,BANTU2,PRS,,,,,,,
akha,kwākha,V;BANTU15;RMT;PST,0.0,0.0011936216216216,k w áː kʰ a,2,V,BANTU15,RMT,PST,,,,,,
akha,akhile,V;BANTU9;RCT;PST,2e-05,0.0011936216216216,áː kʰ iː l é,0,V,BANTU9,RCT,PST,,,,,,
akha,akhē,V;BANTU9;RCT;PST,0.0,0.0011936216216216,áː kʰ eː,3,V,BANTU9,RCT,PST,,,,,,
akha,belwakha,V;BANTU11;RCT;PST;PROG,0.0,0.0011936216216216,ɓ é l w aː kʰ a,2,V,BANTU11,RCT,PST,PROG,,,,,
akha,ngizokwakha,V;1;SG;FUT,2e-05,0.0011936216216216,n ɡ i z o ɠ w áː kʰ a,2,V,1,SG,FUT,,,,,,
akha,ngangakha,V;1;SG;RMT;PST;PROG,0.0,0.0011936216216216,n ɡ a n ɡ áː kʰ a,3,V,1,SG,RMT,PST,PROG,,,,
akha,sizokwakha,V;BANTU7;FUT,1e-05,0.0011936216216216,s i z ó ɠ w aː kʰ a,0,V,BANTU7,FUT,,,,,,,
akha,ubakha,V;BANTU1;RCT;PST;PROG,0.0,0.0011936216216216,ú ɓ aː kʰ á,4,V,BANTU1,RCT,PST,PROG,,,,,
akha,uyakha,V;BANTU1;PRS,4e-05,0.0011936216216216,ú j aː kʰ á,3,V,BANTU1,PRS,,,,,,,
akha,wakha,V;BANTU1;PRS,0.00073,0.0011936216216216,w áː kʰ a,0,V,BANTU1,PRS,,,,,,,
akha,abakha,V;BANTU6;RCT;PST;PROG,4e-05,0.0011936216216216,a ɓ áː kʰ a,4,V,BANTU6,RCT,PST,PROG,,,,,
akha,zakhile,V;BANTU8;RCT;PST,1e-05,0.0011936216216216,z á kʰ iː l é,0,V,BANTU8,RCT,PST,,,,,,
akha,zakhē,V;BANTU8;RCT;PST,0.0,0.0011936216216216,z áː kʰ eː,1,V,BANTU8,RCT,PST,,,,,,
akha,iyakha,V;BANTU4;PRS,1e-05,0.0011936216216216,íː j aː kʰ a,3,V,BANTU4,PRS,,,,,,,
akha,akha,V;BANTU4;PRS,0.00013,0.0011936216216216,áː kʰ a,2,V,BANTU4,PRS,,,,,,,
akha,akhe,V;BANTU9;SBJV,0.00648,0.0011936216216216,áː kʰ e,2,V,BANTU9,SBJV,,,,,,,
akha,akha,V;BANTU6;V.PTCP,0.00013,0.0011936216216216,áː kʰ a,0,V,BANTU6,V.PTCP,,,,,,,
akha,lwakhile,V;BANTU11;RCT;PST,0.0,0.0011936216216216,l w á kʰ iː l e,1,V,BANTU11,RCT,PST,,,,,,
akha,lwakhē,V;BANTU11;RCT;PST,0.0,0.0011936216216216,l w áː kʰ eː,0,V,BANTU11,RCT,PST,,,,,,
akha,azokwakha,V;BANTU6;FUT,0.0,0.0011936216216216,a z o ɠ w áː kʰ a,3,V,BANTU6,FUT,,,,,,,
akha,lakha,V;BANTU11;V.PTCP,3e-05,0.0011936216216216,l áː kʰ a,4,V,BANTU11,V.PTCP,,,,,,,
akha,bākha,V;BANTU2;RMT;PST,0.0,0.0011936216216216,ɓ âː kʰ a,1,V,BANTU2,RMT,PST,,,,,,
akha,bakhe,V;BANTU14;SBJV,0.01206,0.0011936216216216,ɓ áː kʰ e,1,V,BANTU14,SBJV,,,,,,,
akha,yayakha,V;BANTU4;RMT;PST;PROG,1e-05,0.0011936216216216,j a j áː kʰ a,0,V,BANTU4,RMT,PST,PROG,,,,,
akha,izokwakha,V;BANTU9;FUT,2e-05,0.0011936216216216,íː z o ɠ w áː kʰ a,2,V,BANTU9,FUT,,,,,,,
akha,yayakha,V;BANTU9;RMT;PST;PROG,1e-05,0.0011936216216216,j a j áː kʰ a,4,V,BANTU9,RMT,PST,PROG,,,,,
akha,akha,V;BANTU1;V.PTCP,0.00013,0.0011936216216216,áː kʰ a,4,V,BANTU1,V.PTCP,,,,,,,
cela,ucele,V;2;SG;SBJV,0.00086,6.886486486486483e-05,úː ǀ eː l e,2,V,2,SG,SBJV,,,,,,
cela,uyacela,V;BANTU3;PRS,3e-05,6.886486486486483e-05,ú j a ǀ eː l a,2,V,BANTU3,PRS,,,,,,,
cela,ucela,V;BANTU3;PRS,0.00031,6.886486486486483e-05,úː ǀ eː l a,0,V,BANTU3,PRS,,,,,,,
cela,bekucela,V;BANTU15;RCT;PST;PROG,1e-05,6.886486486486483e-05,ɓ e ɠ ú ǀ eː l a,0,V,BANTU15,RCT,PST,PROG,,,,,
cela,zicelile,V;BANTU10;RCT;PST,0.0,6.886486486486483e-05,z íː ǀ e l íː l e,1,V,BANTU10,RCT,PST,,,,,,
cela,zicelē,V;BANTU10;RCT;PST,0.0,6.886486486486483e-05,z íː ǀ eː l eː,0,V,BANTU10,RCT,PST,,,,,,
cela,ayacela,V;BANTU6;PRS,1e-05,6.886486486486483e-05,a j á ǀ eː l a,2,V,BANTU6,PRS,,,,,,,
cela,acela,V;BANTU6;PRS,0.00012,6.886486486486483e-05,áː ǀ eː l a,0,V,BANTU6,PRS,,,,,,,
cela,wācela,V;BANTU1;RMT;PST,0.0,6.886486486486483e-05,w áː ǀ eː l a,3,V,BANTU1,RMT,PST,,,,,,
cela,ngicelile,V;1;SG;RCT;PST,1e-05,6.886486486486483e-05,n ɡ i ǀ e l íː l e,2,V,1,SG,RCT,PST,,,,,
cela,ngicelē,V;1;SG;RCT;PST,0.0,6.886486486486483e-05,n ɡ íː ǀ eː l eː,3,V,1,SG,RCT,PST,,,,,
