lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
fahren,fahrest,V;SBJV;SG;2;PRS,0.0,0.0002502857142857,f aː ʁ ə s t,2,V,SBJV,SG,2,PRS,,,,,
fahren,fahret,V;SBJV;PL;2;PRS,0.0,0.0002502857142857,f aː ʁ ə t,4,V,SBJV,PL,2,PRS,,,,,
fahren,fährt,V;IND;SG;3;PRS,0.000464,0.0002502857142857,f eː ɐ̯ t,1,V,IND,SG,3,PRS,,,,,
fahren,fahren,V;IND;PL;3;PRS,0.000603,0.0002502857142857,f aː ʁ ə n,0,V,IND,PL,3,PRS,,,,,
fahren,fahre,V;SBJV;SG;3;PRS,7.4e-05,0.0002502857142857,f aː ʁ ə,3,V,SBJV,SG,3,PRS,,,,,
fahren,fahren,V;SBJV;PL;3;PRS,0.000603,0.0002502857142857,f aː ʁ ə n,1,V,SBJV,PL,3,PRS,,,,,
fahren,fuhr,V;IND;SG;1;PST,0.000386,0.0002502857142857,f uː ɐ̯,3,V,IND,SG,1,PST,,,,,
fahren,fuhren,V;IND;PL;1;PST,0.000171,0.0002502857142857,f uː ʁ ə n,3,V,IND,PL,1,PST,,,,,
fahren,führe,V;SBJV;SG;1;PST,0.000108,0.0002502857142857,f yː ʁ ə,4,V,SBJV,SG,1,PST,,,,,
fahren,führen,V;SBJV;PL;1;PST,0.000941,0.0002502857142857,f yː ʁ ə n,3,V,SBJV,PL,1,PST,,,,,
fahren,fuhrst,V;IND;SG;2;PST,0.0,0.0002502857142857,f uː ɐ̯ s t,3,V,IND,SG,2,PST,,,,,
fahren,fuhrt,V;IND;PL;2;PST,1e-06,0.0002502857142857,f uː ɐ̯ t,1,V,IND,PL,2,PST,,,,,
fahren,führest,V;SBJV;SG;2;PST,0.0,0.0002502857142857,f yː ʁ ə s t,2,V,SBJV,SG,2,PST,,,,,
fahren,führet,V;SBJV;PL;2;PST,1e-06,0.0002502857142857,f yː ʁ ə t,0,V,SBJV,PL,2,PST,,,,,
fahren,fuhr,V;IND;SG;3;PST,0.000386,0.0002502857142857,f uː ɐ̯,0,V,IND,SG,3,PST,,,,,
fahren,fuhren,V;IND;PL;3;PST,0.000171,0.0002502857142857,f uː ʁ ə n,4,V,IND,PL,3,PST,,,,,
fahren,führe,V;SBJV;SG;3;PST,0.000108,0.0002502857142857,f yː ʁ ə,2,V,SBJV,SG,3,PST,,,,,
fahren,führen,V;SBJV;PL;3;PST,0.000941,0.0002502857142857,f yː ʁ ə n,2,V,SBJV,PL,3,PST,,,,,
fahren,fahr,V;IMP;SG;2,0.0,0.0002502857142857,f aː ɐ̯,1,V,IMP,SG,2,,,,,,
fahren,fahre,V;IMP;SG;2,7.4e-05,0.0002502857142857,f aː ʁ ə,1,V,IMP,SG,2,,,,,,
fahren,fahrt,V;IMP;PL;2,6e-06,0.0002502857142857,f aː ɐ̯ t,1,V,IMP,PL,2,,,,,,
geben,geben,V;NFIN,0.002213,0.0014449259259259,ɡ eː b ə n,2,V,NFIN,,,,,,,,
geben,gebe,V;IND;SG;1;PRS,0.001269,0.0014449259259259,ɡ eː b ə,3,V,IND,SG,1,PRS,,,,,
geben,geben,V;IND;PL;1;PRS,0.002213,0.0014449259259259,ɡ eː b ə n,2,V,IND,PL,1,PRS,,,,,
geben,gebe,V;SBJV;SG;1;PRS,0.001269,0.0014449259259259,ɡ eː b ə,4,V,SBJV,SG,1,PRS,,,,,
geben,geben,V;SBJV;PL;1;PRS,0.002213,0.0014449259259259,ɡ eː b ə n,0,V,SBJV,PL,1,PRS,,,,,
geben,gibst,V;IND;SG;2;PRS,1e-05,0.0014449259259259,ɡ iː p s t,2,V,IND,SG,2,PRS,,,,,
geben,gebt,V;IND;PL;2;PRS,1.4e-05,0.0014449259259259,ɡ eː p t,3,V,IND,PL,2,PRS,,,,,
geben,gebest,V;SBJV;SG;2;PRS,0.0,0.0014449259259259,ɡ ə b ə s t,2,V,SBJV,SG,2,PRS,,,,,
geben,gebet,V;SBJV;PL;2;PRS,0.0,0.0014449259259259,ɡ ə b eː t,1,V,SBJV,PL,2,PRS,,,,,
geben,gibt,V;IND;SG;3;PRS,0.013071,0.0014449259259259,ɡ iː p t,3,V,IND,SG,3,PRS,,,,,
geben,geben,V;IND;PL;3;PRS,0.002213,0.0014449259259259,ɡ eː b ə n,4,V,IND,PL,3,PRS,,,,,
geben,gebe,V;SBJV;SG;3;PRS,0.001269,0.0014449259259259,ɡ eː b ə,1,V,SBJV,SG,3,PRS,,,,,
geben,geben,V;SBJV;PL;3;PRS,0.002213,0.0014449259259259,ɡ eː b ə n,3,V,SBJV,PL,3,PRS,,,,,
geben,gab,V;IND;SG;1;PST,0.00484,0.0014449259259259,ɡ aː p,4,V,IND,SG,1,PST,,,,,
geben,gaben,V;IND;PL;1;PST,0.000541,0.0014449259259259,ɡ aː b n̩,3,V,IND,PL,1,PST,,,,,
geben,gäbe,V;SBJV;SG;1;PST,0.000126,0.0014449259259259,ɡ eː b ə,1,V,SBJV,SG,1,PST,,,,,
geben,gäben,V;SBJV;PL;1;PST,8e-06,0.0014449259259259,ɡ eː b ə n,2,V,SBJV,PL,1,PST,,,,,
geben,gabst,V;IND;SG;2;PST,2e-06,0.0014449259259259,ɡ aː p s t,4,V,IND,SG,2,PST,,,,,
geben,gabt,V;IND;PL;2;PST,0.0,0.0014449259259259,ɡ aː p t,1,V,IND,PL,2,PST,,,,,
geben,gäbest,V;SBJV;SG;2;PST,0.0,0.0014449259259259,ɡ eː b ə s t,0,V,SBJV,SG,2,PST,,,,,
geben,gäbet,V;SBJV;PL;2;PST,0.0,0.0014449259259259,ɡ eː b ə t,2,V,SBJV,PL,2,PST,,,,,
geben,gab,V;IND;SG;3;PST,0.00484,0.0014449259259259,ɡ aː p,1,V,IND,SG,3,PST,,,,,
geben,gaben,V;IND;PL;3;PST,0.000541,0.0014449259259259,ɡ aː b n̩,4,V,IND,PL,3,PST,,,,,
geben,gäbe,V;SBJV;SG;3;PST,0.000126,0.0014449259259259,ɡ eː b ə,3,V,SBJV,SG,3,PST,,,,,
geben,gäben,V;SBJV;PL;3;PST,8e-06,0.0014449259259259,ɡ eː b ə n,0,V,SBJV,PL,3,PST,,,,,
geben,gib,V;IMP;SG;2,0.0,0.0014449259259259,ɡ iː p,0,V,IMP,SG,2,,,,,,
geben,gebt,V;IMP;PL;2,1.4e-05,0.0014449259259259,ɡ eː p t,4,V,IMP,PL,2,,,,,,
gehen,gehen,V;NFIN,0.002137,0.0015108214285714,ɡ eː ə n,2,V,NFIN,,,,,,,,
gehen,gehe,V;IND;SG;1;PRS,0.000577,0.0015108214285714,ɡ eː ə,0,V,IND,SG,1,PRS,,,,,
gehen,gehen,V;IND;PL;1;PRS,0.002137,0.0015108214285714,ɡ eː ə n,4,V,IND,PL,1,PRS,,,,,
gehen,gehe,V;SBJV;SG;1;PRS,0.000577,0.0015108214285714,ɡ eː ə,3,V,SBJV,SG,1,PRS,,,,,
gehen,gehen,V;SBJV;PL;1;PRS,0.002137,0.0015108214285714,ɡ eː ə n,3,V,SBJV,PL,1,PRS,,,,,
gehen,gehst,V;IND;SG;2;PRS,2.3e-05,0.0015108214285714,ɡ eː s t,1,V,IND,SG,2,PRS,,,,,
gehen,geht,V;IND;PL;2;PRS,0.006756,0.0015108214285714,ɡ eː t,3,V,IND,PL,2,PRS,,,,,
gehen,gehest,V;SBJV;SG;2;PRS,0.0,0.0015108214285714,ɡ eː ə s t,3,V,SBJV,SG,2,PRS,,,,,
gehen,gehet,V;SBJV;PL;2;PRS,0.0,0.0015108214285714,ɡ eː ə t,3,V,SBJV,PL,2,PRS,,,,,
gehen,geht,V;IND;SG;3;PRS,0.006756,0.0015108214285714,ɡ eː t,0,V,IND,SG,3,PRS,,,,,
gehen,gehen,V;IND;PL;3;PRS,0.002137,0.0015108214285714,ɡ eː ə n,0,V,IND,PL,3,PRS,,,,,
gehen,gehe,V;SBJV;SG;3;PRS,0.000577,0.0015108214285714,ɡ eː ə,3,V,SBJV,SG,3,PRS,,,,,
gehen,gehen,V;SBJV;PL;3;PRS,0.002137,0.0015108214285714,ɡ eː ə n,3,V,SBJV,PL,3,PRS,,,,,
gehen,ging,V;IND;SG;1;PST,0.002894,0.0015108214285714,ɡ ɪ ŋ,0,V,IND,SG,1,PST,,,,,
gehen,gingen,V;IND;PL;1;PST,0.000776,0.0015108214285714,ɡ ɪ ŋ ə n,4,V,IND,PL,1,PST,,,,,
gehen,ginge,V;SBJV;SG;1;PST,6.1e-05,0.0015108214285714,ɡ ɪ ŋ ə,1,V,SBJV,SG,1,PST,,,,,
gehen,gingen,V;SBJV;PL;1;PST,0.000776,0.0015108214285714,ɡ ɪ ŋ ə n,0,V,SBJV,PL,1,PST,,,,,
gehen,gingst,V;IND;SG;2;PST,1e-06,0.0015108214285714,ɡ ɪ ŋ s t,3,V,IND,SG,2,PST,,,,,
gehen,gingt,V;IND;PL;2;PST,0.0,0.0015108214285714,ɡ ɪ ŋ t,4,V,IND,PL,2,PST,,,,,
gehen,gingest,V;SBJV;SG;2;PST,0.0,0.0015108214285714,ɡ ɪ ŋ ə s t,4,V,SBJV,SG,2,PST,,,,,
gehen,ginget,V;SBJV;PL;2;PST,0.0,0.0015108214285714,ɡ ɪ ŋ ə t,2,V,SBJV,PL,2,PST,,,,,
gehen,ging,V;IND;SG;3;PST,0.002894,0.0015108214285714,ɡ ɪ ŋ,2,V,IND,SG,3,PST,,,,,
gehen,gingen,V;IND;PL;3;PST,0.000776,0.0015108214285714,ɡ ɪ ŋ ə n,3,V,IND,PL,3,PST,,,,,
gehen,ginge,V;SBJV;SG;3;PST,6.1e-05,0.0015108214285714,ɡ ɪ ŋ ə,1,V,SBJV,SG,3,PST,,,,,
gehen,gingen,V;SBJV;PL;3;PST,0.000776,0.0015108214285714,ɡ ɪ ŋ ə n,0,V,SBJV,PL,3,PST,,,,,
gehen,geh,V;IMP;SG;2,4e-06,0.0015108214285714,ɡ eː,2,V,IMP,SG,2,,,,,,
gehen,gehe,V;IMP;SG;2,0.000577,0.0015108214285714,ɡ eː ə,2,V,IMP,SG,2,,,,,,
gehen,geht,V;IMP;PL;2,0.006756,0.0015108214285714,ɡ eː t,1,V,IMP,PL,2,,,,,,
losmüssen,losmüssen,V;NFIN,0.0,0.0014318571428571,l oː s m ʏ s n̩,1,V,NFIN,,,,,,,,
losmüssen,loszumüssen,V;NFIN;LGSPEC01,0.0,0.0014318571428571,l oː s t͡s u m ʏ s n̩,2,V,NFIN,LGSPEC01,,,,,,,
losmüssen,muss,V;IND;SG;1;PRS,0.005498,0.0014318571428571,m ʊ s,0,V,IND,SG,1,PRS,,,,,
losmüssen,müssen,V;IND;PL;1;PRS,0.004676,0.0014318571428571,m ʏ s n̩,3,V,IND,PL,1,PRS,,,,,
losmüssen,müsse,V;SBJV;SG;1;PRS,0.001516,0.0014318571428571,m ʏ s ə,2,V,SBJV,SG,1,PRS,,,,,
losmüssen,müssen,V;SBJV;PL;1;PRS,0.004676,0.0014318571428571,m ʏ s n̩,4,V,SBJV,PL,1,PRS,,,,,
losmüssen,musst,V;IND;SG;2;PRS,8.7e-05,0.0014318571428571,m ʊ s t,4,V,IND,SG,2,PRS,,,,,
losmüssen,müsst,V;IND;PL;2;PRS,4.5e-05,0.0014318571428571,m ʏ s t,4,V,IND,PL,2,PRS,,,,,
losmüssen,müssest,V;SBJV;SG;2;PRS,0.0,0.0014318571428571,m ʏ s ə s t,1,V,SBJV,SG,2,PRS,,,,,
losmüssen,müsset,V;SBJV;PL;2;PRS,0.0,0.0014318571428571,m ʏ s ə t,3,V,SBJV,PL,2,PRS,,,,,
losmüssen,muss,V;IND;SG;3;PRS,0.005498,0.0014318571428571,m ʊ s,2,V,IND,SG,3,PRS,,,,,
losmüssen,müssen,V;IND;PL;3;PRS,0.004676,0.0014318571428571,m ʏ s n̩,1,V,IND,PL,3,PRS,,,,,
losmüssen,müsse,V;SBJV;SG;3;PRS,0.001516,0.0014318571428571,m ʏ s ə,4,V,SBJV,SG,3,PRS,,,,,
losmüssen,müssen,V;SBJV;PL;3;PRS,0.004676,0.0014318571428571,m ʏ s n̩,3,V,SBJV,PL,3,PRS,,,,,
losmüssen,musste,V;IND;SG;1;PST,0.001624,0.0014318571428571,m ʊ s t ə,4,V,IND,SG,1,PST,,,,,
losmüssen,mussten,V;IND;PL;1;PST,0.000775,0.0014318571428571,m ʊ s t n̩,4,V,IND,PL,1,PST,,,,,
losmüssen,müsste,V;SBJV;SG;1;PST,0.0004,0.0014318571428571,m ʏ s t ə,2,V,SBJV,SG,1,PST,,,,,
losmüssen,müssten,V;SBJV;PL;1;PST,0.000812,0.0014318571428571,m ʏ s t n̩,4,V,SBJV,PL,1,PST,,,,,
losmüssen,musstest,V;IND;SG;2;PST,2e-06,0.0014318571428571,m ʊ s t ə s t,2,V,IND,SG,2,PST,,,,,
losmüssen,musstet,V;IND;PL;2;PST,0.0,0.0014318571428571,m ʊ s t ə t,3,V,IND,PL,2,PST,,,,,
losmüssen,müsstest,V;SBJV;SG;2;PST,4e-06,0.0014318571428571,m ʏ s t ə s t,1,V,SBJV,SG,2,PST,,,,,
losmüssen,müsstet,V;SBJV;PL;2;PST,0.0,0.0014318571428571,m ʏ s t ə t,2,V,SBJV,PL,2,PST,,,,,
losmüssen,musste,V;IND;SG;3;PST,0.001624,0.0014318571428571,m ʊ s t ə,2,V,IND,SG,3,PST,,,,,
losmüssen,mussten,V;IND;PL;3;PST,0.000775,0.0014318571428571,m ʊ s t n̩,0,V,IND,PL,3,PST,,,,,
losmüssen,müsste,V;SBJV;SG;3;PST,0.0004,0.0014318571428571,m ʏ s t ə,4,V,SBJV,SG,3,PST,,,,,
losmüssen,müssten,V;SBJV;PL;3;PST,0.000812,0.0014318571428571,m ʏ s t n̩,1,V,SBJV,PL,3,PST,,,,,
losmüssen,— (du),V;IMP;SG;2,0.0,0.0014318571428571,d uː,3,V,IMP,SG,2,,,,,,
losmüssen,— (ihr),V;IMP;PL;2,0.0,0.0014318571428571,iː ɐ̯,0,V,IMP,PL,2,,,,,,
zeigen,zeigen,V;NFIN,0.000814,0.0005196785714285,t͡s a ɪ̯ ɡ n̩,2,V,NFIN,,,,,,,,
zeigen,zeige,V;IND;SG;1;PRS,9.8e-05,0.0005196785714285,t͡s a ɪ̯ ɡ ə,1,V,IND,SG,1,PRS,,,,,
zeigen,zeigen,V;IND;PL;1;PRS,0.000814,0.0005196785714285,t͡s a ɪ̯ ɡ n̩,4,V,IND,PL,1,PRS,,,,,
zeigen,zeige,V;SBJV;SG;1;PRS,9.8e-05,0.0005196785714285,t͡s a ɪ̯ ɡ ə,0,V,SBJV,SG,1,PRS,,,,,
zeigen,zeigen,V;SBJV;PL;1;PRS,0.000814,0.0005196785714285,t͡s a ɪ̯ ɡ n̩,2,V,SBJV,PL,1,PRS,,,,,
zeigen,zeigst,V;IND;SG;2;PRS,0.0,0.0005196785714285,t͡s a ɪ̯ k s t,1,V,IND,SG,2,PRS,,,,,
zeigen,zeigt,V;IND;PL;2;PRS,0.001831,0.0005196785714285,t͡s a ɪ̯ k t,3,V,IND,PL,2,PRS,,,,,
zeigen,zeigest,V;SBJV;SG;2;PRS,0.0,0.0005196785714285,t͡s a ɪ̯ ɡ ə s t,3,V,SBJV,SG,2,PRS,,,,,
zeigen,zeiget,V;SBJV;PL;2;PRS,0.0,0.0005196785714285,t͡s a ɪ̯ ɡ ə t,3,V,SBJV,PL,2,PRS,,,,,
zeigen,zeigt,V;IND;SG;3;PRS,0.001831,0.0005196785714285,t͡s a ɪ̯ k t,2,V,IND,SG,3,PRS,,,,,
zeigen,zeigen,V;IND;PL;3;PRS,0.000814,0.0005196785714285,t͡s a ɪ̯ ɡ n̩,1,V,IND,PL,3,PRS,,,,,
zeigen,zeige,V;SBJV;SG;3;PRS,9.8e-05,0.0005196785714285,t͡s a ɪ̯ ɡ ə,0,V,SBJV,SG,3,PRS,,,,,
zeigen,zeigen,V;SBJV;PL;3;PRS,0.000814,0.0005196785714285,t͡s a ɪ̯ ɡ n̩,3,V,SBJV,PL,3,PRS,,,,,
zeigen,zeigte,V;IND;SG;1;PST,0.00079,0.0005196785714285,t͡s a ɪ̯ k t ə,3,V,IND,SG,1,PST,,,,,
zeigen,zeigten,V;IND;PL;1;PST,0.000359,0.0005196785714285,t͡s a ɪ̯ k t ə n,2,V,IND,PL,1,PST,,,,,
zeigen,zeigte,V;SBJV;SG;1;PST,0.00079,0.0005196785714285,t͡s a ɪ̯ k t ə,0,V,SBJV,SG,1,PST,,,,,
zeigen,zeigten,V;SBJV;PL;1;PST,0.000359,0.0005196785714285,t͡s a ɪ̯ k t ə n,1,V,SBJV,PL,1,PST,,,,,
zeigen,zeigtest,V;IND;SG;2;PST,0.0,0.0005196785714285,t͡s a ɪ̯ k t ə s t,4,V,IND,SG,2,PST,,,,,
zeigen,zeigtet,V;IND;PL;2;PST,0.0,0.0005196785714285,t͡s a ɪ̯ k t ə t,3,V,IND,PL,2,PST,,,,,
zeigen,zeigtest,V;SBJV;SG;2;PST,0.0,0.0005196785714285,t͡s a ɪ̯ k t ə s t,3,V,SBJV,SG,2,PST,,,,,
zeigen,zeigtet,V;SBJV;PL;2;PST,0.0,0.0005196785714285,t͡s a ɪ̯ k t ə t,0,V,SBJV,PL,2,PST,,,,,
zeigen,zeigte,V;IND;SG;3;PST,0.00079,0.0005196785714285,t͡s a ɪ̯ k t ə,2,V,IND,SG,3,PST,,,,,
zeigen,zeigten,V;IND;PL;3;PST,0.000359,0.0005196785714285,t͡s a ɪ̯ k t ə n,1,V,IND,PL,3,PST,,,,,
zeigen,zeigte,V;SBJV;SG;3;PST,0.00079,0.0005196785714285,t͡s a ɪ̯ k t ə,2,V,SBJV,SG,3,PST,,,,,
zeigen,zeigten,V;SBJV;PL;3;PST,0.000359,0.0005196785714285,t͡s a ɪ̯ k t ə n,0,V,SBJV,PL,3,PST,,,,,
zeigen,zeig,V;IMP;SG;2,0.0,0.0005196785714285,t͡s a ɪ̯ k,2,V,IMP,SG,2,,,,,,
zeigen,zeige,V;IMP;SG;2,9.8e-05,0.0005196785714285,t͡s a ɪ̯ ɡ ə,0,V,IMP,SG,2,,,,,,
zeigen,zeigt,V;IMP;PL;2,0.001831,0.0005196785714285,t͡s a ɪ̯ k t,3,V,IMP,PL,2,,,,,,
führen,führen,V;NFIN,0.000941,0.0005161071428571,f yː ʁ ə n,0,V,NFIN,,,,,,,,
führen,führe,V;IND;SG;1;PRS,0.000108,0.0005161071428571,f yː ʁ ə,0,V,IND,SG,1,PRS,,,,,
