lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
neiyé,nisiigį́,V;REAL;PFV/PRF;1;DU/PL,0.0,3.3333333333333333e-06,n ɪ̀ s ìː k ĩ́,2,V,REAL,PFV/PRF,1,DU/PL,,,,,
neiyé,nisíníyį́,V;REAL;PFV/PRF;2;SG,0.0,3.3333333333333333e-06,n ɪ̀ s ɪ̀ n ɪ́ j ĩ́,1,V,REAL,PFV/PRF,2,SG,,,,,
neiyé,nisooyį́,V;REAL;PFV/PRF;2;DU/PL,0.0,3.3333333333333333e-06,n ɪ̀ s òː j ĩ́,3,V,REAL,PFV/PRF,2,DU/PL,,,,,
neiyé,nizhdooyééł,V;REAL;PROSP;4;SG/DU/PL,0.0,3.3333333333333333e-06,n ɪ̀ ʒ t òː j éː ɬ,3,V,REAL,PROSP,4,SG/DU/PL,,,,,
nineez,dajíneez,V;REAL;PFV/PRF;4;PL,0.0,0.01083,t ɑ̀ t͡ʃ ɪ̀ n èː z,0,V,REAL,PFV/PRF,4,PL,,,,,
nineez,daniiʼneez,V;REAL;PFV/PRF;1;PL,0.0,0.01083,t ɑ̀ n ɪ́ː ʔ n èː z,2,V,REAL,PFV/PRF,1,PL,,,,,
nineez,danineez,V;REAL;PFV/PRF;3;PL,0.007,0.01083,t ɑ̀ n ɪ̀ n èː z,2,V,REAL,PFV/PRF,3,PL,,,,,
nineez,danohneez,V;REAL;PFV/PRF;2;PL,0.0,0.01083,t ɑ̀ n ò x n èː z,3,V,REAL,PFV/PRF,2,PL,,,,,
nineez,jíneez,V;REAL;PFV/PRF;4;SG/DU/PL,0.0,0.01083,t͡ʃ ɪ̀ n èː z,1,V,REAL,PFV/PRF,4,SG/DU/PL,,,,,
nineez,niiʼneez,V;REAL;PFV/PRF;1;DU/PL,0.0,0.01083,n ìː ʔ n èː z,1,V,REAL,PFV/PRF,1,DU/PL,,,,,
nineez,níneez,V;REAL;PFV/PRF;2;SG,0.0,0.01083,n ɪ̀ n èː z,3,V,REAL,PFV/PRF,2,SG,,,,,
nineez,nineez,V;REAL;PFV/PRF;3;SG/DU/PL,0.1013,0.01083,n ɪ̀ n èː z,0,V,REAL,PFV/PRF,3,SG/DU/PL,,,,,
nineez,nisneez,V;REAL;PFV/PRF;1;SG,0.0,0.01083,n ɪ̀ s n èː z,2,V,REAL,PFV/PRF,1,SG,,,,,
nineez,nohneez,V;REAL;PFV/PRF;2;DU/PL,0.0,0.01083,n ò x n èː z,2,V,REAL,PFV/PRF,2,DU/PL,,,,,
adlą́,adeeshdlį́į́ł,V;REAL;PROSP;1;SG,0.0,0.0,ʔ ɑ̀ t èː ʃ t l ĩ́ː ɬ,3,V,REAL,PROSP,1,SG,,,,,
adlą́,adiidlį́į́ł,V;REAL;PROSP;1;DU/PL,0.0,0.0,ʔ ɑ̀ t ìː t l ĩ́ː ɬ,1,V,REAL,PROSP,1,DU/PL,,,,,
adlą́,adíídlį́į́ł,V;REAL;PROSP;2;SG,0.0,0.0,ʔ ɑ̀ t íː t l ĩ́ː ɬ,3,V,REAL,PROSP,2,SG,,,,,
adlą́,adlą́,V;REAL;IPFV/PROG;3;SG/DU/PL,0.0,0.0,ʔ ɑ̀ t l ɑ̃̀,4,V,REAL,IPFV/PROG,3,SG/DU/PL,,,,,
adlą́,adoodlį́į́ł,V;REAL;PROSP;3;SG/DU/PL,0.0,0.0,ʔ ɑ̀ t òː t l ĩ́ː ɬ,4,V,REAL,PROSP,3,SG/DU/PL,,,,,
adlą́,adoohdlį́į́ł,V;REAL;PROSP;2;DU/PL,0.0,0.0,ʔ ɑ̀ t òː x t l ĩ́ː ɬ,1,V,REAL,PROSP,2,DU/PL,,,,,
adlą́,ajidlą́,V;REAL;IPFV/PROG;4;SG/DU/PL,0.0,0.0,ʔ ɑ̀ t͡ʃ ɪ̀ t l ã́,3,V,REAL,IPFV/PROG,4,SG/DU/PL,,,,,
adlą́,ajoodlą́ą́ʼ,V;REAL;PFV/PRF;4;SG/DU/PL,0.0,0.0,ʔ ɑ̀ t͡ʃ òː t l ɑ̃́ː ʔ,1,V,REAL,PFV/PRF,4,SG/DU/PL,,,,,
adlą́,ashdlą́,V;REAL;IPFV/PROG;1;SG,0.0,0.0,ʔ ɑ̀ ʃ t l ɑ̃̀,0,V,REAL,IPFV/PROG,1,SG,,,,,
adlą́,azhdoodlį́į́ł,V;REAL;PROSP;4;SG/DU/PL,0.0,0.0,ʔ ɑ̀ ʒ t òː t l ĩ́ː ɬ,0,V,REAL,PROSP,4,SG/DU/PL,,,,,
adlą́,daʼadlą́,V;REAL;IPFV/PROG;3;PL,0.0,0.0,t ɑ̀ ʔ ɑ̀ t l ɑ̃́,2,V,REAL,IPFV/PROG,3,PL,,,,,
adlą́,daʼdiidlį́į́ł,V;REAL;PROSP;1;PL,0.0,0.0,t ɑ̀ ʔ t ìː t l ĩ́ː ɬ,0,V,REAL,PROSP,1,PL,,,,,
adlą́,daʼdoodlį́į́ł,V;REAL;PROSP;3;PL,0.0,0.0,t ɑ̀ ʔ t òː t l ĩ́ː ɬ,3,V,REAL,PROSP,3,PL,,,,,
adlą́,daʼdoohdlį́į́ł,V;REAL;PROSP;2;PL,0.0,0.0,t ɑ̀ ʔ t òː h t l ĩ́ː ɬ,0,V,REAL,PROSP,2,PL,,,,,
adlą́,daʼiidlą́ą́ʼ,V;REAL;PFV/PRF;1;PL,0.0,0.0,t ɑ̀ ʔ ìː t l ɑ̃́ː ʔ,2,V,REAL,PFV/PRF,1,PL,,,,,
adlą́,daʼiidlą́,V;REAL;IPFV/PROG;1;PL,0.0,0.0,t ɑ̀ ʔ ìː t l ã́,4,V,REAL,IPFV/PROG,1,PL,,,,,
adlą́,daʼjidlą́,V;REAL;IPFV/PROG;4;PL,0.0,0.0,t ɑ̀ ʔ t͡ʃ ɪ̀ t l ã́,1,V,REAL,IPFV/PROG,4,PL,,,,,
adlą́,daʼjoodlą́ą́ʼ,V;REAL;PFV/PRF;4;PL,0.0,0.0,t ɑ̀ ʔ òː t l ɑ̃́ː ʔ,3,V,REAL,PFV/PRF,4,PL,,,,,
adlą́,daʼohdlą́,V;REAL;IPFV/PROG;2;PL,0.0,0.0,t ɑ̀ ʔ ò h t l ɑ̃́,0,V,REAL,IPFV/PROG,2,PL,,,,,
adlą́,daʼoodlą́ą́ʼ,V;REAL;PFV/PRF;3;PL,0.0,0.0,t ɑ̀ ʔ òː t l ɑ̃́ː ʔ,2,V,REAL,PFV/PRF,3,PL,,,,,
adlą́,daʼoohdlą́ą́ʼ,V;REAL;PFV/PRF;2;PL,0.0,0.0,t ɑ̀ ʔ òː h t l ɑ̃́ː ʔ,0,V,REAL,PFV/PRF,2,PL,,,,,
adlą́,dazhʼdoodlį́į́ł,V;REAL;PROSP;4;PL,0.0,0.0,t ɑ̀ ʒ t òː t l ĩ́ː ɬ,3,V,REAL,PROSP,4,PL,,,,,
adlą́,eeshdlą́ą́ʼ,V;REAL;PFV/PRF;1;SG,0.0,0.0,èː ʃ t l ã́ː ʔ,1,V,REAL,PFV/PRF,1,SG,,,,,
adlą́,ídlą́,V;REAL;IPFV/PROG;2;SG,0.0,0.0,ɪ̀ t l ɑ̃̀,4,V,REAL,IPFV/PROG,2,SG,,,,,
adlą́,iidlą́ą́ʼ,V;REAL;PFV/PRF;1;DU/PL,0.0,0.0,ìː t l ã́ː ʔ,2,V,REAL,PFV/PRF,1,DU/PL,,,,,
adlą́,iidlą́,V;REAL;IPFV/PROG;1;DU/PL,0.0,0.0,ìː t l ã́,0,V,REAL,IPFV/PROG,1,DU/PL,,,,,
adlą́,íínídlą́ą́ʼ,V;REAL;PFV/PRF;2;SG,0.0,0.0,ìː n ɪ̀ t l ã́ː ʔ,3,V,REAL,PFV/PRF,2,SG,,,,,
adlą́,ohdlą́,V;REAL;IPFV/PROG;2;DU/PL,0.0,0.0,ò x t l ã́,1,V,REAL,IPFV/PROG,2,DU/PL,,,,,
adlą́,oodlą́ą́ʼ,V;REAL;PFV/PRF;3;SG/DU/PL,0.0,0.0,òː t l ɑ̃̀ː ʔ,3,V,REAL,PFV/PRF,3,SG/DU/PL,,,,,
adlą́,oohdlą́ą́ʼ,V;REAL;PFV/PRF;2;DU/PL,0.0,0.0,òː x t l ɑ̃̀ː ʔ,2,V,REAL,PFV/PRF,2,DU/PL,,,,,
didziih,dadidziih,V;REAL;PFV/PRF;3;PL,0.0,0.0,t ɑ̀ t ɪ̀ t͡s ìː h,3,V,REAL,PFV/PRF,3,PL,,,,,
didziih,dadiidziih,V;REAL;PFV/PRF;1;PL,0.0,0.0,t ɑ̀ t ìː t͡s ìː h,3,V,REAL,PFV/PRF,1,PL,,,,,
didziih,dadohdziih,V;REAL;PFV/PRF;2;PL,0.0,0.0,t ɑ̀ t ò x t͡s ìː h,2,V,REAL,PFV/PRF,2,PL,,,,,
didziih,dazhdidziih,V;REAL;PFV/PRF;4;PL,0.0,0.0,t ɑ̀ ʒ t ɪ̀ t͡s ìː h,1,V,REAL,PFV/PRF,4,PL,,,,,
didziih,dídziih,V;REAL;PFV/PRF;2;SG,0.0,0.0,t ɪ̀ t͡s ìː h,2,V,REAL,PFV/PRF,2,SG,,,,,
didziih,didziih,V;REAL;PFV/PRF;3;SG/DU/PL,0.0,0.0,t ɪ̀ t͡s ìː h,0,V,REAL,PFV/PRF,3,SG/DU/PL,,,,,
didziih,diidziih,V;REAL;PFV/PRF;1;DU/PL,0.0,0.0,t ìː t͡s ìː h,1,V,REAL,PFV/PRF,1,DU/PL,,,,,
didziih,disdziih,V;REAL;PFV/PRF;1;SG,0.0,0.0,t ɪ̀ s t͡s ìː x,4,V,REAL,PFV/PRF,1,SG,,,,,
didziih,dohdziih,V;REAL;PFV/PRF;2;DU/PL,0.0,0.0,t ò x t͡s ìː h,1,V,REAL,PFV/PRF,2,DU/PL,,,,,
didziih,jididziih,V;REAL;PFV/PRF;4;SG/DU/PL,0.0,0.0,t͡ʃ ɪ̀ t ɪ̀ t͡s ìː x,4,V,REAL,PFV/PRF,4,SG/DU/PL,,,,,
yikááh,daahkááh,V;REAL;IPFV/PROG;2;PL,0.0,5e-06,t ɑ́ː x kʰ ɑ́ː h,0,V,REAL,IPFV/PROG,2,PL,,,,,
yikááh,daakááh,V;REAL;IPFV/PROG;3;PL,0.0,5e-06,t ɑ́ː kʰ ɑ́ː h,1,V,REAL,IPFV/PROG,3,PL,,,,,
yikááh,daaskai,V;REAL;PFV/PRF;3;PL,0.0,5e-06,t ɑ̀ː s k ɑ̀ ɪ̀,1,V,REAL,PFV/PRF,3,PL,,,,,
yikááh,dajikááh,V;REAL;IPFV/PROG;4;PL,0.0,5e-06,t ɑ̀ t͡ʃ ɪ̀ kʰ ɑ́ː h,1,V,REAL,IPFV/PROG,4,PL,,,,,
yikááh,dajiskai,V;REAL;PFV/PRF;4;PL,0.0,5e-06,t ɑ̀ t͡ʃ ɪ̀ s k ɑ́ ɪ̀,2,V,REAL,PFV/PRF,4,PL,,,,,
yikááh,dasiikai,V;REAL;PFV/PRF;1;PL,0.0,5e-06,t ɑ̀ s ìː kʰ ɑ̀ ɪ̀,1,V,REAL,PFV/PRF,1,PL,,,,,
yikááh,dasoohkai,V;REAL;PFV/PRF;2;PL,0.0,5e-06,t ɑ̀ s òː x kʰ ɑ̀ ɪ̀,4,V,REAL,PFV/PRF,2,PL,,,,,
yikááh,deiikááh,V;REAL;IPFV/PROG;1;PL,0.0,5e-06,t è ìː kʰ ɑ́ː h,1,V,REAL,IPFV/PROG,1,PL,,,,,
yikááh,jikááh,V;REAL;IPFV/PROG;4;SG/DU/PL,0.0,5e-06,t͡ʃ ɪ̀ kʰ ɑ́ː h,0,V,REAL,IPFV/PROG,4,SG/DU/PL,,,,,
yikááh,jookai,V;REAL;PFV/PRF;4;SG/DU/PL,0.0,5e-06,t͡ʃ òː kʰ à ɪ̀,2,V,REAL,PFV/PRF,4,SG/DU/PL,,,,,
yikááh,nikááh,V;REAL;IPFV/PROG;2;SG,0.0,5e-06,n ɪ̀ kʰ ɑ́ː h,1,V,REAL,IPFV/PROG,2,SG,,,,,
yikááh,wohkááh,V;REAL;IPFV/PROG;2;DU/PL,0.0,5e-06,w ò x kʰ ɑ́ː h,0,V,REAL,IPFV/PROG,2,DU/PL,,,,,
yikááh,woohkai,V;REAL;PFV/PRF;2;DU/PL,0.0,5e-06,w òː x kʰ à ɪ̀,3,V,REAL,PFV/PRF,2,DU/PL,,,,,
yikááh,yiikááh,V;REAL;IPFV/PROG;1;DU/PL,0.0,5e-06,j ìː kʰ ɑ́ː h,3,V,REAL,IPFV/PROG,1,DU/PL,,,,,
yikááh,yiikai,V;REAL;PFV/PRF;1;DU/PL,0.0001,5e-06,j ìː kʰ à ɪ̀,0,V,REAL,PFV/PRF,1,DU/PL,,,,,
yikááh,yikááh,V;REAL;IPFV/PROG;3;SG/DU/PL,0.0,5e-06,j ɪ̀ kʰ ɑ́ː h,3,V,REAL,IPFV/PROG,3,SG/DU/PL,,,,,
yikááh,yikai,V;REAL;PFV/PRF;3;SG/DU/PL,0.0,5e-06,j ɪ̀ kʰ à ɪ̀,4,V,REAL,PFV/PRF,3,SG/DU/PL,,,,,
yikááh,yíníkai,V;REAL;PFV/PRF;2;SG,0.0,5e-06,j ɪ̀ n ɪ̀ kʰ ɑ́ ɪ̀,2,V,REAL,PFV/PRF,2,SG,,,,,
yikááh,yishkááh,V;REAL;IPFV/PROG;1;SG,0.0,5e-06,j ɪ̀ ʃ kʰ ɑ́ː h,1,V,REAL,IPFV/PROG,1,SG,,,,,
yikááh,yishkai,V;REAL;PFV/PRF;1;SG,0.0,5e-06,j ɪ̀ ʃ k ɑ̀ ɪ̀,1,V,REAL,PFV/PRF,1,SG,,,,,
yidlą́,daahdlą́,V;REAL;IPFV/PROG;2;PL,0.0001,0.0003733333333333,t ɑ́ː x t l ɑ̃̀,4,V,REAL,IPFV/PROG,2,PL,,,,,
yidlą́,dadiidlį́į́ł,V;REAL;PROSP;1;PL,0.0,0.0003733333333333,t ɑ̀ t ìː t l ĩ́ː ɬ,0,V,REAL,PROSP,1,PL,,,,,
yidlą́,dadoohdlį́į́ł,V;REAL;PROSP;2;PL,0.0,0.0003733333333333,t ɑ̀ t òː x t l ĩ́ː ɬ,0,V,REAL,PROSP,2,PL,,,,,
yidlą́,dajidlą́,V;REAL;IPFV/PROG;4;PL,0.0,0.0003733333333333,t ɑ̀ t͡ʃ ɪ̀ t l ɑ̃́,2,V,REAL,IPFV/PROG,4,PL,,,,,
yidlą́,dajoodlą́ą́ʼ,V;REAL;PFV/PRF;4;PL,0.0,0.0003733333333333,t ɑ̀ t͡ʃ òː t l ɑ̃́ː ʔ,0,V,REAL,PFV/PRF,4,PL,,,,,
yidlą́,daoohdlą́ą́ʼ,V;REAL;PFV/PRF;2;PL,0.0,0.0003733333333333,t ɑ̀ òː x t l ɑ̃́ː ʔ,3,V,REAL,PFV/PRF,2,PL,,,,,
yidlą́,dayoodlą́ą́ʼ,V;REAL;PFV/PRF;3;PL,0.0,0.0003733333333333,t ɑ̀ j òː t l ɑ̃́ː ʔ,2,V,REAL,PFV/PRF,3,PL,,,,,
yidlą́,dazhdoodlį́į́ł,V;REAL;PROSP;4;PL,0.0,0.0003733333333333,t ɑ̀ ʒ t òː t l ĩ́ː ɬ,0,V,REAL,PROSP,4,PL,,,,,
yidlą́,deeshdlį́į́ł,V;REAL;PROSP;1;SG,0.0,0.0003733333333333,t èː ʃ t l ĩ́ː ɬ,0,V,REAL,PROSP,1,SG,,,,,
yidlą́,deidlą́,V;REAL;IPFV/PROG;3;PL,0.0111,0.0003733333333333,t ɛ̀ ɪ̀ t l ɑ̃́,4,V,REAL,IPFV/PROG,3,PL,,,,,
yidlą́,deidoodlį́į́ł,V;REAL;PROSP;3;PL,0.0,0.0003733333333333,t ɛ̀ ɪ̀ t òː t l ĩ́ː ɬ,2,V,REAL,PROSP,3,PL,,,,,
yidlą́,deiidlą́ą́ʼ,V;REAL;PFV/PRF;1;PL,0.0,0.0003733333333333,t è ìː t l ã́ː ʔ,0,V,REAL,PFV/PRF,1,PL,,,,,
yidlą́,deiidlą́,V;REAL;IPFV/PROG;1;PL,0.0,0.0003733333333333,t è ìː t l ã́,3,V,REAL,IPFV/PROG,1,PL,,,,,
yidlą́,diidlį́į́ł,V;REAL;PROSP;1;DU/PL,0.0,0.0003733333333333,t ìː t l íː ɬ,3,V,REAL,PROSP,1,DU/PL,,,,,
yidlą́,díídlį́į́ł,V;REAL;PROSP;2;SG,0.0,0.0003733333333333,t íː t l íː ɬ,3,V,REAL,PROSP,2,SG,,,,,
yidlą́,doohdlį́į́ł,V;REAL;PROSP;2;DU/PL,0.0,0.0003733333333333,t òː x t l ĩ́ː ɬ,0,V,REAL,PROSP,2,DU/PL,,,,,
yidlą́,jidlą́,V;REAL;IPFV/PROG;4;SG/DU/PL,0.0,0.0003733333333333,t͡ʃ ɪ̀ t l ɑ̃́,3,V,REAL,IPFV/PROG,4,SG/DU/PL,,,,,
yidlą́,jidoodlį́į́ł,V;REAL;PROSP;4;SG/DU/PL,0.0,0.0003733333333333,t͡ʃ ɪ̀ t òː t l ĩ́ː ɬ,2,V,REAL,PROSP,4,SG/DU/PL,,,,,
yidlą́,joodlą́ą́ʼ,V;REAL;PFV/PRF;4;SG/DU/PL,0.0,0.0003733333333333,t͡ʃ òː t l ã́ː ʔ,3,V,REAL,PFV/PRF,4,SG/DU/PL,,,,,
yidlą́,nidlą́,V;REAL;IPFV/PROG;2;SG,0.0,0.0003733333333333,n ɪ̀ t l ã́,0,V,REAL,IPFV/PROG,2,SG,,,,,
yidlą́,wohdlą́,V;REAL;IPFV/PROG;2;DU/PL,0.0,0.0003733333333333,w ò x t l ã́,1,V,REAL,IPFV/PROG,2,DU/PL,,,,,
yidlą́,woohdlą́ą́ʼ,V;REAL;PFV/PRF;2;DU/PL,0.0,0.0003733333333333,w òː x t l ɑ̃̀ː ʔ,2,V,REAL,PFV/PRF,2,DU/PL,,,,,
yidlą́,yidlą́,V;REAL;IPFV/PROG;3;SG/DU/PL,0.0,0.0003733333333333,j ɪ̀ t l ɑ̃́,3,V,REAL,IPFV/PROG,3,SG/DU/PL,,,,,
yidlą́,yidoodlį́į́ł,V;REAL;PROSP;3;SG/DU/PL,0.0,0.0003733333333333,j ɪ̀ t òː t l ĩ́ː ɬ,4,V,REAL,PROSP,3,SG/DU/PL,,,,,
yidlą́,yiidlą́ą́ʼ,V;REAL;PFV/PRF;1;DU/PL,0.0,0.0003733333333333,j ìː t l ã́ː ʔ,3,V,REAL,PFV/PRF,1,DU/PL,,,,,
yidlą́,yiidlą́,V;REAL;IPFV/PROG;1;DU/PL,0.0,0.0003733333333333,j ìː t l ã́,2,V,REAL,IPFV/PROG,1,DU/PL,,,,,
yidlą́,yínídlą́ą́ʼ,V;REAL;PFV/PRF;2;SG,0.0,0.0003733333333333,j ɪ̀ n ɪ̀ t l ɑ̃́ː ʔ,0,V,REAL,PFV/PRF,2,SG,,,,,
yidlą́,yishdlą́ą́ʼ,V;REAL;PFV/PRF;1;SG,0.0,0.0003733333333333,j ɪ̀ ʃ t l ɑ̃̀ː ʔ,3,V,REAL,PFV/PRF,1,SG,,,,,
yidlą́,yishdlą́,V;REAL;IPFV/PROG;1;SG,0.0,0.0003733333333333,j ɪ̀ ʃ t l ɑ̃̀,3,V,REAL,IPFV/PROG,1,SG,,,,,
yidlą́,yoodlą́ą́ʼ,V;REAL;PFV/PRF;3;SG/DU/PL,0.0,0.0003733333333333,j òː t l ã́ː ʔ,4,V,REAL,PFV/PRF,3,SG/DU/PL,,,,,
nilį́,dadiidleeł,V;REAL;PROSP;1;PL,0.0,4.666666666666667e-05,t ɑ̀ t ìː t l éː ɬ,4,V,REAL,PROSP,1,PL,,,,,
nilį́,dadoołeeł,V;REAL;PROSP;2;PL,0.0,4.666666666666667e-05,t ɑ̀ t òː ɬ èː ɬ,1,V,REAL,PROSP,2,PL,,,,,
nilį́,dadooleeł,V;REAL;PROSP;3;PL,0.0,4.666666666666667e-05,t ɑ̀ t òː l éː ɬ,3,V,REAL,PROSP,3,PL,,,,,
nilį́,dajílį́,V;REAL;IPFV/PROG;4;PL,0.0,4.666666666666667e-05,t ɑ̀ t͡ʃ ɪ̀ l ĩ́,1,V,REAL,IPFV/PROG,4,PL,,,,,
nilį́,dajizlį́į́ʼ,V;REAL;PFV/PRF;4;PL,0.0,4.666666666666667e-05,t ɑ̀ t͡ʃ ɪ̀ z l ĩ́ː ʔ,2,V,REAL,PFV/PRF,4,PL,,,,,
nilį́,daniidlį́,V;REAL;IPFV/PROG;1;PL,0.0,4.666666666666667e-05,t ɑ̀ n ìː t l ĩ́,1,V,REAL,IPFV/PROG,1,PL,,,,,
nilį́,danilį́,V;REAL;IPFV/PROG;3;PL,0.0001,4.666666666666667e-05,t ɑ̀ n ɪ̀ l ĩ́,2,V,REAL,IPFV/PROG,3,PL,,,,,
nilį́,danohłį́,V;REAL;IPFV/PROG;2;PL,0.0,4.666666666666667e-05,t ɑ̀ n ò x ɬ ĩ́,2,V,REAL,IPFV/PROG,2,PL,,,,,
nilį́,dasiidlį́į́ʼ,V;REAL;PFV/PRF;1;PL,0.0,4.666666666666667e-05,t ɑ̀ s ìː t l ĩ́ː ʔ,4,V,REAL,PFV/PRF,1,PL,,,,,
nilį́,dasoolį́į́ʼ,V;REAL;PFV/PRF;2;PL,0.0,4.666666666666667e-05,t ɑ̀ s òː l ĩ́ː ʔ,2,V,REAL,PFV/PRF,2,PL,,,,,
nilį́,dazhdooleeł,V;REAL;PROSP;4;PL,0.0,4.666666666666667e-05,t ɑ̀ ʒ t òː l éː ɬ,0,V,REAL,PROSP,4,PL,,,,,
nilį́,dazlį́į́ʼ,V;REAL;PFV/PRF;3;PL,0.0,4.666666666666667e-05,t ɑ̀ z l ĩ́ː ʔ,4,V,REAL,PFV/PRF,3,PL,,,,,
nilį́,deeshłeeł,V;REAL;PROSP;1;SG,0.0,4.666666666666667e-05,t èː ʃ ɬ èː ɬ,1,V,REAL,PROSP,1,SG,,,,,
nilį́,diidleeł,V;REAL;PROSP;1;DU/PL,0.0,4.666666666666667e-05,t ìː t l éː ɬ,4,V,REAL,PROSP,1,DU/PL,,,,,
nilį́,dííleeł,V;REAL;PROSP;2;SG,0.0,4.666666666666667e-05,t íː l éː ɬ,4,V,REAL,PROSP,2,SG,,,,,
